verbatimDisposition	standardDisposition	standard	checked
Exch sent to U.S. National Museum	voucher elsewhere	0	1
Exch To Alex Walker, 1961	voucher elsewhere	0	1
Exch to Carnegie Museum Jan 1932	voucher elsewhere	0	1
Exch to N.Y. Sci. Supply	voucher elsewhere	0	1
Exch to Rothschild and renumbered 700712 on return	voucher elsewhere	0	1
Exch to U.S. National Museum, Jan 1932	voucher elsewhere	0	1
Exch to Zool. Mus. Copenhagen May 1959	voucher elsewhere	0	1
Exch U.S. Nat. Mus. July 1921	voucher elsewhere	0	1
Exch with Carnegie Mus. June 14, 1929	voucher elsewhere	0	1
Exch with Cleveland Feb 1926	voucher elsewhere	0	1
Exch with Dr. L.C. Sanford, Nov 1921	voucher elsewhere	0	1
Exch with Imp. Col. Agr. Japan Dec 1909	voucher elsewhere	0	1
Exch with Imp. Col. Agr. Japan, Dec 1909	voucher elsewhere	0	1
Exch with Imp. Col. Agr. Japan, Oct [illeg]	voucher elsewhere	0	1
Exch with Imp. Col. Agr. Japan, Oct 190[illeg]	voucher elsewhere	0	1
Exch with Imp. Col. Agr. Japan, Oct 1908	voucher elsewhere	0	1
Exch with Imp.Col.Agr. Japan Oct.'08	voucher elsewhere	0	1
Exch with Mr. E.T. Seton, 24 May 1928	voucher elsewhere	0	1
Exch with Phila.Acad.Nat.Sci. July 1928	voucher elsewhere	0	1
Exch with R.B. Cowles	voucher elsewhere	0	1
Exch with Stockholm N.H. Museum, May 1927	voucher elsewhere	0	1
Exch.	voucher elsewhere	0	1
Exch. - Dr. Carlos Alberto Campos Seabra	voucher elsewhere	0	1
Exch. - Dr. Streseman - Berlin Museum - May 1927	voucher elsewhere	0	1
Exch. - Dr. Stresemann - Berlin Museum - May 1927	voucher elsewhere	0	1
Exch. - Mr. Starrs Olson	voucher elsewhere	0	1
Exch. - Stockholm Nat. History Museum, May 1927	voucher elsewhere	0	1
Exch. - Tacka pausha Museum - Gift of C.S. Davenpo	voucher elsewhere	0	1
Exch. - Tackapausha Museum	voucher elsewhere	0	1
Exch. - U of Florida - 1967	voucher elsewhere	0	1
Exch. - U. of Florida - 1967	voucher elsewhere	0	1
Exch. [illeg]at Mus Kenya Aug 1983	voucher elsewhere	0	1
Exch. A. Koenig Museum	voucher elsewhere	0	1
Exch. Ashley Hine, Banff, Alberta, 31 Jul 1907	voucher elsewhere	0	1
Exch. Bird craft Sanctuary, Fairfield, Conn. March	voucher elsewhere	0	1
Exch. Birdcraft Sanctuary, Fairfield Conn. March 1	voucher elsewhere	0	1
Exch. Birdcraft Sanctuary, Fairfield Conn., March 	voucher elsewhere	0	1
Exch. Birdcraft Sanctuary, Fairfield, Conn.	voucher elsewhere	0	1
Exch. Birdcraft Sanctuary, Fairfield, Conn. 1923	voucher elsewhere	0	1
Exch. Birdcraft Sanctuary, Fairfield, Conn. March 	voucher elsewhere	0	1
Exch. Birdcraft Sanctuary, Fairfield, Conn., Mar 1	voucher elsewhere	0	1
Exch. Birdcraft Sanctuary, Mar 1923	voucher elsewhere	0	1
Exch. Birdcraft Sanctuary, March 1923	voucher elsewhere	0	1
Exch. Birdcraft Sanctuay, Conn. March 1923	voucher elsewhere	0	1
Exch. Bonn. Mus. 1960	voucher elsewhere	0	1
Exch. Bristish Mus. May 1921	voucher elsewhere	0	1
Exch. Brit Mus., May 1921	voucher elsewhere	0	1
Exch. Brit Mus., Sept 1927	voucher elsewhere	0	1
Exch. Brit Museum May 1921	voucher elsewhere	0	1
Exch. Brit. Mus. 13 II 53	voucher elsewhere	0	1
Exch. Brit. Mus. May 1921	voucher elsewhere	0	1
Exch. Brit. Mus. Sep 1927	voucher elsewhere	0	1
Exch. Brit. Mus. Sept 1927	voucher elsewhere	0	1
Exch. Brit. Mus. Sept. 1927	voucher elsewhere	0	1
Exch. Brit. Mus., May 1921	voucher elsewhere	0	1
Exch. Brit. Mus., Sep 1927	voucher elsewhere	0	1
Exch. Brit. Mus., Sept 1927	voucher elsewhere	0	1
Exch. Brit. Mus.,Sept 1927	voucher elsewhere	0	1
Exch. Brit. Mus.-Sept 1927	voucher elsewhere	0	1
Exch. Brit. Muse. Sept. 1927	voucher elsewhere	0	1
Exch. Brit. Museum	voucher elsewhere	0	1
Exch. Brit. Museum May 1921	voucher elsewhere	0	1
Exch. Brit. Museum Sept 1927	voucher elsewhere	0	1
Exch. Brit. Museum, May 1921	voucher elsewhere	0	1
Exch. Brit. Museum, Sept 1927	voucher elsewhere	0	1
Exch. British Mus. May, 1921	voucher elsewhere	0	1
Exch. British Mus., May 1921	voucher elsewhere	0	1
Exch. British Muse., May 1921	voucher elsewhere	0	1
Exch. British Museum, Aug 1919	voucher elsewhere	0	1
Exch. British Museum, May 1921	voucher elsewhere	0	1
Exch. British Museum, May, 1921	voucher elsewhere	0	1
Exch. BritMus. Sept. 1927	voucher elsewhere	0	1
Exch. Cleveland Mus. Feb 1926	voucher elsewhere	0	1
Exch. Cleveland Mus. Feb. 1926	voucher elsewhere	0	1
Exch. Cleveland Museum June 1920	voucher elsewhere	0	1
Exch. Cleveland Museum June 1923	voucher elsewhere	0	1
Exch. Cleveland Museum June 1927	voucher elsewhere	0	1
Exch. Cleveland Museum, Jun 1923	voucher elsewhere	0	1
Exch. Cleveland Museum, Jun 1927	voucher elsewhere	0	1
Exch. Cleveland Museum, June 1923	voucher elsewhere	0	1
Exch. Cleveland Museum, June 1927	voucher elsewhere	0	1
Exch. Count von Belepsch, Feb.'05	voucher elsewhere	0	1
Exch. Count von Berlepach, Feb.'05	voucher elsewhere	0	1
Exch. Count von Berlepsch	voucher elsewhere	0	1
Exch. Count von Berlepsch Feb.'05	voucher elsewhere	0	1
Exch. Count von Berlepsch, Feb 1905	voucher elsewhere	0	1
Exch. Count von Berlepsch, Feb 1905 (2)?	voucher elsewhere	0	1
Exch. Count von Berlepsch, Feb.'05	voucher elsewhere	0	1
Exch. Count von Berlepsch,Feb.'05	voucher elsewhere	0	1
Exch. D.A. Cohen Oct 20 '03	voucher elsewhere	0	1
Exch. Darthmouth College Museum - 31 May 1951	voucher elsewhere	0	1
Exch. Delaware Museum N.H.	voucher elsewhere	0	1
Exch. Delaware Museum N.H. 2/72	voucher elsewhere	0	1
Exch. Delaware Museum N.M.	voucher elsewhere	0	1
Exch. Delaware Museum, N.H.	voucher elsewhere	0	1
Exch. Delaware Museum,N.H.	voucher elsewhere	0	1
Exch. Deleware Museum N.H.	voucher elsewhere	0	1
Exch. Dr. G.M. Sutton, U. Oklahoma, Feb. 7th 1957	voucher elsewhere	0	1
Exch. Dr. G.M. Sutton, Univ. Oklahoma, 7 Feb 1957	voucher elsewhere	0	1
Exch. Dr. G.M. Sutton, Univ. Oklahoma, Feb 7, 1957	voucher elsewhere	0	1
Exch. Dr. Stresemann-Berlin Museum, May 1927	voucher elsewhere	0	1
Exch. dwith M.C.Z. July 1928	voucher elsewhere	0	1
Exch. dwith O. Bangs, Sept 20, 1918	voucher elsewhere	0	1
Exch. dwith Phila.Acad.Nat.Sci., July 1928	voucher elsewhere	0	1
Exch. E. [illeg]e[illeg][illeg] Schioler, Jan 1927	voucher elsewhere	0	1
Exch. E. Lehn Schiöle, Jan 1927	voucher elsewhere	0	1
Exch. E. Lehn Schiöler Jan 1927	voucher elsewhere	0	1
Exch. E. Lehn Schioler Jan. 1927	voucher elsewhere	0	1
Exch. E. Lehn Schiöler Jan. 1927	voucher elsewhere	0	1
Exch. E. Lehn Schioler, Jan 1922	voucher elsewhere	0	1
Exch. E. Lehn Schioler, Jan 1927	voucher elsewhere	0	1
Exch. E. Lehn Schiöler, Jan 1927	voucher elsewhere	0	1
Exch. E. Lehn Schioler, Jan. [1929 ?]	voucher elsewhere	0	1
Exch. E. Lehn Schioler, Jan. 1927	voucher elsewhere	0	1
Exch. E. Lehn Schiöler, Jan. 1927	voucher elsewhere	0	1
Exch. E. Loehn Schiöler Jan 1927	voucher elsewhere	0	1
Exch. E. Loehn Schioler Jan. 1927	voucher elsewhere	0	1
Exch. F.M. Chapman 1925	voucher elsewhere	0	1
Exch. F.M. Chapman April 1925	voucher elsewhere	0	1
Exch. F.M. Chapman April 1925 (Returned by NJ Audu	voucher elsewhere	0	1
Exch. F.M. Chapman, Apr 1925	voucher elsewhere	0	1
Exch. F.M. Chapman, April 1925	voucher elsewhere	0	1
Exch. F.M. Chapman, April 1925; (Returned NJ Audub	voucher elsewhere	0	1
Exch. F.M. Chapman-April 1925	voucher elsewhere	0	1
Exch. F.M. Chapman-April 1925 (Returned by NJ Audu	voucher elsewhere	0	1
Exch. F.M.Chapman 1925	voucher elsewhere	0	1
Exch. Field Mus. Chicago, Nov 1922	voucher elsewhere	0	1
Exch. Field Mus., Chicago, Nov 1922	voucher elsewhere	0	1
Exch. Field Mus., Nov 1922	voucher elsewhere	0	1
Exch. G. Kohn Nov 29/1890	voucher elsewhere	0	1
Exch. Geo E. Mason, Jul 1922	voucher elsewhere	0	1
Exch. Geo. E. Mason 1922	voucher elsewhere	0	1
Exch. Geo. E. Mason July 1922	voucher elsewhere	0	1
Exch. Geo. E. Mason, Jul 1922	voucher elsewhere	0	1
Exch. Geo. E. Mason, July 1922	voucher elsewhere	0	1
Exch. Geo. E. Mason, suly 1922	voucher elsewhere	0	1
Exch. Geo. H. Mason, July 1922	voucher elsewhere	0	1
Exch. Geo. Mason, Jul 1922	voucher elsewhere	0	1
Exch. Geo. Mason, July 1922	voucher elsewhere	0	1
Exch. Geo.E. Mason, July 1922	voucher elsewhere	0	1
Exch. Geo.E.Mason, July 1922	voucher elsewhere	0	1
Exch. Great Smoky Mount. Group	voucher elsewhere	0	1
Exch. Great Smoky Mt. Group	voucher elsewhere	0	1
Exch. H.K. Coale, Dec 4, 1913	voucher elsewhere	0	1
Exch. Imp.Cal.Agr., Japan Dec.'09	voucher elsewhere	0	1
Exch. Imp.Col.Agr. Japan Dec'09	voucher elsewhere	0	1
Exch. Imp.Col.Agr. Japan, Dec.'09	voucher elsewhere	0	1
Exch. Imp.Col.Agr.,Japan Dec.'09	voucher elsewhere	0	1
Exch. J.H. Fleming	voucher elsewhere	0	1
Exch. J.T. Nichols, July 31 1917	voucher elsewhere	0	1
Exch. Louisiana State Univ. Mus, March 1975	voucher elsewhere	0	1
Exch. M.C.Z., July 1928	voucher elsewhere	0	1
Exch. MNH, U. of Conn. Mar 1984 LLS	voucher elsewhere	0	1
Exch. Mus. of Comp. Zoo., Dec 1922	voucher elsewhere	0	1
Exch. Mus. Paulista, Brazil March 1917	voucher elsewhere	0	1
Exch. Museo Nacional Aregentina, Sept '17	voucher elsewhere	0	1
Exch. Museo Nacional Argentina Sep. 17	voucher elsewhere	0	1
Exch. Museo Nacional Argentina Sep.'17	voucher elsewhere	0	1
Exch. Museo Nacional Argentina, Sep 1917	voucher elsewhere	0	1
Exch. Museo Nacional Argentina, Sept '17	voucher elsewhere	0	1
Exch. Museo Nacional Argentina, Sept. '17	voucher elsewhere	0	1
Exch. Museo Nacional Argentina, Sept.'17	voucher elsewhere	0	1
Exch. Museo Nacional Argentina, Sept'17	voucher elsewhere	0	1
Exch. Museo Nacional, Argentina Sept '17	voucher elsewhere	0	1
Exch. Museo Nacional, Argentina Sept.'17	voucher elsewhere	0	1
Exch. Museo Nacional, Argentina, Sept '17	voucher elsewhere	0	1
Exch. Museo Nacional, Argentina, Sept. '17	voucher elsewhere	0	1
Exch. Museo Nacional, Argnetina Sept. '17	voucher elsewhere	0	1
Exch. Museo Nacional, Augentina, Sept '17	voucher elsewhere	0	1
Exch. Museo Nacional,Argentina Sep.'17	voucher elsewhere	0	1
Exch. Museo National Argentina, Sept.'17	voucher elsewhere	0	1
Exch. Museo Paulista Brazil 1917	voucher elsewhere	0	1
Exch. Museo Paulista Brazil Mar. 1917	voucher elsewhere	0	1
Exch. Museo Paulista Brazil March 1917	voucher elsewhere	0	1
Exch. Museo Paulista Brazil, Mar 1917	voucher elsewhere	0	1
Exch. Museo Paulista Brazil, March 1917	voucher elsewhere	0	1
Exch. Museo Paulista March 1917	voucher elsewhere	0	1
Exch. Museo Paulista, Brazil  March 1917	voucher elsewhere	0	1
Exch. Museo Paulista, Brazil 1917	voucher elsewhere	0	1
Exch. Museo Paulista, Brazil Mar 1917	voucher elsewhere	0	1
Exch. Museo Paulista, Brazil mar. 1917	voucher elsewhere	0	1
Exch. Museo Paulista, Brazil March 1917	voucher elsewhere	0	1
Exch. Museo Paulista, Brazil March 1919	voucher elsewhere	0	1
Exch. Museo Paulista, Brazil, Mar 1917	voucher elsewhere	0	1
Exch. Museo Paulista, Brazil, March 1917	voucher elsewhere	0	1
Exch. Museo Paulista, Brazil. March 1917	voucher elsewhere	0	1
Exch. Museo Paulista, Brazxil March 1917	voucher elsewhere	0	1
Exch. Museo Paulista, Mar 1917	voucher elsewhere	0	1
Exch. Museo Paulista, March 1917	voucher elsewhere	0	1
Exch. Museo Paulista,Brazil, Mar.1917	voucher elsewhere	0	1
Exch. Museo Paulista,Brazil,Mar.1917	voucher elsewhere	0	1
Exch. Museo Paulistia Brazil, May 1917	voucher elsewhere	0	1
Exch. Nat Mus Kenya, Aug 1983	voucher elsewhere	0	1
Exch. Nat. Mus. [Kenya illeg.]-Aug 1983	voucher elsewhere	0	1
Exch. Nat. Mus. Kenya, Aug 1983	voucher elsewhere	0	1
Exch. Nat. Mus., Kenya Aug 1983	voucher elsewhere	0	1
Exch. Neterstrom Ostersund, Sweden  June 1, 54	voucher elsewhere	0	1
Exch. Netterstrom, Ostersund, Sweden II'54	voucher elsewhere	0	1
Exch. New Mex. State Univ., Apr 1975	voucher elsewhere	0	1
Exch. O. Bangs Boston, July 1906	voucher elsewhere	0	1
Exch. O. Bangs, Boston July 1906	voucher elsewhere	0	1
Exch. O. Bangs, Boston July, 1906	voucher elsewhere	0	1
Exch. O. Bangs, Boston July,1906	voucher elsewhere	0	1
Exch. O. Bangs, Boston, July 1906	voucher elsewhere	0	1
Exch. O. Bangs, Sept. 20, 1918	voucher elsewhere	0	1
Exch. O. Bangs,Boston, July 1906	voucher elsewhere	0	1
Exch. O.Bangs Boston, July 1906	voucher elsewhere	0	1
Exch. O.Bangs, Boston July 1906	voucher elsewhere	0	1
Exch. O.Bangs, Boston, July 1906	voucher elsewhere	0	1
Exch. O.Bangs, July 1906	voucher elsewhere	0	1
Exch. Paris Mus. Oct 1932	voucher elsewhere	0	1
Exch. Phil. Acad. Nat. Sci.	voucher elsewhere	0	1
Exch. Phil. Acad.Nat. Sci.	voucher elsewhere	0	1
Exch. Phil. Acad.Nat.Sci.	voucher elsewhere	0	1
Exch. Phil.Acad. Nat. Sci.	voucher elsewhere	0	1
Exch. Phil.Acad. Nat.Sci.	voucher elsewhere	0	1
Exch. Phil.Acad.Nat. Sci.	voucher elsewhere	0	1
Exch. Phil.Acad.Nat.Sci	voucher elsewhere	0	1
Exch. Phil.Acad.Nat.Sci.	voucher elsewhere	0	1
Exch. Phila Acad Nat. Sci.	voucher elsewhere	0	1
Exch. Phila Acad. Nat. Sci.	voucher elsewhere	0	1
Exch. Phila Acad.Nat.Sci.	voucher elsewhere	0	1
Exch. Phila,Acad,Nat.,Sci.	voucher elsewhere	0	1
Exch. Phila. Acad. Nat. Sci.	voucher elsewhere	0	1
Exch. Phila. Acad. Sci.	voucher elsewhere	0	1
Exch. Phila. Acad.Nat.Sci.	voucher elsewhere	0	1
Exch. Phila., Acad.Nat.Sci.	voucher elsewhere	0	1
Exch. Phila.Acad.Nat.Sci.	voucher elsewhere	0	1
Exch. Phila.Acad.Nat.Sci. July 1928	voucher elsewhere	0	1
Exch. Phila.Acad.Nat.Sci., July 1928	voucher elsewhere	0	1
Exch. R.C. McGregor	voucher elsewhere	0	1
Exch. Rothschild Coll & when returned to AMNH, ren	voucher elsewhere	0	1
Exch. S. G. Jewett - Oct 28, 1926	voucher elsewhere	0	1
Exch. sent Cleveland Mus., Jan 6, 1932	voucher elsewhere	0	1
Exch. sent sto U.S. National Museum	voucher elsewhere	0	1
Exch. sent t U.S. Nat. Museum	voucher elsewhere	0	1
Exch. sent to Berlin Mus. Jan 8, 1932	voucher elsewhere	0	1
Exch. sent to Berlin Mus., Jan 8, 1932	voucher elsewhere	0	1
Exch. sent to Berlin Museum, Jan 8, 1932	voucher elsewhere	0	1
Exch. sent to Berlin Zoo. Mus., Jan 8, 1932	voucher elsewhere	0	1
Exch. sent to Berlin Zool Mus. Jan 8, 1932	voucher elsewhere	0	1
Exch. sent to Berlin Zool. Jan 8, 1932	voucher elsewhere	0	1
Exch. sent to Berlin Zool. Mus, Jan 8, 1932	voucher elsewhere	0	1
Exch. sent to Berlin Zool. Mus. 8 Jan 1932	voucher elsewhere	0	1
Exch. sent to Berlin Zool. Mus. Jan 8, 1932	voucher elsewhere	0	1
Exch. sent to Berlin Zool. Mus. Jan 9, 1932	voucher elsewhere	0	1
Exch. sent to Berlin Zool. Mus., 8 Jan 1932	voucher elsewhere	0	1
Exch. sent to Berlin Zool. Mus., Jan 6, 1932	voucher elsewhere	0	1
Exch. sent to Berlin Zool. Mus., Jan 8 1932	voucher elsewhere	0	1
Exch. sent to Berlin Zool. Mus., Jan 8, 1932	voucher elsewhere	0	1
Exch. sent to Berlin Zool., Jan 8, 1932	voucher elsewhere	0	1
Exch. sent to Bishop Mus. Jan 21, 1932	voucher elsewhere	0	1
Exch. sent to Bishop Museum 21 Jan 1932	voucher elsewhere	0	1
Exch. sent to Bishop Museum Jan 21, 1932	voucher elsewhere	0	1
Exch. sent to Bishop Museum Jan 21,1932	voucher elsewhere	0	1
Exch. sent to Bishop Museum, 21 Jan 1932	voucher elsewhere	0	1
Exch. sent to Bishop Museum, Jan 1932	voucher elsewhere	0	1
Exch. sent to Bishop Museum, Jan 21 1932	voucher elsewhere	0	1
Exch. sent to Bishop Museum, Jan 21, 1932	voucher elsewhere	0	1
Exch. sent to Clevelan Mus. Jan 6, 1932	voucher elsewhere	0	1
Exch. sent to Cleveland Mus Jan 6, 1932	voucher elsewhere	0	1
Exch. sent to Cleveland Mus, Jan 6, 1932	voucher elsewhere	0	1
Exch. sent to Cleveland Mus. 6 Jan 1932	voucher elsewhere	0	1
Exch. sent to Cleveland Mus. Jan 6 1932	voucher elsewhere	0	1
Exch. sent to Cleveland Mus. Jan 6, 1932	voucher elsewhere	0	1
Exch. sent to Cleveland Mus. Jan. 6, 1932	voucher elsewhere	0	1
Exch. sent to Cleveland Mus. Jan6, 1932	voucher elsewhere	0	1
Exch. sent to Cleveland Mus., 6 Jan 1932	voucher elsewhere	0	1
Exch. sent to Cleveland Mus., Jan 6 1932	voucher elsewhere	0	1
Exch. sent to Cleveland Mus., Jan 6, 1932	voucher elsewhere	0	1
Exch. sent to Cleveland Mus., Jan 6,1932	voucher elsewhere	0	1
Exch. sent to Cleveland Mus., Jan 7, 1932	voucher elsewhere	0	1
Exch. sent to Cleveland Mus.; 6 Jan 1932	voucher elsewhere	0	1
Exch. sent to Cleveland Museum, Jan 6, 1932	voucher elsewhere	0	1
Exch. sent to Cleveland, Jan 6, 1932	voucher elsewhere	0	1
Exch. sent to National Museum	voucher elsewhere	0	1
Exch. sent to Swedish Mus, Dec 12, 1931	voucher elsewhere	0	1
Exch. sent to Swedish Mus. 12 Dec 1931	voucher elsewhere	0	1
Exch. sent to Swedish Mus. Dec 1, 1931	voucher elsewhere	0	1
Exch. sent to Swedish Mus. Dec 12, 1931	voucher elsewhere	0	1
Exch. sent to Swedish Mus. Dec 12,1931	voucher elsewhere	0	1
Exch. sent to Swedish Mus. Dec 13, 1931	voucher elsewhere	0	1
Exch. sent to Swedish Mus., 12 Dec 1931	voucher elsewhere	0	1
Exch. sent to Swedish Mus., Dec 12, 1931	voucher elsewhere	0	1
Exch. sent to Swedish Mus., Dec 12,1931	voucher elsewhere	0	1
Exch. sent to Swedish Museum, Dec 12,1931	voucher elsewhere	0	1
Exch. sent to to Cleveland Mus. Jan 6, 1932	voucher elsewhere	0	1
Exch. sent to U.S. National Mus.	voucher elsewhere	0	1
Exch. sent to U.S. National Museum	voucher elsewhere	0	1
Exch. sent to U.S. National Musuem	voucher elsewhere	0	1
Exch. sent U.S. National Mus. Jan 1932	voucher elsewhere	0	1
Exch. Stockholm N.H. Museum - May 1927	voucher elsewhere	0	1
EXCH. Stockholm N.H. Museum, May 1927	voucher elsewhere	0	1
Exch. Stockholm N.H. Museum,May 1927	voucher elsewhere	0	1
Exch. Stockholm N.H. Museum-May 1927	voucher elsewhere	0	1
Exch. Stockholm N.H., May 1927	voucher elsewhere	0	1
Exch. Stockholm N.Hist. Mus., May 1927	voucher elsewhere	0	1
Exch. Stockholm Nat. Hist. Museum, May 1927	voucher elsewhere	0	1
Exch. Stockholm, N.H. Museum-May 1927	voucher elsewhere	0	1
Exch. Stockhom N.H. Museum May 1927	voucher elsewhere	0	1
Exch. Tackapausha Museum	voucher elsewhere	0	1
Exch. to Alex Walker, 1961	voucher elsewhere	0	1
Exch. to Alex Walker,1961	voucher elsewhere	0	1
Exch. to Australia Museum In S. Wales, Australia 3	voucher elsewhere	0	1
Exch. to Australian Mus.&New S. Wales,Australia, 2	voucher elsewhere	0	1
Exch. to Australian Mus., 2/10/82	voucher elsewhere	0	1
Exch. to Australian Mus., N.S. Wales, Australia, 2	voucher elsewhere	0	1
Exch. to Australian Museum, N.S. Wales, Australia-	voucher elsewhere	0	1
Exch. to Berlin Zool. Mus. Jan 8, 1932	voucher elsewhere	0	1
Exch. to British Museum, 30 Nov 1960	voucher elsewhere	0	1
Exch. to British Museum, Jan 1955	voucher elsewhere	0	1
Exch. to Brooklyn Museum	voucher elsewhere	0	1
Exch. to Car. State Mus. 1/1989	voucher elsewhere	0	1
Exch. to Carnegie Mus. Jan 1932	voucher elsewhere	0	1
Exch. to Carnegie Mus., Dr. Parkes, 10/28/70 DOB	voucher elsewhere	0	1
Exch. to Carnegie Mus., Jan 1932	voucher elsewhere	0	1
Exch. to Carnegie Muse. Jan 1932	voucher elsewhere	0	1
Exch. to Carnegie Museum Jan 1932	voucher elsewhere	0	1
Exch. to Carnegie Museum, Jam 1932	voucher elsewhere	0	1
Exch. to Carnegie Museum, Jan 1932	voucher elsewhere	0	1
Exch. to Carnegie Museum, Jan 1936	voucher elsewhere	0	1
Exch. to Carnegie Museum, Jan, 1932	voucher elsewhere	0	1
Exch. to Chicago Mus.	voucher elsewhere	0	1
Exch. to Cincinnati, 12/19/69	voucher elsewhere	0	1
Exch. to Copenhagan Zool. Mus., May 1985	voucher elsewhere	0	1
Exch. to Copenhagen Zool. Mus. May 1986	voucher elsewhere	0	1
Exch. to Copenhagen Zool. Mus., May 1986	voucher elsewhere	0	1
Exch. to Dr. Campos Seabra 4/71	voucher elsewhere	0	1
Exch. to Dr. Campos Seabra, 4/22	voucher elsewhere	0	1
Exch. to Dr. Campos Seabra, 4/71	voucher elsewhere	0	1
Exch. to Dr. Campos Seabra, R. de Janeiro, Apr 197	voucher elsewhere	0	1
Exch. to Dr. L.C. Sanford, Nov 1921	voucher elsewhere	0	1
Exch. to Dr. W.H. Phelps	voucher elsewhere	0	1
Exch. to Gorgas mem Laboratory, Dr. Amadon, 9/29/7	voucher elsewhere	0	1
Exch. to Herbert Zeidler, 10 Feb 1956	voucher elsewhere	0	1
Exch. to Herbert Zeidler, Feb 10 1956	voucher elsewhere	0	1
Exch. to Herbert Zeidler, Feb 10, 1956	voucher elsewhere	0	1
Exch. to Herbert Zeidler, Feb. 10, 1956	voucher elsewhere	0	1
Exch. to J.H. Fleming, Nov 26, 1924	voucher elsewhere	0	1
Exch. to Louisiana State Univ., Dr. George H. Lowe	voucher elsewhere	0	1
Exch. to Miguel Lillo Institute, Dr. C.C. Olrog, T	voucher elsewhere	0	1
Exch. to Mr. Dieter Blume, Germany, Dr. Short, 5/2	voucher elsewhere	0	1
Exch. to Mus. Copenhagen, May 1959	voucher elsewhere	0	1
Exch. to Museum National D'Histoire Naturelle	voucher elsewhere	0	1
Exch. to Museum Natural Science, Louisiana, Aug. 1	voucher elsewhere	0	1
Exch. to N. Car. State Mus. 1/1989	voucher elsewhere	0	1
Exch. to N. Car. State Mus. 1/89	voucher elsewhere	0	1
Exch. to N. Car. State Mus., 1/1989	voucher elsewhere	0	1
Exch. to N. Car. State Mus., 1/89	voucher elsewhere	0	1
Exch. to N. Car. State Museum, 1/89	voucher elsewhere	0	1
Exch. to N. Carolina State Mus., 1/89	voucher elsewhere	0	1
Exch. to N. Caroline State Museum-1/89	voucher elsewhere	0	1
Exch. to N.Car. State Mus. 1/1989	voucher elsewhere	0	1
Exch. to N.Y. Sci Supply	voucher elsewhere	0	1
Exch. to N.Y. Sci. Supply	voucher elsewhere	0	1
Exch. to N.Y. Scientific Supply Co., 17 Jan 1957	voucher elsewhere	0	1
Exch. to Nat. Mus. Bulawayo, Zimbabwe, Sep 1982	voucher elsewhere	0	1
Exch. to Nat. Mus. Kenya, Aug 1983	voucher elsewhere	0	1
Exch. to National Mus. Kenya, Africa, 4 Feb 1982	voucher elsewhere	0	1
Exch. to National Mus., Rhodesia; 3/12/70, S. Kait	voucher elsewhere	0	1
Exch. to National Mus.-Kenya, Africa, 2/14/82	voucher elsewhere	0	1
