preparations,reps
"tissue (frozen); tissue (frozen); skin, study; stomach plus stomach content (95% ethanol); syrinx (70% ethanol); nasal flush (95% ethanol); buccal and cloacal swab (RNAlater); carcass (95% ethanol)",1
"tissue (RNAlater); tissue (RNAlater); blood (RNAlater); blood (slide smear); tissue (RNAlater); skin, study; tissue (RNAlater)",1
"blood (Queen Lysis buffer); skin, study; tissue (RNAlater); tissue (RNAlater); tissue (RNAlater); tissue (RNAlater)",1
"blood (Queen Lysis buffer); skin, study; tissue (RNAlater); tissue (RNAlater); tissue (RNAlater); tissue (RNAlater); tissue (RNAlater); blood (slide smear); tissue (RNAlater)",1
"skin, study; tissue (95% ethanol); blood (slide smear); tissue (RNAlater); tissue (RNAlater); blood (RNAlater)",1
"endoparasite (frozen); skin, study; tissue (RNAlater); tissue (RNAlater); tissue (RNAlater); blood (slide smear)",1
feather (frozen); media,1
tissue (frozen); skeleton; stomach content (dry),1
"tissue (RNAlater); blood (RNAlater); tissue (RNAlater); blood (slide smear); skin, study; tissue (RNAlater); tissue (RNAlater)",1
"tissue (RNAlater); tissue (RNAlater); tissue (RNAlater); tissue (RNAlater); blood (slide smear); cloacal swab (RNAlater); tissue (RNAlater); tissue (RNAlater); skin, study; tissue (RNAlater)",1
"tissue (RNAlater); blood (RNAlater); tissue (RNAlater); blood (slide smear); tissue (RNAlater); skin, study; tissue (RNAlater)",1
skeleton (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen) sample; tissue (frozen: -80°C) sample,1
tissue (frozen); tissue (frozen: vapor phase nitrogen); partial skeleton (dry); partial skin (dry); stomach content (frozen); spread wing (dry),1
"Skeleton (Skeleton (missing one leg)) (Skeleton (missing one leg)), Tissue",1
"Tissue, Liver, Skin (Schmoo), Skeleton, Skin (Schmoo), Liver, Liver, Skeleton",1
"Tissue, Muscle, Muscle, Skeleton, Fluid",1
"Skin, Tissue, Liver (Ethanol)",1
skin; (bead only),1
"Skin (Flat skin & wing), Tissue, Tissue (Flat skin & wing) (Flat skin & wing), Skeleton, Skeleton",1
Skin (Head and Left Wing) (Head and Left Wing) (Head and Left Wing),1
"Skin, Feather samples (Breast feathers)",1
"Tissue, Skin (Schmoo & spread wing), Skeleton",1
"Tissue, Skin (Spread wing), Skin (Spread wing), Skeleton, Skeleton",1
"Skeleton, Tissue, Heart, other, Tissue, Heart, other",1
"Skeleton (Partial skeleton), Tissue (Partial skeleton)",1
"Tissue, Skin (Skin, spread wing)",1
"Tissue, Stomach contents, other, Skeleton (Partial skeleton), Stomach contents, other, Skin",1
"Skin (Spread wing) (Spread wing), Tissue, Heart, liver, muscle, Skeleton, Skeleton, Tissue, Heart, liver, muscle (Spread wing)",1
"Tissue, Heart, liver, muscle, Heart, liver, muscle, Skin (Flat skin), Heart, liver, muscle, Skeleton, Skeleton, Skin (Flat skin)",1
"Skin (Schmoo) (Schmoo), Tissue, Skeleton, Skeleton (Schmoo), Tissue",1
"Tissue, Skeleton (Skeleton (very broken))",1
pygostyle,1
Skin - 1; Alcoholic - 1; Wingspread - 1; Tissue - 100,1
SKULL+SKELETON,1
"SKULL,R+L MANDIBLES",1
"SKULL,LWR MANDIBLES, VERTEBRAE",1
tarsus? frag,1
distal portions of ulnae,1
distal tibiatarsus,1
carpometacarpus (distal),1
distal ulna?,1
"Element: Tarsometarsus, ElementURI: UBERON:0008195, Portion: Shaft Fragment, Modified specimen count: 1, Modifications: Shaped, Burned Notes: Burned blue-gray, Burned Notes: Burned blue-gray",1
"Element: Tarsometarsus, ElementURI: UBERON:0008195, Portion: Shaft Fragment",1
"Element: Coracoid, ElementURI: UBERON:0004743, Portion: Body, Side: L",1
"Element: Acetabulum+Ilium, ElementURI: UBERON:0001279; UBERON:0001263, Portion: Fragment, Side: L",1
Tissue - 100; Skin - 1; Skeleton - 1,1
"HUMERUS FRAGS,CORACOID,CARPOMETACARPUS",1
UNCINATE RIB PROCESS,1
CERVICAL VERTEBRA FRAG,1
"SKULL,ULNA,PHALANX",1
"CARPOMETACARPUS,TARSOMETATARSUS",1
"DIST HUMERUS,STERNUM FRAG",1
"VERTEBRA,TIBIOTARSUS",1
CORACOID OR ULNA,1
R+L LWR MANDIBLE,1
"FEMORA,TARSOMETATARSUS,HUMERUS",1
"TARSOMETATARSUS,CARPOMETACARPUS,STERNUM FRAG",1
"TARSOMETATARSUS,CARPOMETACARPUS,HUMERUS,RADIUS",1
"FEMORA,TIBIOTARSUS,TARSOMETATARSUS,HUMERUS,ULNA,CORACOID,SCAPULA,CARPOMETACARPUS",1
"TIBIOTARSUS,TARSOMETATARSUS,HUMERI",1
"TARSOMETATARSUS,HUMERI,CARPOMETACARPI,ULNA FRAG",1
Scapula fragment,1
Prox. Carpometacarpus,1
Ungual phalanx,1
PROX L TARSOMETATARSUS,1
RIB FRAG,1
dist metatarsal,1
"R PHALANX 1,DIGIT 44",1
L DIST UNGUAL,1
Tarsometatarsus Trochlea 3,1
L dist ulna,1
L FEMUR FRAG,1
claws,1
P2-M3/,1
"LIMB BONES,PECTORAL BONES,INNOMINATE BONES",1
CERVICAL RIB,1
PTERYGOID ?,1
SCAPULA OR CORACOID ?,1
neural arch,1
distal TBT,1
"PHALANX 1,PHALANX 2",1
"tarsometatarsus, tibiotarsus frag, phalanges+humerus frag",1
"Prox. tarsometatarsus, left",1
"PES PHALANX, PHALANX FRAGS",1
FURCULUM FRAGS,1
left distal TMT,1
L prox. tarsometatarsus,1
l distal humerus,1
TMT trochanter,1
TIBIOTARSUS FRAG & PROXIMAL END ULNA,1
2 CERVICAL VERTEBRAE; HUMERUS,1
64 POSTCRANIAL ELEMENTS,1
PARTIAL JAW,1
10 TARSOMETATARSUS,1
PARTIAL LIMB BONE,1
M. A. Weymarn,1
R. S. Singh BH20,1
R. S. Singh BH67,1
R. S. Singh BW18,1
R. S. Singh,1
R. D. Droker 329,1
G. W. Shugart 2066,1
G. W. Shugart 2058,1
G. W. Shugart 2053,1
R. D. Droker 286,1
M. L. Killpack 134,1
R.D. Droker 333,1
Peter Cua,1
B. K. Schmidt 2229,1
M. Hukari 013,1
G. W. Shugart 2056,1
G. W. Shugart 2059,1
D. R. Paulson 2185,1
R. D. Droker 136,1
B. K. Schmidt 060,1
R. W. Quillin,1
R. E. Morlan 63-74,1
G. W. Shugart 2963,1
G. W. Shugart 2958,1
G. W. Shugart 3114,1
M. L. Johnson 4402a,1
G. W. Shugart 3809,1
M. Thompson 179,1
M. Thompson 172,1
M. Thompson 117,1
M. N. Allison 32,1
N. Brenneis 0010,1
C. E. Craighead 687,1
C. E. Craighead 754,1
C. T. H. Hayashi 10,1
G. W. Shugart 3542,1
C. E. Craighead 760,1
R. L. Niese 02,1
C. E. Craighead 678,1
G. W. Shugart 3521,1
C. E. Craighead 382,1
C. E. Craighead 818,1
R. L. Niese 04,1
G. W. Shugart 3430,1
G. W. Shugart 3507,1
G. W. Shugart 3555,1
G. W. Shugart 3737,1
G. W. Shugart 3496,1
G. W. Shugart 3625,1
G. W. Shugart 3527,1
G. W. Shugart 3740,1
A. K. Terepocki 31,1
A. K. Terepocki 09,1
A. K. Terepocki 24,1
A. K. Terepocki 10,1
A. T. Brush 03,1
M. R. Krauszer 02,1
G. W. Shugart 3960,1
R. D. Droker 1000,1
R. D. Droker 807,1
M. Hukari 073,1
E. R. Booth 361,1
M. Hukari 090,1
H. M. DuBois 154,1
C. Maser 437,1
J. L. Fish,1
G. W. Shugart 2676,1
E. R. Booth 0087,1
G. M. Benson,1
‘,1
G. W. Shugart 2077,1
J. H. Carter 0043,1
"O. Dowell, Jr. 129",1
G. W. Shugart 1856,1
T. E. Randall,1
C. E. Craighead 567,1
C. E. Craighead 552,1
C. E. Craighead 584,1
C. E. Craighead 185,1
C. E. Craighead 511,1
T. R. Weaver 04,1
K. Thompson 0016,1
K. Thompson 0018,1
D. R. Paulson 1902,1
H. H. Bailey,1
L. M. Turner,1
L. Chastain,1
C. E. Craighead 289,1
M. Hukari 085,1
C. D. Bowman,1
O. T. Gockman 03,1
G. W. Shugart 3130,1
O. T. Gockman 05,1
Paul Crowen,1
C. D. Spaw 3932,1
C. E. Craighead 879,1
C. E. Craighead 840,1
N. Rao,1
Navin Rao,1
G. W. Shugart 1981,1
R. D. Droker 1025,1
G. W. Shugart 2084,1
R. D. Droker 167,1
G. E. Hudson 855,1
B. Jensen 23,1
M. Hukari 146,1
J. C. Cook,1
J. A. Weber 386,1
G. W. Shugart 3200,1
D. Palmer 0206,1
D. F. Parmelee 228,1
K. Thompson 0007,1
A. E. Perry 0011,1
C. E. Craighead 849,1
C. E. Craighead 841,1
C. E. Craighead 855,1
R. D. Droker 1204,1
A. Burdick,1
E. Wallace,1
G. W. Shugart 2268,1
R. D. Droker 1169,1
G. W. Shugart 2251,1
G. W. Shugart 3077,1
G. W. Shugart 1984,1
G. W. Shugart 1985,1
J. Weir 069,1
J. Weir 0071,1
H. W. Decker 029,1
E. J. Booth 488,1
G. W. Shugart 1872,1
E. & B. Cardiff 2182,1
T. R. Weaver 155,1
T. R. Weaver 159,1
C. E. Craighead 591,1
C. E. Craighead 615,1
C. E. Craighead 354,1
C. E. Craighead 50,1
E. A. Kennedy 33,1
C. E. Craighead 375,1
C. T. H. Hayashi 08,1
T. R. Weaver 130,1
G. W. Shugart 3467,1
C. E. Craighead 641,1
R. L Reiter 03,1
C. E. Craighead 494,1
C. E. Craighead 217,1
K. A. Hanson 05,1
C. E. Craighead 141,1
G. W. Shugart 3658,1
B. A. Diehl 08,1
G. W. Shugart 3112,1
G. W. Shugart 3111,1
L. E. Strong 06,1
T. R. Weaver 163/G. W. Shugart,1
G. W. Shugart 3794,1
C. E. Craighead 704,1
C. E. Craighead 243,1
C. E. Craighead 667,1
C. E. Craighead 304,1
C. E. Craighead 317,1
T. R. Weaver 70,1
J. K. Wilson 01,1
G. W. Shugart 3220,1
R. L. Reiter 07,1
G. W. Shugart 3167,1
A. W. Morray 02,1
C. E. Craighead 245,1
C. E. Craighead 529,1
C. E. Craighead 94,1
G. W. Shugart 3469,1
G. W. Shugart 3464,1
G. W. Shugart 3641,1
G. W. Shugart 3352,1
C. E. Craighead 95,1
C. E. Craighead 103,1
C. E. Craighead 323,1
C. E. Craighead 23,1
C. E. Craighead 24,1
C. E. Craighead 121,1
C. E. Craighead 630,1
C. E. Craighead 158,1
T. R. Weaver 83,1
C. E. Craighead 757,1
E. A. Kennedy 35,1
C. E. Craighead 772,1
C. E. Craighead 325,1
C. E. Craighead 329,1
C. E. Craighead 303,1
T. R. Weaver 19,1
C. E. Craighead 12,1
C. E. Craighead 315,1
C. E. Craighead 270,1
C. E. Craighead 241,1
C. E. Craighead 153,1
G. W. Shugart 3431,1
C. E. Craighead 211,1
G. W. Shugart 3364,1
C. E. Craighead 830,1
C. E. Craighead 298,1
C. E. Craighead 256,1
C. E. Craighead 251,1
C. E. Craighead 792,1
C. E. Craighead 474,1
C. E. Craighead 311,1
G. W. Shugart 2877,1
T. R. Weaver 09,1
T. R. Weaver 80,1
T. R. Weaver 157,1
A. P. Griebeler 04,1
C. E. Craighead 731,1
T. R. Weaver 101,1
G. W. Shugart 3426,1
C. E. Craighead 805,1
C. E. Craighead 578,1
T. R. Weaver 34,1
G. W. Shugart 3212,1
C. E. Craighead 790,1
G. W. Shugart 3295,1
G. W. Shugart 3429,1
R. L. Reiter 09,1
G. W. Shugart 3419,1
T. R. Weaver 76,1
G. W. Shugart 3440,1
C. E. Craighead 110,1
W. D. Parrett 04,1
G. W. Shugart 3350,1
L. U. Kleine 15,1
H. C. Kornbrath 02,1
A. T. Brush 06,1
S. D. Thorp 07,1
G. W. Shugart 3388,1
S. D. Thorp 28,1
G. W. Shugart 3870,1
G. W. Shugart 3375,1
G. W. Shugart 3148,1
RNP 158,1
G. W. Shugart 2008,1
M. Hukari 138,1
B. K. Schmidt 043,1
G. W. Shugart 1672,1
G. W. Shugart 2121,1
G. W. Shugart 1190,1
G. W. Shugart 2052,1
G. W. Shugart 2394,1
G. W. Shugart 2345,1
Z. V. McMannama 574,1
RNP 180,1
E. J. Booth 702,1
D. R. Paulson 2020,1
R. D. Droker 1296,1
B. K. Schmidt 1420,1
R. D. Droker 493,1
G. W. Shugart 2504,1
G. W. Shugart 2622,1
E. J. Booth 700,1
R. D. Droker B-21,1
M. Hukari 095,1
E. J. Booth 784,1
R. D. Droker 1122,1
G. W. Shugart 2162,1
"J. Felton, C. Johnson",1
G. W. Shugart 1111,1
R. D. Droker B-13,1
R. D. Droker 395,1
Z. V. McMannama 299,1
B. K. Schmidt 2232,1
B. K. Schmidt 472,1
G. Alcorn & A. Rudell,1
G. W. Shugart 1904,1
G. W. Shugart 1895,1
G. W. Shugart 2541,1
R. D. Droker 507,1
R. D. Droker 110,1
R. D. Droker 891,1
R. D. Droker 1128,1
G. W. Shugart 2991,1
G. W. Shugart 1589,1
R. D. Droker 131,1
G. W. Shugart 2169,1
R. Walters 002,1
G. W. Shugart 2114,1
G. W. Shugart 1109,1
Z. V. McMannama 472,1
B. K. Schmidt 012,1
Z. V. McMannama 381,1
G. W. Shugart 2099,1
R. D. Droker B-4,1
G. W. Shugart 2297,1
B. K. Schmidt 2231,1
R. D. Droker 1125,1
Z. V. McMannama 404,1
Z. V. McMannama 147,1
G. W. Shugart 2133,1
G. W. Shugart 1537,1
R. D. Droker 683,1
R. D. Droker 1038,1
B. K. Schmidt 2246,1
R. D. Droker 524,1
G. W. Shugart 2520,1
R. D. Droker 639,1
R. D. Droker 1084,1
R. D. Droker 904,1
G. W. Shugart 2667,1
R. D. Droker 805,1
D. R. Paulson 2019,1
R. D. Droker 839,1
G. W. Shugart 1825,1
G. W. Shugart 1513,1
G. W. Shugart 1875,1
G. Shugart 1946 & M. Moon,1
R. D. Droker 1164,1
R. D. Droker 1083,1
E. R. Booth 0094,1
Z. V. McMannama 400,1
G. W. Shugart 2263,1
R. D. Droker 1040,1
B. K. Schmidt 2585,1
M. Hukari 04,1
R. D. Droker 076,1
R. D. Droker 1243,1
G. W. Shugart 2421,1
G. W. Shugart 2887,1
E. J. Booth 632,1
S.G. Jewett 10032,1
B. K. Schmidt 1154,1
G. W. Shugart 1632,1
B. K. Schmidt 874,1
G. W. Shugart 2119,1
Z. V. McMannama 414,1
R. D. Droker 919,1
R. D. Droker 785,1
R. D. Droker 782,1
R. D. Droker 784,1
Z. V. McMannama 393,1
G. W. Shugart 2770,1
G. W. Shugart 3044,1
R. D. Droker 1173,1
R. D. Droker 868,1
Z. V. McMannama 041,1
R. D. Droker 936,1
R. D. Droker 1288,1
Z. V. McMannama 293,1
Z. V. McMannama 306,1
Z. V. McMannama 074,1
Z. V. McMannama 029,1
L. K. James,1
R. D. Droker 546,1
G. W. Shugart 1116,1
R. D. Droker 876,1
RNP 028,1
RNP 107,1
R. D. Droker 710,1
G. W. Shugart 1179,1
R. D. Droker 1137,1
R. D. Droker 1295,1
R. D. Droker 1230,1
RNP 122,1
G. W. Shugart 2177,1
M. Hukari 06,1
G. W. Shugart 1966,1
R. D. Droker 652,1
C. C. Lindt 0004,1
Z. V. McMannama 244,1
R. D. Droker 1070,1
Z. V. McMannama 259,1
B. K. Schmidt 2550,1
R. D. Droker 900,1
G. W. Shugart 2760,1
G. W. Shugart 2004,1
S. R. Bound 053,1
R. D. Droker 272,1
RNP 096,1
J. Healey 022,1
Z. V. McMannama 312,1
E. J. Booth 714,1
R. D. Droker 1279,1
P. Rasmussen 0047,1
D. Takahashi 06,1
R. D. Droker 1332,1
P. Rasmussen 062,1
G. W. Shugart 1764,1
E. J. Booth 701,1
G. W. Shugart 2862,1
G. W. Shugart 3029,1
G. W. Shugart 2734,1
M. Hukari 128,1
R. D. Droker 1239,1
R. D. Droker 842,1
D. R. Paulson 2209,1
R. D. Droker 319,1
M. Hukari 048,1
M. Hukari 042,1
G. W. Shugart 1713,1
B. K. Schmidt 2241,1
G. W. Shugart 2790,1
B. K. Schmidt 1118,1
R. D. Droker 374,1
M. Hukari 103,1
G. W. Shugart 2281,1
E. J. Booth 683,1
R. D. Droker 129,1
"S. Bauer, G. Alcorn",1
B. K. Schmidt 070,1
R. D. Droker 015,1
E. J. Booth 746,1
A. Ruchty 06,1
R. D. Droker 657,1
R. D. Droker 1096,1
Z. V. McMannama 353,1
R. D. Droker 1271,1
D. R. Paulson 2054,1
J. M. Edson 374,1
G. W. Shugart 2874,1
J. M. Edson 978,1
G. W. Shugart 2987,1
G. W. Shugart 1992,1
G. W. Shugart 2483,1
G. W. Shugart 2312,1
D. R. Paulson 1953,1
RNP 153,1
G. W. Shugart 2966,1
G. W. Shugart 2808,1
G. W. Shugart 2611,1
G. W. Shugart 2081,1
B. K. Schmidt 1128,1
R. D. Droker 870,1
R. D. Droker 085,1
G. W. Shugart 2753,1
S. McMunn,1
Z. V. McMannama 402,1
G. W. Shugart 2571,1
B. K. Schmidt 1130,1
R. D. Droker 1074,1
Z. V. McMannama 111,1
G. W. Shugart 2287,1
G. W. Shugart 1504,1
S. H. Lyman,1
R. D. Droker 498,1
B. K. Schmidt 834,1
G. W. Shugart 2111,1
RNP 089,1
Z. V. McMannama 383,1
RNP 151,1
G. W. Shugart 2779,1
G. W. Shugart 3092,1
Z. V. McMannama 106,1
Z. V. McMannama 107,1
G. W. Shugart 2564,1
R. D. Droker 064,1
G. W. Shugart 2746,1
G. W. Shugart 2246,1
G. W. Shugart 1129,1
G. W. Shugart 1517,1
G. W. Shugart 2419,1
R. D. Droker 538,1
G. Shugart 1940 & M. Moon,1
R. D. Droker 278,1
G. W. Shugart 1531,1
G. W. Shugart 1526,1
G. W. Shugart 1848,1
J. B. Hurley 538,1
R. D. Droker 452,1
R. D. Droker 624,1
G. W. Shugart 2110,1
R. D. Droker 845,1
R. D. Droker 1391,1
D. R. Paulson 1944,1
D. R. Paulson 2109,1
R. D. Droker 985,1
Z. V. McMannama 369,1
Z. V. McMannama 127,1
Z. V. McMannama 068,1
Z. V. McMannama 215,1
R. D. Droker 1322,1
R. D. Droker 864,1
R. D. Droker 239,1
R.D. Droker 240,1
R. D. Droker 686,1
E. J. Booth 575,1
G. W. Shugart 2255,1
G. W. Shugart 1171,1
G. W. Shugart 1172,1
D. R. Paulson 1979,1
R. D. Droker 418,1
G. W. Shugart 1033,1
G. W. Shugart 1551,1
E. J. Booth 690,1
R. D. Droker 295,1
B. K. Schmidt 1254,1
R. D. Droker 310,1
B. K. Schmidt 342,1
B. K. Schmidt 1428,1
D. R. Paulson 2213,1
G. W. Shugart 2698,1
R. D. Droker 227,1
G. W. Shugart 2765,1
J. Dudley/B. Schmidt,1
D. R. Paulson 1955,1
G. W. Shugart 2934,1
M. Hukari 188,1
M. Hukari 087,1
B. K. Schmidt 899,1
G. W. Shugart 2555,1
G. W. Shugart 2118,1
B. K. Schmidt 1510,1
G. W. Shugart 1987,1
R. D. Droker 892,1
R. D. Droker 193,1
Z. V. McMannama 537,1
R. D. Droker 466,1
G. W. Shugart 1629,1
G. W. Shugart 2743,1
G. W. Shugart 2738,1
R. D. Droker 281,1
C. Gray 02,1
G. W. Shugart 2797,1
R. D. Droker 464,1
G. W. Shugart 1736,1
G. W. Shugart 1734,1
R. D. Droker 1308,1
R. D. Droker 1290,1
R. D. Droker 274,1
B. K. Schmidt 2226,1
G. W. Shugart 1574,1
E. J. Booth 778,1
R. D. Droker 1275,1
D. R. Paulson 2163,1
R. D. Droker 1312,1
E. R. Booth 0004,1
G. W. Shugart 1596,1
R. D. Droker 467,1
G. W. Shugart 2800,1
E. J. Booth 806,1
B. K. Schmidt 872,1
R. D. Droker 307,1
G. W. Shugart 1122,1
R. D. Droker 929,1
R. D. Droker 1155,1
H. J. Leraas,1
RNP 121,1
G. W. Shugart 1067,1
G. W. Shugart 2863,1
G. W. Shugart 2152,1
G. W. Shugart 2188,1
G. W. Shugart 1070,1
G. W. Shugart 3146,1
R.D. Droker B-50,1
G. W. Shugart 2710,1
G. W. Shugart 2348,1
G. W. Shugart 3033,1
M. Hukari 081,1
E. J. Booth 680,1
G. W. Shugart 1091,1
Z. V. McMannama 406,1
Z. V. McMannama 167,1
Z. V. McMannama 093,1
R. D. Droker 974,1
J. M. Broughton 276,1
G. W. Shugart 2159,1
B. K. Schmidt 103,1
D. R. Paulson 2199,1
G. W. Shugart 2714,1
G. W. Shugart 1885,1
L. Ruiz-Puyana & G. Shugart,1
R. D. Droker 327,1
B. K. Schmidt 051,1
J. M. Edson 656,1
G. W. Shugart 1638,1
G. W. Shugart 1640,1
G. W. Shugart 2140,1
G. W. Shugart 3072,1
S. Baker 06,1
G. W. Shugart 3247,1
A. Perry 0001,1
D. A. Atkinson,1
C. E. Craighead 902,1
G. W. Shugart 2464,1
G. W. Shugart 2558,1
G. W. Shugart 2438,1
R.D. Droker 253,1
G. W. Shugart 2511,1
A. A. Nikiforov 03,1
M. A. Frazer,1
G. W. Shugart 1829,1
spread wing (dry); tissue (frozen); tissue (frozen); tissue (frozen); tissue (frozen); tissue (frozen); tissue (frozen),1
spread wing (dry); partial skeleton (dry); flat skin (dry),1
spread wing (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); partial skin (dry); tissue (frozen) sample,1
tarsus,1
skull and foot,1
study skin & incomplete skeleton,1
"study skin (body, ovary on alc.)",1
head and feet,1
skull and flight feathers,1
tissue (frozen); spread wing; skeleton; flat skin,1
study skin; feather; partial skeleton,1
"skel, tissue, feathers",1
"skel, wing, feathers",1
"slide, skel",1
"feathers, skel",1
partial skeleton; skin clip (dry); study skin,1
"endoparasite (70% ethanol); skin, study",1
skeleton; feather,1
partial skeleton; flat skin; skeleton; spread wing,1
whole organism (ethanol); tissue (95% ethanol); tissue (95% ethanol); spread wing,1
skin; [...; flat skin. W.M.],1
"Skeleton (Partial skeleton) (Partial skeleton), Tissue, Heart, liver, muscle, Skin (Skin, spread wing), Tissue, Heart, liver, muscle (Partial skeleton), Skin (Skin, spread wing)",1
"Skin, Tissue, Tissue, Skeleton (Partial skeleton), Skeleton (Partial skeleton)",1
"Tissue (100% ethanol) (100% ethanol), Skin (Spread wing)",1
"Skin (Flat skin), Skeleton, Skeleton (Flat skin) (Flat skin)",1
"Skeleton, Tissue, Heart, liver, other, Skin (Schmoo), Tissue, Heart, liver, other, Skin (Schmoo)",1
"Skin (Schmoo) (Schmoo) (Schmoo), Tissue, Tissue",1
"Skin, Feather samples (Breast feathers), Feather samples (Breast feathers)",1
"Skin (Spread wings (both)) (Spread wings (both)), Tissue",1
skin | skeleton | wing bones,1
Distal one-third L humerus,1
ULNA DIAPHYSIS FRAG,1
Distal half R humerus.,1
STERNUM LEADING EDGE,1
"L VENTRAL ISCHIUM AND PROXIMAL PUBIS, IMM.",1
Head R femur.,1
Proximal 1/3 L humerus,1
Distal 1/3 R tarsometarsus,1
ULNA PROX HALF R,1
TIBIOTARSUS DIST HALF,1
SCAPULA PROX PORT,1
"Segment diaphysis L tibiotarsus, including contact for fibula.",1
