"verbatimPrep","StandardPrep","standard","checked"
"/R M3,/L M,/L M3",,0,0
"/R M3,/L M3",,0,0
"/R M3,/L M3,R M/",,0,0
"/R M3,/R M",,0,0
"/R M3,/R M,/L M,DENTARY FRAG",,0,0
"/R M3,/R M1",,0,0
"/R M3,/R M1-M2",,0,0
"/R M3,/R P,R M",,0,0
"/R M3,L M,/L P4-M1,/R M,DENTARY FRAG",,0,0
"/R M3,M2/",,0,0
"/R M3+/M2 FRAG",,0,0
"/R M3-M4",,0,0
"/R M4",,0,0
"/R M4 ?",,0,0
"/R M5",,0,0
"/R P",,0,0
"/R P or M",,0,0
"/R P OR M FRAG",,0,0
"/R P,/L P,/R DP ?",,0,0
"/R P1",,0,0
"/R P1,/R M,/R M3,/L M,/L M3",,0,0
"/R P1-M1",,0,0
"/R P1-M2",,0,0
"/R P1-M3",,0,0
"/R P1-M4",,0,0
"/R P1-P2,/R M2+M3 FRAG,R M2-M3 FRAG/",,0,0
"/R P2",,0,0
"/R P2 ?",,0,0
"/R P2,/R M2 FRAG,M FRAG/",,0,0
"/R P2-M1",,0,0
"/R P2-M2",,0,0
"/R P2-M3",,0,0
"/R P2-M3,/L M1-M2",,0,0
"/R P2-M4",,0,0
"/R P2-P3",,0,0
"/R P2-P3+SYMPHYSIS",,0,0
"/R P2-P4",,0,0
"/R P3",,0,0
"/R P3 ?",,0,0
"/R P3 FRAG,R P1 FRAG/",,0,0
"/R P3 or P4",,0,0
"/R P3,P ?/,C/ OR I/ ?,BONE FRAG,TOOTH FRAG",,0,0
"/R P3,R DENTARY W M1-M4",,0,0
"/R P3? FRAG",,0,0
"/R P3+M2",,0,0
"/R P3-4",,0,0
"/R P3-M1",,0,0
"/R P3-M2",,0,0
"/R P3-M2,/L P3, POSTCRANIAL FRAGS",,0,0
"/R P3-M2+M3 FRAG",,0,0
"/R P3-M3",,0,0
"/R P3-M4",,0,0
"/R P3-P4",,0,0
"/R P3-P4 ?",,0,0
"/R P3-P4+M2",,0,0
"/R P4",,0,0
"/R P4 ?",,0,0
"/R P4 FRAG",,0,0
"/R P4,/M3",,0,0
"/R P4,C",,0,0
"/R P4,M2-M3",,0,0
"/R P4?",,0,0
"/R P4+/R DP4+/R M1",,0,0
"/R P4+M1-M2",,0,0
"/R P4-M/3, /L P4, /L M1, /L M3",,0,0
"/R P4-M1",,0,0
"/R P4-M1 FRAG",,0,0
"/R P4-M1+L DENTARY W P3-M1",,0,0
"/R P4-M2",,0,0
"/R P4-M3",,0,0
"/R P4-M3,/L P4-M2",,0,0
"/R P4-M3,/L P4-M3,3I,/P3",,0,0
"/R P4-M3,/R M3",,0,0
"/R PHARYNGEAL",,0,0
"/R P-M",,0,0
"/R TOOTH",,0,0
"/R TOOTH FRAG",,0,0
"/R+L DENTARIES,L MAXILLA",,0,0
"/R+L I",,0,0
"/R+L M2-M3",,0,0
"/R+L P3-M3",,0,0
"/R+L P4,PHALANGES,ULNA FRAG,DENTARY FRAGS",,0,0
"/R+L P4-M2",,0,0
"/R+LM3,2I",,0,0
"/RC1",,0,0
"/RDP4",,0,0
"/RI",,0,0
"/RI1",,0,0
"/RI3",,0,0
"/RM",,0,0
"/RM TALONID",,0,0
"/RM?",,0,0
"/RM1",,0,0
"/RM1 FRAG",,0,0
"/RM1 post frag",,0,0
"/RM1 TRIGONID",,0,0
"/RM1?",,0,0
"/RM1-M2",,0,0
"/RM1-M3",,0,0
"/RM1or2",,0,0
"/RM2",,0,0
"/RM2 FRAG",,0,0
"/RM2 OR M3",,0,0
"/RM2-M3",,0,0
"/RM3",,0,0
"/RM3 (?)",,0,0
"/RM3 TALONID",,0,0
"/RM3?",,0,0
"/RM4",,0,0
"/RM4 FRAG",,0,0
"/RM4 TRIGONID",,0,0
"/RMR M",,0,0
"/RMX",,0,0
"/RMX TALONID",,0,0
"/RMX TRIGONID",,0,0
"/RP",,0,0
"/RP1",,0,0
"/RP1-M3",,0,0
"/RP2",,0,0
"/RP2-M3",,0,0
"/RP3",,0,0
"/RP3-M3",,0,0
"/RP4",,0,0
"/RP4 FRAG",,0,0
"/RP4 frags",,0,0
"/RP4 TRIGONID",,0,0
"/RP4-M3",,0,0
"/TEETH",,0,0
"/TEETH FRAG",,0,0
"/TEETH FRAGS",,0,0
"/TEETH,ROSTRUM FRAG",,0,0
"/TEETH,TEETH/",,0,0
"/TOOTH",,0,0
"/TOOTH FRAG",,0,0
"/TOOTH FRAGS",,0,0
"/TOOTH,HYOID,ECTOCUNEIFORM",,0,0
"/TOOTH,MAGNUM,SESAMOID,PHALANX",,0,0
"/TOOTH,PHALANX",,0,0
"/TOOTH,SCAPHOID",,0,0
"/TOOTH,SESAMOID,TRAPEZOID",,0,0
"/TOOTH,TOOTH FRAG",,0,0
"/TOOTH,TOOTH FRAGS",,0,0
"/TOOTH,TOOTH/",,0,0
"/TUSK",,0,0
"?","unknown",0,1
"? Clavicle (fragment)",,0,0
"? Dentary + tooth bases (fragment)",,0,0
"? Flabella",,0,0
"? FRAGS",,0,0
"? ilium.","ilium",0,1
"? Lp/3",,0,0
"? LWR MANDIBLE FRAGS",,0,0
"? PARASPHENOID.","parasphenoid",0,1
"? Pelvic fragments",,0,0
"? Probably vertebra.","vertebra",0,1
"? SCAPULA FRAG",,0,0
"? Skull (part)",,0,0
"? Tibiae, ? fibulae",,0,0
"? upper P3",,0,0
"? upper P3 M3",,0,0
"? vert",,0,0
"?/I root",,0,0
"?/M or P frag",,0,0
"??","unknown",0,1
"??, ??","unknown",0,1
"?????","unknown",0,1
"??atlas frag",,0,0
"??podial",,0,0
"??podial frag",,0,0
"??ulna frag",,0,0
"?assoc isol teeth (18)",,0,0
"?assoc Lp/4, Rm/2-3",,0,0
"?assoc Mx/ and m/x",,0,0
"?assoc peripherals, shell frags.",,0,0
"?assoc Px, RP4/, RMx/",,0,0
"?assoc R prox. and dist. femur",,0,0
"?assoc skull frags, postcrania",,0,0
"?assoc tooth fragments",,0,0
"?assoc tooth frags.",,0,0
"?assoc tooth, bone frags",,0,0
"?assoc. R jaw w. p/3-m/1, Mx/",,0,0
"?astrag frag",,0,0
"?atlas frag",,0,0
"?atlas fragments",,0,0
"?auditory bone",,0,0
"?blocks of owl pellets",,0,0
"?canine",,0,0
"?canine frag",,0,0
"?carpal elements",,0,0
"?cervical",,0,0
"?cheek tooth frag",,0,0
"?Coprolite",,0,0
"?cranial frag w/ ?condyle",,0,0
"?cranial fragment",,0,0
"?deciduous lower incisor",,0,0
"?deciduous premolar",,0,0
"?deciduous tooth",,0,0
"?dentary",,0,0
"?distal ??metapodial frag",,0,0
"?distal ?radius frag",,0,0
"?distal femur frag",,0,0
"?Distal Fibula Frag",,0,0
"?dP3",,0,0
"?dP4",,0,0
"?ECTOPTERYGOID",,0,0
"?epiphysis",,0,0
"?Epipubes",,0,0
"?femoral head",,0,0
"?Femur (sectioned)",,0,0
"?femur fragment",,0,0
"?femur shaft frag, juv",,0,0
"?fibula frag",,0,0
"?humerus fragment",,0,0
"?hyomandibula",,0,0
"?incisor",,0,0
"?incisor root",,0,0
"?incisor root frag",,0,0
"?innom frag",,0,0
"?interclavicle frag",,0,0
"?jaw fragment",,0,0
"?L femur",,0,0
"?L mx",,0,0
"?l P3",,0,0
"?L scapula frag",,0,0
"?lower right m1",,0,0
"?lumbar vertebra",,0,0
"?M/",,0,0
"?m/2",,0,0
"?M/2 WORN",,0,0
"?M1",,0,0
"?M1/",,0,0
"?M2",,0,0
"?m2, tarsal",,0,0
"?m3",,0,0
"?mand symphasis",,0,0
"?maxilla",,0,0
"?maxilla frag",,0,0
"?metapod frag",,0,0
"?metapodial",,0,0
"?metapodial frag",,0,0
"?metapodial fragment",,0,0
"?mnd frag",,0,0
"?navicular",,0,0
"?Occipital condyle",,0,0
"?opercular",,0,0
"?OSTEODERM FRAG",,0,0
"?P",,0,0
"?P/,M/,2/M",,0,0
"?P/2",,0,0
"?p1",,0,0
"?p3",,0,0
"?p4",,0,0
"?palatal fragment",,0,0
"?PARIETAL FRAG",,0,0
"?partial astragalus",,0,0
"?partial calcaneum",,0,0
"?partial r p3",,0,0
"?PELVIC FRAG",,0,0
"?Pelvis Frag",,0,0
"?pelvis fragment",,0,0
"?phalanx",,0,0
"?phalanx frag",,0,0
"?pisiform",,0,0
"?podial",,0,0
"?podial frag",,0,0
"?premaxillary fragment",,0,0
"?premolar",,0,0
"?prevomer",,0,0
"?protoconid",,0,0
"?prox radius",,0,0
"?prox tarsometatarsus",,0,0
"?proximal femur, neonate",,0,0
"?PUBIS FRAG",,0,0
"?quadrate",,0,0
"?R ?illium frag",,0,0
"?R ?ischium frag",,0,0
"?R ?navicular",,0,0
"?R dentary frag",,0,0
"?R dist astrag frag",,0,0
"?R femur",,0,0
"?radius",,0,0
"?radius prox frag",,0,0
"?Rdp/x",,0,0
"?regurgitated scrap",,0,0
"?RM1/ frag",,0,0
"?rt i1",,0,0
"?scaphoid",,0,0
"?Scapula Frag",,0,0
"?scapula fragment",,0,0
"?sigmoid",,0,0
"?skull",,0,0
"?skull bone frag",,0,0
"?sternum frag",,0,0
"?supraopercular",,0,0
"?Tibia Frag",,0,0
"?Tibia or ?Vertebra Frag",,0,0
"?ULNA FRAG",,0,0
"?ULNA FRAGS",,0,0
"?upper molar",,0,0
"?upper premolar",,0,0
"?vertebra",,0,0
"?vertebra frag",,0,0
"[? Skull (fragments)]",,0,0
"[?Rib (fragment)]",,0,0
"[?Skull (fragment)]",,0,0
"[Bones (postcranial)]",,0,0
"[coracoid, forelimbs, scales]",,0,0
"[Cranial + postcranial + cast]",,0,0
"[Jaw + teeth + unidentified bone]",,0,0
"[Metapodial]",,0,0
"[Not yet available]",,0,0
"[Phalanx, proximal]",,0,0
"[Podial]",,0,0
"[Post-cranial]",,0,0
"[Radio-ulna]",,0,0
"[Scapula (spine fragment?)]",,0,0
"[scapulo-coracoid]",,0,0
"[Skull + post-cranial]",,0,0
"[Skull fragment?]",,0,0
"[Tibia (shaft fragment]",,0,0
"[Tooth]",,0,0
"`EGGS","eggs",0,1
"+SK","skeleton, skin",0,1
"+SK + ECTO","ectoparasite, skeleton, skin",0,1
"+SK +BAC","baculum, skeleton, skin",0,1
"+SK +ECTO","ectoparasite, skeleton, skin",0,1
"+SK +T +BAC","baculum, skeleton, skin, tissue",0,1
"+SK +T +CH","chromosomes, skeleton, skin, tissue",0,1
"+SK +T +ECTO","ectoparasite, skeleton, skin, tissue",0,1
"+SK +T +ECTO +CH","chromosomes, ectoparasite, skeleton, skin, tissue",0,1
"+SK +T +ECTO +ENDO","ectoparasite, endoparasite, skeleton, skin, tissue",0,1
"+SK +T +viscera","skeleton, skin, tissue, viscera",0,1
"+SK +T+ ECTO","ectoparasite, skeleton, skin, tissue",0,1
"+SK +T+AL","alcoholic, skeleton, skin, tissue",0,1
"+SK+T","skeleton, skin, tissue",0,1
"+SK+T +CH","chromosomes, skeleton, skin, tissue",0,1
"+SK+T +ECTO","ectoparasite, skeleton, skin, tissue",0,1
"+SK+T+CH","chromosomes, skeleton, skin, tissue",0,1
"+SK+T+ECTO","ectoparasite, skeleton, skin, tissue",0,1
"+SK+T+ECTO +CH","chromosomes, ectoparasite, skeleton, skin, tissue",0,1
"+SK+T+ECTO CH","chromosomes, ectoparasite, skeleton, skin, tissue",0,1
"+SK+T+ECTO+CH","chromosomes, ectoparasite, skeleton, skin, tissue",0,1
"+SK+T+ECTO+CH+BLOOD","blood, chromosomes, ectoparasite, skeleton, skin, tissue",0,1
"+SK+T+ECTO+CH+EMB","embryo, chromosomes, ectoparasite, skeleton, skin, tissue",0,1
"+SK0+T +ECTO +CH","chromosomes, ectoparasites, skull, tissue",0,1
"+SKO","skull",0,1
"+SKO +T","skull, tissue",0,1
"+SKO+T","skull, tissue",0,1
"1 and 1/2 deciduous incisor.",,0,0
"1 eggshell fragment",,0,0
"1 hair",,0,0
"1 L and 1 R upper cheektooth.",,0,0
"1 L metacarpal.",,0,0
"1 m",,0,0
"1 maxilla w cheek teeth, 3 mandibles w cheek teeth, 1 edent mand",,0,0
"1 metapodial, 1 sacrum, 4 femur, 5 tibia, 2 ulna, 2 radius, 4 humerus.",,0,0
"1 molar and 4 incisors (+1 root)",,0,0
"1 R+L petrosal",,0,0
"1 sectioned (mounted, in spirit)",,0,0
"1 specimen in spirit",,0,0
"1 thoracic vert. In 2 pieces",,0,0
"1 tissue, 1 bone, 2 hair",,0,0
"1 tissue, 2 hair, 1 bone, skull and partial skeleton",,0,0
"1 vert. + 16 osteoderms",,0,0
"1 VERTEBRA (DRY)","1 vertebra",0,1
"1 Vial w/bone & tooth frags",,0,0
"1 Vial w/incisors",,0,0
"1.5 associated metapodials",,0,0
"10 distal metapodials",,0,0
"10 FRAGMENTS OF SHELL.","shell fragments",0,1
"10 incisors",,0,0
"10 M2/",,0,0
"10 proximal phalanges",,0,0
"10 unguals",,0,0
"10 VERTEBRAE.","vertebrae",0,1
"10% formalin","10% formalin",1,1
"11 radia frags",,0,0
"11 teeth",,0,0
"11 VERTEBRAE (DRY)","11 vertebrae",0,1
"113 metapodial frags",,0,0
"11th peripheral",,0,0
"12 calcanea",,0,0
"12 Mx/",,0,0
"12 partial or whole dentary, 5 maxilla, 2 isolated molar.",,0,0
"12 VERTEBRAE (DRY)","12 vertebrae",0,1
"13 CHEEK TEETH",,0,0
"13 isolated cheek teeth",,0,0
"13 left acrocoracoid tips",,0,0
"13 m",,0,0
"13 M1/",,0,0
"13 MEDIUM-SIZED VERTEBRAE.","vertebrae",0,1
"14 Frags with Articular Surfaces",,0,0
"14 m",,0,0
"14 Max Frg.",,0,0
"14 RM3/",,0,0
"14 VERTEBRAE (DRY)","14 vertebrae",0,1
"15 medial phalanges",,0,0
"15 UNDET. AND MISCELLANEOUS.","undetermined",0,1
"15 VERTEBRAE",,0,0
"15 VERTEBRAE (DRY)","15 vertebrae",0,1
"16 m",,0,0
"16 right + 11 left mandibles, 3 maxillae",,0,0
"17 parietal (8.5 fused parietal), 17 frontal (8.5 fused frontal), 3 squamosal, 10 dentary, 6 maxilla, 2 crania.",,0,0
"17 ungual phalanges",,0,0
"18 astragali",,0,0
"18 vertebrae, some fragments",,0,0
"19 astragali/calcanea",,0,0
"19 bone frags, <6cm",,0,0
"19 cross-sectioned I on slides",,0,0
"19 M/x",,0,0
"1st & 2nd phalanges",,0,0
"1st costal",,0,0
"1st costal, juv",,0,0
"1st or 2nd molar",,0,0
"1st phalanx",,0,0
"1st phalanx fragment",,0,0
"1st sacral vertebra",,0,0
"1st. phalanx",,0,0
"1st. phalanx front",,0,0
"1st. phalanx rear",,0,0
"1st. sacral vertebra",,0,0
"2 /DP",,0,0
"2 /M FRAG,M FRAG/",,0,0
"2 ?assoc. premolars",,0,0
"2 anterior thoracic vertebrae",,0,0
"2 articulated vertebrae",,0,0
"2 articulated vertebrae in phosphate nodule",,0,0
"2 astragali and a phalanx",,0,0
"2 bones",,0,0
"2 CALCANEUM,SCAPHOLUNAR,PISIFORM,METACARPAL 4",,0,0
"2 CALCANEUM,ULNA FRAG",,0,0
"2 canines",,0,0
"2 CASTS OF SKULLS O.","skull casts",0,1
"2 caudal vertebrae",,0,0
"2 cervical vertabrae in 7 pieces",,0,0
"2 cervical vertebrae+cervical ribs, artic. L manus, R manus frags, pedal phalanges+frags",,0,0
"2 cheek teeth in matrix",,0,0
"2 cheek teeth in mnd frag",,0,0
"2 degraded frozen tissue, 2 FD hair, 2 FD bone, skull and partial skeleton",,0,0
"2 degraded frozen tissue, 2 hair and 1 bone",,0,0
"2 degraded frozen tissue, 2 hair, 1 bone and partial skeleton",,0,0
"2 degraded frozen tissue, 2 hair, 1 bone, skull and partial skeleton",,0,0
"2 degraded frozen tissue, 2 hair, 1 bone, skull and partial skeleton, wing",,0,0
"2 degraded frozen tissue, 2 hair, 1 FD bone, skull and partial skeleton",,0,0
"2 dentaries",,0,0
"2 DENTARY FRAGS,TEETH",,0,0
"2 DENTARY; MAXILLA","dentaries, maxilla",0,1
"2 DIST TARSOMETATARSUS,DIST ULNA,PROX TIBIA,FEMUR",,0,0
"2 distal costals",,0,0
"2 distal L humerus; 1 distal R humerus; 1 proximal humerus.",,0,0
"2 distal metapodials",,0,0
"2 distal proximal phalanges",,0,0
"2 EGGS","eggs",0,1
"2 eggshell fragments",,0,0
"2 entoplastra+1 epiplastron",,0,0
"2 frags",,0,0
"2 FUSED SACRAL VERTEBRAE",,0,0
"2 fused vertebrae",,0,0
"2 hair, 1 bone, skull and partial skeleton",,0,0
"2 humeri",,0,0
"2 humeri, carpometacarpus, coracoid",,0,0
"2 HUMERI,HEAD OF CORACOID",,0,0
"2 I1/.",,0,0
"2 incisors",,0,0
"2 isol teeth",,0,0
"2 jaw frags",,0,0
"2 jaws",,0,0
"2 L frontal, 1 R frontal, R squamosal, additional limb bones (tibia, radius).",,0,0
"2 L lower cheekteeth, fragment of third.",,0,0
"2 L m/1, 5 L M3/, 1 R M1/, 3 L M2/, 1 L m/2, 2 L m/3, 1 anterior R m/1, 2 R M3/ 1 R ?M1, 2 R M2/ 1 R m/3, 3 fragments of cheekteeh.",,0,0
"2 L m/3; L M3/.",,0,0
"2 L p/4; 1 R p/4; 2 lower molars.",,0,0
"2 L? pes track",,0,0
"2 lateral scutes + 2 fragmentary medial scutes",,0,0
"2 M",,0,0
"2 M/1, M3/, M2/, m/2.",,0,0
"2 M/3, M3/",,0,0
"2 M2/ (only 1 M2/ in vial)",,0,0
"2 M2/.",,0,0
"2 mand frags., 1w M/1-M/2, 1w P/4-M/3",,0,0
"2 MAXILLA,2 DENTARY",,0,0
"2 medial III phalanges",,0,0
"2 medial phalanges",,0,0
"2 metapodials",,0,0
"2 metapodials, podial and bone frags",,0,0
"2 metatarsal I",,0,0
"2 MID PHALANGES",,0,0
"2 mnd frags, 2 loose tooth frags",,0,0
"2 molar frags, incisor",,0,0
"2 neurals + misc shell frags",,0,0
"2 neurals+costal frag, prob assoc., pathologic",,0,0
"2 osteoderms",,0,0
"2 PATELLA",,0,0
"2 PELVIS FRAGS,LIMB BONES",,0,0
"2 PERIPHERAL 1,PERIPHERAL 8",,0,0
"2 PERIPHERAL,4 COSTAL FRAGS",,0,0
"2 peripheral+plastron frag",,0,0
"2 peripherals",,0,0
"2 phalanges and a podial",,0,0
"2 phalanges and metapodial",,0,0
"2 phalanges, 2 distal phalanges, and 2 podials",,0,0
"2 PHALANGES.","phalanges",0,1
"2 PHALANX,SCAPHOLUNAR,ASTRAGALUS,CALCANEUM,METATARSAL 5,METACARPAL 3,TOOTH,VERTEBRA,CAUDAL VERTEBRA",,0,0
"2 plastron plates.","plastron plates",0,1
"2 premolars",,0,0
"2 proximal metapodials",,0,0
"2 proximal phalanges",,0,0
"2 R c/1.",,0,0
"2 R dentary m/1 m/2 m/3.",,0,0
"2 R dentary, R and L maxillae.",,0,0
"2 R maxillae P4/ M1/ M2/.",,0,0
"2 R+L petrosals",,0,0
"2 radius, upper cheektooth, epiphysis femur, 4 metapodial, fragment bulla.",,0,0
"2 RIB,HUMERUS,ASTRAGALUS,CALCANEUM",,0,0
"2 SCAPHOLUNAR,PHALANX 2 AND 3",,0,0
"2 scutes",,0,0
"2 sesmoids",,0,0
"2 skulls","2 skulls",1,1
"2 SKULLS, 2 DENTARIES, PARTIAL","partial skulls, 2 dentaries",0,1
"2 small boxes of small bone frags",,0,0
"2 spine frags",,0,0
"2 tails only","2 tails",0,1
"2 TARSOMETATARSUS,2 HUMERI",,0,0
"2 TARSOMETATARSUS,PROX HUMERUS",,0,0
"2 teeth",,0,0
"2 teeth and jaw fragments",,0,0
"2 teeth in dentary",,0,0
"2 teeth, assoc?",,0,0
"2 teeth, fragment L dentary.",,0,0
"2 TEETH,2 FRAGS",,0,0
"2 TEETH/",,0,0
"2 TEETH/, PROX TIBIA EPIPHYSIS",,0,0
"2 TIBIA,PATELLA,CALCANEUM,CUBOID,METACARPAL 5,PHALANX,C,LUMBAR VERTEBRA,CAUDAL VERTEBRA",,0,0
"2 tissue and partial skeleton",,0,0
"2 tissue, 1 bone and a few wing bones",,0,0
"2 tissue, 1 bone and partial skeleton",,0,0
"2 tissue, 1 bone, skull and partial skeleton, wing",,0,0
"2 tissue, 2 hair, 1 bone",,0,0
"2 tissue, 2 hair, 1 bone and alcohol",,0,0
"2 tissue, 2 hair, 1 bone and fluid",,0,0
"2 tissue, 2 hair, 1 bone and partial skeleton",,0,0
"2 tissue, 2 hair, 1 bone and skeleton",,0,0
"2 tissue, 2 hair, 1 bone and skull",,0,0
"2 tissue, 2 hair, 1 bone, partial skull and partial skeleton",,0,0
"2 tissue, 2 hair, 1 bone, skull and 2 wings",,0,0
"2 tissue, 2 hair, 1 bone, skull and partial skeleton",,0,0
"2 tissue, 2 hair, 1 bone, skull and partial skeleton, wing",,0,0
"2 tissue, 2 hair, 1 bone, tail bone and wing bone",,0,0
"2 tissue, 2 hair, 1 bone, wing and partial skeleton",,0,0
"2 tissue, 4 hair, 1 bone, skull and fluid",,0,0
"2 ungual phalanges",,0,0
"2 upper incisors, 1 partial/1frags",,0,0
"2 upper partial molars",,0,0
"2 VERTEBRA,NAVICULAR,METACARPAL 4,CALCANEUM,R CALCANEUM",,0,0
"2 VERTEBRAE",,0,0
"2 VERTEBRAE (DRY)","2 vertebrae",0,1
"2 VERTEBRAE (FIRST?).","vertebrae",0,1
"2 vertebrae and 3 teeth",,0,0
"2 vertebrae, 1 proximal rib",,0,0
"2 vertebrae, 2 fragments pharyngeal arches.","vertebrae, pharyngeal arches",0,1
"2 vertebrae+rib frag",,0,0
"2 vertebral frags",,0,0
"2 Vials w/bone & tooth frags",,0,0
"2 wings/tail","2 wings, tail",0,1
"2/3 R CORACOID.","right coracoid",0,1
"2:00 PM",,0,0
"20 teeth, 3 fragments dentary, 1 fragment maxilla.",,0,0
"21 carapace frags",,0,0
"21 isolated teeth",,0,0
"21 mandibular frags.",,0,0
"22 incisors, & mandibular frags.",,0,0
"23 m",,0,0
"24 incisors",,0,0
"25 medial phalanges",,0,0
"26 phalanges",,0,0
"29 incisors",,0,0
"29 podials",,0,0
"2L DENTARIES,R MAXILLA",,0,0
"2nd phalange",,0,0
"2nd phalanx",,0,0
"2ND PHALANX 3",,0,0
"2ND PHALANX,DIGIT 3",,0,0
"2nd phalax",,0,0
"2nd rear phalanx",,0,0
"2nd, 3rd, 4th sacral vertebrae, fused.",,0,0
"2nd. phalanx",,0,0
"2R DENTARY FRAGS, FRAG L DENTARY",,0,0
"2R P/,3L M/,2R M/,2/R M,/R M3",,0,0
"3 arms (in spirit)",,0,0
"3 astragali",,0,0
"3 bone frags",,0,0
"3 calcanea",,0,0
"3 CHEEK TEETH",,0,0
"3 degraded tissue, 2 hair, wing, skull and partial skeleton",,0,0
"3 dentaries (one with m/1); 4 molars.",,0,0
"3 dentulous dentaries",,0,0
"3 distal humeri, ulna, prox femur, prox scapula",,0,0
"3 DISTAL TIBIAE",,0,0
"3 eggshell fragments",,0,0
"3 FEMORA,2 ULNAE",,0,0
"3 fused metapodials",,0,0
"3 humeri frags + 1 coracoid",,0,0
"3 HUMERI,ULNA,TIBIOTARSUS,CORACOID",,0,0
"3 L innominates, 2 R innominates.",,0,0
"3 lateral proximal phalanges",,0,0
"3 lumbar vertebrae.","lumbar vertebrae",0,1
"3 M",,0,0
"3 M1/, 2 M3/.",,0,0
"3 MANDIBLE FRAGS,2TEETH",,0,0
"3 max frgs LP4/-M2, 2 frags r. M;",,0,0
"3 medial III phalanges",,0,0
"3 palatal frags",,0,0
"3 PERIPHERAL FRAGS,PLASTRON FRAG",,0,0
"3 PERIPHERALS",,0,0
"3 PERIPHERALS,1 COSTAL FRAG",,0,0
"3 PHALANGES",,0,0
"3 PHALANGES,3 METAPODIALS,ASTRAGALUS",,0,0
"3 pieces + tube (in spirit)",,0,0
"3 podials",,0,0
"3 proximal phalanges",,0,0
"3 R dentary, 1 L dentary.","right dentaries, left dentary",0,1
"3 R PROXIMAL TARSOMETATARSUS.","right proximal tarsometatarsi",0,1
"3 teeth",,0,0
"3 TEETH,ASTRAGALUS,METATARSAL,METACARPAL,RAMUS FRAG",,0,0
"3 TEETH/",,0,0
"3 tissue, 1 bone and partial skeleton",,0,0
"3 tissue, 2 hair and skeleton",,0,0
"3 tissue, 2 hair, 1 bone and alcohol",,0,0
"3 tissue, 2 hair, 1 bone and fluid",,0,0
"3 tissue, 2 hair, 1 bone and partial skeleton",,0,0
"3 tissue, 2 hair, 1 bone and skeleton",,0,0
"3 tissue, 2 hair, 1 bone and skull",,0,0
"3 tissue, 2 hair, 1 bone, partial skeleton and wing",,0,0
"3 tissue, 2 hair, 1 bone, skeleton and wing",,0,0
"3 tissue, 2 hair, 1 bone, skin and skeleton",,0,0
"3 tissue, 2 hair, 1 bone, skull and partial skeleton",,0,0
"3 tissue, 2 hair, 1 bone, skull and wing",,0,0
"3 tissue, 2 hair, 1 bone, wing and partial skeleton",,0,0
"3 tissue, 2 hair, 1 bone, wing and skeleton",,0,0
"3 tissue, 2 hair, 2 bone, wing and skeleton",,0,0
"3 tissue, 3 hair, 1 bone and alcohol",,0,0
"3 tissue, 3 hair, 1 bone and skeleton",,0,0
"3 tissue, 3 hair, 1 bone, skeleton",,0,0
"3 tissue, 3 hair, 1 bone, wing and partial skeleton",,0,0
"3 tissue, 4 hair and skeleton",,0,0
"3 tissue, 4 hair, 1 bone and skeleton",,0,0
"3 tissue, 4 hair, 1 bone, skull and skeleton",,0,0
"3 upper L cheektooth.","upper left cheekteeth",0,1
"3 vertebrae",,0,0
"3 VERTEBRAE (DRY)","3 vertebrae",0,1
"30 medial phalanges",,0,0
"30 podials",,0,0
"31 proximal phalanges",,0,0
"33",,0,1
"33 /M",,0,0
"33 incisors",,0,0
"34 M/",,0,0
"36 calcanea",,0,0
"3960",,0,1
"3I?,C,/L M3,I FRAG,/M3,R P/,2/R P,/L P",,0,0
"3M/,3/M",,0,0
"3M/3",,0,0
"3M3/ (duplicate spec#)",,0,0
"3rd Phalanx",,0,0
"4",,0,1
"4 articulated vertebrae",,0,0
"4 astragali",,0,0
"4 calcanea",,0,0
"4 cheekteeth and fragments, fragments dentary.",,0,0
"4 cheekteeth, humerus, fragment ulna.",,0,0
"4 DISTAL META.",,0,0
"4 distal metapodials",,0,0
"4 EGGS & NEST","eggs, nest",0,1
"4 eggshell fragments",,0,0
"4 fragments ulna.","ulna fragments",0,1
"4 Frags",,0,0
"4 I",,0,0
"4 isolated teeth",,0,0
"4 jaw frags",,0,0
"4 jaws",,0,0
"4 L dentary, 1 R dentary, 1 loose L m/1.",,0,0
"4 long bone frags >13 cm",,0,0
"4 lower cheekteeth; 1 upper cheektooth.",,0,0
"4 PERIPHERAL FRAGS,1 PLASTRON FRAG",,0,0
"4 proximal phalanges",,0,0
"4 R and 2 L frontal; 2 R premaxilla I1/; R and L squamosal; fragment dentary; fragment interorbital region.",,0,0
"4 Skull/ Vertebral Frags",,0,0
"4 TEETH,I,P2/,2 M",,0,0
"4 UPR CHEEK TEETH,I/",,0,0
"4 vertebra.","vertebrae",0,1
"4 VERTEBRAE (DRY)","4 vertebrae",0,1
"4 VERTEBRAE.  IMM.","vertebrae",0,1
"46 Frags",,0,0
"48 metapodials",,0,0
"4m",,0,0
"4th premolar",,0,0
"4th premolar fragment",,0,0
"5",,0,1
"5 astragali",,0,0
"5 DENTARY FRAGS. W TEETH",,0,0
"5 distal humerus frags",,0,0
"5 Eden. Mnd.",,0,0
"5 FEMUR, 4 TIBIA, 2 HUMERI, 2 part innom.","5 femurs, 4 tibia, 2 humeri, 2 partial innominata",0,1
"5 FOOTBONES",,0,0
"5 fragments cheek tooth.",,0,0
"5 fragments cheekteeth.","cheekteeth fragments",0,1
