verbatimPreparations	standardPreparations	standard	checked
Element: UID Bone, ElementURI: UBERON:0001474, Portion: Fragment, Burned specimen count: 11, Burned Notes: Majority of these are calcined		0	0
Element: UID Bone, ElementURI: UBERON:0001474, Portion: Fragment, Burned specimen count: 12		0	0
Element: UID Bone, ElementURI: UBERON:0001474, Portion: Fragment, Burned specimen count: 13		0	0
Element: UID Bone, ElementURI: UBERON:0001474, Portion: Fragment, Burned specimen count: 13, Burned Notes: Majority are calcined		0	0
Element: UID Bone, ElementURI: UBERON:0001474, Portion: Fragment, Burned specimen count: 14		0	0
Element: UID Bone, ElementURI: UBERON:0001474, Portion: Fragment, Burned specimen count: 15		0	0
Element: UID Bone, ElementURI: UBERON:0001474, Portion: Fragment, Burned specimen count: 16, Burned Notes: 7 Calcined		0	0
Element: UID Bone, ElementURI: UBERON:0001474, Portion: Fragment, Burned specimen count: 16, Burned Notes: Majority are calcined		0	0
Element: UID Bone, ElementURI: UBERON:0001474, Portion: Fragment, Burned specimen count: 17		0	0
Element: UID Bone, ElementURI: UBERON:0001474, Portion: Fragment, Burned specimen count: 18, Burned Notes: Almost Calcined		0	0
Element: UID Bone, ElementURI: UBERON:0001474, Portion: Fragment, Burned specimen count: 18, Burned Notes: Calcined		0	0
Element: UID Bone, ElementURI: UBERON:0001474, Portion: Fragment, Burned specimen count: 2		0	0
Element: UID Bone, ElementURI: UBERON:0001474, Portion: Fragment, Burned specimen count: 2, Burned Notes: Almost Calcined		0	0
Element: UID Bone, ElementURI: UBERON:0001474, Portion: Fragment, Burned specimen count: 2, Burned Notes: Calcined		0	0
Element: UID Bone, ElementURI: UBERON:0001474, Portion: Fragment, Burned specimen count: 21		0	0
Element: UID Bone, ElementURI: UBERON:0001474, Portion: Fragment, Burned specimen count: 21, Burned Notes: Mostly Calcined or close to it		0	0
Element: UID Bone, ElementURI: UBERON:0001474, Portion: Fragment, Burned specimen count: 23		0	0
Element: UID Bone, ElementURI: UBERON:0001474, Portion: Fragment, Burned specimen count: 24		0	0
Element: UID Bone, ElementURI: UBERON:0001474, Portion: Fragment, Burned specimen count: 25		0	0
Element: UID Bone, ElementURI: UBERON:0001474, Portion: Fragment, Burned specimen count: 3		0	0
Element: UID Bone, ElementURI: UBERON:0001474, Portion: Fragment, Burned specimen count: 3, Burned Notes: 1 Calcined		0	0
Element: UID Bone, ElementURI: UBERON:0001474, Portion: Fragment, Burned specimen count: 3, Burned Notes: Calcined		0	0
Element: UID Bone, ElementURI: UBERON:0001474, Portion: Fragment, Burned specimen count: 36, Burned Notes: Majority of these are Calcined		0	0
Element: UID Bone, ElementURI: UBERON:0001474, Portion: Fragment, Burned specimen count: 4		0	0
Element: UID Bone, ElementURI: UBERON:0001474, Portion: Fragment, Burned specimen count: 4, Burned Notes: Burned gray/blue		0	0
Element: UID Bone, ElementURI: UBERON:0001474, Portion: Fragment, Burned specimen count: 4, Burned Notes: Calcined		0	0
Element: UID Bone, ElementURI: UBERON:0001474, Portion: Fragment, Burned specimen count: 5		0	0
Element: UID Bone, ElementURI: UBERON:0001474, Portion: Fragment, Burned specimen count: 5, Burned Notes: 4 Calcined		0	0
Element: UID Bone, ElementURI: UBERON:0001474, Portion: Fragment, Burned specimen count: 5, Burned Notes: Calcined		0	0
Element: UID Bone, ElementURI: UBERON:0001474, Portion: Fragment, Burned specimen count: 52		0	0
Element: UID Bone, ElementURI: UBERON:0001474, Portion: Fragment, Burned specimen count: 56, Burned Notes: Many are calcined		0	0
Element: UID Bone, ElementURI: UBERON:0001474, Portion: Fragment, Burned specimen count: 6		0	0
Element: UID Bone, ElementURI: UBERON:0001474, Portion: Fragment, Burned specimen count: 6, Burned Notes: Calcined		0	0
Element: UID Bone, ElementURI: UBERON:0001474, Portion: Fragment, Burned specimen count: 7		0	0
Element: UID Bone, ElementURI: UBERON:0001474, Portion: Fragment, Burned specimen count: 7, Burned Notes: Calcined		0	0
Element: UID Bone, ElementURI: UBERON:0001474, Portion: Fragment, Burned specimen count: 79		0	0
Element: UID Bone, ElementURI: UBERON:0001474, Portion: Fragment, Burned specimen count: 8		0	0
Element: UID Bone, ElementURI: UBERON:0001474, Portion: Fragment, Burned specimen count: 8, Burned Notes: 7 Calcined		0	0
Element: UID Bone, ElementURI: UBERON:0001474, Portion: Fragment, Burned specimen count: 9		0	0
Element: UID Bone, ElementURI: UBERON:0001474, Portion: Fragment, Burned specimen count: 9, Burned Notes: Calcined		0	0
Element: UID Bone, ElementURI: UBERON:0001474, Portion: Fragment, Burned specimen count: 9, Burned Notes: Majority of these are calcined		0	0
Element: UID Bone, ElementURI: UBERON:0001474, Portion: Fragment, Modifications: Cutmarks?, Burned specimen count: 1, Burned Notes: Calcined		0	0
Element: UID Bone, ElementURI: UBERON:0001474, Portion: Fragment, Modifications: Shaped		0	0
Element: UID Bone, ElementURI: UBERON:0001474, Portion: Fragment, Modified specimen count: 1, Modifications: Cutmarks?, Burned Notes: Calcined, Burned Notes: Calcined		0	0
Element: UID Bone, ElementURI: UBERON:0001474, Portion: Fragment, Modified specimen count: 1, Modifications: Shaped		0	0
Element: UID Bone, Portion: Fragment		0	0
Element: UID Bone, Portion: Fragment, Burned Notes: Calcined		0	0
Element: UID Bone, Portion: Fragment, Modifications: Shaped 		0	0
Element: UID Cranium		0	0
Element: UID Cranium, ElementURI: UBERON:0003128, Portion: Fragment		0	0
Element: UID Cranium, ElementURI: UBERON:0003128, Portion: Fragment, Burned Notes: Calcined, Burned Notes: Calcined		0	0
Element: UID Cranium, ElementURI: UBERON:0003128, Portion: Fragment, Burned specimen count: 1, Burned Notes: Calcined		0	0
Element: UID Cranium, Portion: Fragment		0	0
Element: UID Shell		0	0
Element: UID Shell, Portion: Fragment		0	0
Element: Ulna		0	0
Element: Ulna , Portion: Proximal 1/4, Side: L		0	0
Element: Ulna, ElementURI: UBERON:0001424, Portion: Distal 1/8, Side: L		0	0
Element: Ulna, ElementURI: UBERON:0001424, Portion: Lateral Coronoid Process, Side: R		0	0
Element: Ulna, ElementURI: UBERON:0001424, Portion: Medial Fragment, Side: ?		0	0
Element: Ulna, ElementURI: UBERON:0001424, Portion: Olecranon Tuberosity, Side: L, Burned Notes: Burned gray, Burned Notes: Burned gray		0	0
Element: Ulna, ElementURI: UBERON:0001424, Portion: Olecranon Tuberosity, Side: L, Burned specimen count: 1, Burned Notes: Burned gray		0	0
Element: Ulna, ElementURI: UBERON:0001424, Portion: Olecranon Tuberosity, Side: L, Fused specimen count: 0		0	0
Element: Ulna, ElementURI: UBERON:0001424, Portion: Olecranon Tuberosity, Side: L, Fused specimen count: No		0	0
Element: Ulna, ElementURI: UBERON:0001424, Portion: Olecranon Tuberosity, Side: L, Fused: No		0	0
Element: Ulna, ElementURI: UBERON:0001424, Portion: Proximal 1/3, Side: L		0	0
Element: Ulna, ElementURI: UBERON:0001424, Portion: Proximal 1/3, Side: R		0	0
Element: Ulna, ElementURI: UBERON:0001424, Portion: Proximal 1/3, Side: R, Modifications: Cutmarks		0	0
Element: Ulna, ElementURI: UBERON:0001424, Portion: Proximal 1/3, Side: R, Modifications: Scored		0	0
Element: Ulna, ElementURI: UBERON:0001424, Portion: Proximal 1/3, Side: R, Modified specimen count: 1, Modifications: Cutmarks		0	0
Element: Ulna, ElementURI: UBERON:0001424, Portion: Proximal 1/3, Side: R, Modified specimen count: 1, Modifications: Scored		0	0
Element: Ulna, ElementURI: UBERON:0001424, Portion: Proximal 1/4, Side: L		0	0
Element: Ulna, ElementURI: UBERON:0001424, Portion: Proximal 1/4, Side: R		0	0
Element: Ulna, ElementURI: UBERON:0001424, Portion: Proximal 2/3, Side: R		0	0
Element: Ulna, ElementURI: UBERON:0001424, Portion: Proximal 3/4, Side: L		0	0
Element: Ulna, ElementURI: UBERON:0001424, Portion: Proximal Fragment, Side: R		0	0
Element: Ulna, ElementURI: UBERON:0001424, Portion: Styloid Process, Side: L, Fused specimen count: 0		0	0
Element: Ulna, ElementURI: UBERON:0001424, Portion: Styloid Process, Side: L, Fused specimen count: No		0	0
Element: Ulna, ElementURI: UBERON:0001424, Portion: Styloid Process, Side: L, Fused: No		0	0
Element: Ulna, ElementURI: UBERON:0001424, Portion: Trochlear Notch, Side: L		0	0
Element: Ulna, ElementURI: UBERON:0001424, Portion: Trochlear Notch, Side: R		0	0
Element: Ulna, ElementURI: UBERON:0001424, Portion: Trochlear Notch, Side: R, Burned specimen count: 1		0	0
Element: Ulna, ElementURI: UBERON:0001424, Portion: Trochlear Notch+Cuadal Border, Side: L		0	0
Element: Ulna, Portion: Distal 1/8, Side: L		0	0
Element: Ulna, Portion: Lateral Coronoid Process, Side: R		0	0
Element: Ulna, Portion: Medial Fragment, Side: ?		0	0
Element: Ulna, Portion: Olecranon Tuberosity, Side: L		0	0
Element: Ulna, Portion: Proximal 1/3, Side: L		0	0
Element: Ulna, Portion: Proximal 1/3, Side: R		0	0
Element: Ulna, Portion: Proximal 1/3, Side: R, Modifications: Cutmarks		0	0
Element: Ulna, Portion: Proximal 1/3, Side: R, Modifications: Scored		0	0
Element: Ulna, Portion: Proximal 1/4, Side: L		0	0
Element: Ulna, Portion: Proximal 1/4, Side: R		0	0
Element: Ulna, Portion: Proximal 2/3, Side: R		0	0
Element: Ulna, Portion: Proximal 3/4, Side: L		0	0
Element: Ulna, Portion: Proximal Fragment, Side: R		0	0
Element: Ulna, Portion: Styloid Process, Side: L		0	0
Element: Ulna, Portion: Trochlear Notch, Side: L		0	0
Element: Ulna, Portion: Trochlear Notch, Side: R		0	0
Element: Ulna, Portion: Trochlear Notch+Cuadal Border, Side: L		0	0
Element: Unciform, ElementURI: UBERON:0001433, Portion: Fragment, Side: R		0	0
Element: Unciform, ElementURI: UBERON:0001433, Portion: Whole, Side: R, Burned Notes: Calcined, Burned Notes: Calcined		0	0
Element: Unciform, ElementURI: UBERON:0001433, Portion: Whole, Side: R, Burned specimen count: 1, Burned Notes: Calcined		0	0
Element: Unciform, Portion: Fragment, Side: R		0	0
Element: Valve		0	0
Element: Valve, Portion: Fragment		0	0
Element: Valve, Portion: Fragment, Burned Notes: Calcined, Burned Notes: Calcined		0	0
Element: Valve, Portion: Fragment, Burned specimen count: 1, Burned Notes: Calcined		0	0
Element: Valve, Portion: Fragment, Side: R		0	0
Element: Vertebra		0	0
Element: Vertebra, ElementURI: UBERON:0002412, Portion: Articular Facet		0	0
Element: Vertebra, ElementURI: UBERON:0002412, Portion: Articular Facet, Burned Notes: Calcined, Burned Notes: Calcined		0	0
Element: Vertebra, ElementURI: UBERON:0002412, Portion: Articular Facet, Burned specimen count: 1		0	0
Element: Vertebra, ElementURI: UBERON:0002412, Portion: Articular Facet, Burned specimen count: 1, Burned Notes: Calcined		0	0
Element: Vertebra, ElementURI: UBERON:0002412, Portion: Body		0	0
Element: Vertebra, ElementURI: UBERON:0002412, Portion: Body Fragment		0	0
Element: Vertebra, ElementURI: UBERON:0002412, Portion: Body Fragment, Fused specimen count: 0		0	0
Element: Vertebra, ElementURI: UBERON:0002412, Portion: Body Fragment, Fused specimen count: No		0	0
Element: Vertebra, ElementURI: UBERON:0002412, Portion: Body Fragment, Fused: No		0	0
Element: Vertebra, ElementURI: UBERON:0002412, Portion: Centrum Epiphysis		0	0
Element: Vertebra, ElementURI: UBERON:0002412, Portion: Centrum Epiphysis, Fused specimen count: 0		0	0
Element: Vertebra, ElementURI: UBERON:0002412, Portion: Centrum Epiphysis, Fused specimen count: No		0	0
Element: Vertebra, ElementURI: UBERON:0002412, Portion: Centrum Epiphysis, Fused: No		0	0
Element: Vertebra, ElementURI: UBERON:0002412, Portion: Dorsal Fragment		0	0
Element: Vertebra, ElementURI: UBERON:0002412, Portion: Dorsal Fragment, Burned specimen count: 1		0	0
Element: Vertebra, ElementURI: UBERON:0002412, Portion: Fragment		0	0
Element: Vertebra, ElementURI: UBERON:0002412, Portion: Fragment, Burned Notes: Calcined, Burned Notes: Calcined		0	0
Element: Vertebra, ElementURI: UBERON:0002412, Portion: Fragment, Burned specimen count: 1		0	0
Element: Vertebra, ElementURI: UBERON:0002412, Portion: Fragment, Burned specimen count: 1, Burned Notes: Calcined		0	0
Element: Vertebra, ElementURI: UBERON:0002412, Portion: Fragment, Fused specimen count: 0, Fused Notes: The centrum doesnt look fused		0	0
Element: Vertebra, ElementURI: UBERON:0002412, Portion: Fragment, Fused specimen count: No, Fused Notes: The centrum doesnt look fused		0	0
Element: Vertebra, ElementURI: UBERON:0002412, Portion: Fragment, Fused: No, Fused Notes: The centrum doesnt look fused		0	0
Element: Vertebra, ElementURI: UBERON:0002412, Portion: Nearly Whole		0	0
Element: Vertebra, ElementURI: UBERON:0002412, Portion: Nearly Whole, Burned Notes: Burned blue, Burned Notes: Burned blue		0	0
Element: Vertebra, ElementURI: UBERON:0002412, Portion: Nearly Whole, Burned Notes: Calcined, Burned Notes: Calcined		0	0
Element: Vertebra, ElementURI: UBERON:0002412, Portion: Nearly Whole, Burned specimen count: 1		0	0
Element: Vertebra, ElementURI: UBERON:0002412, Portion: Nearly Whole, Burned specimen count: 1, Burned Notes: Burned blue		0	0
Element: Vertebra, ElementURI: UBERON:0002412, Portion: Nearly Whole, Burned specimen count: 1, Burned Notes: Calcined		0	0
Element: Vertebra, ElementURI: UBERON:0002412, Portion: Process/Tubercle		0	0
Element: Vertebra, ElementURI: UBERON:0002412, Portion: Whole		0	0
Element: Vertebra, ElementURI: UBERON:0002412, Portion: Whole/Nearly Whole		0	0
Element: Vertebra, Portion: Articular Facet		0	0
Element: Vertebra, Portion: Body		0	0
Element: Vertebra, Portion: Body Fragment		0	0
Element: Vertebra, Portion: Centrum Epiphysis		0	0
Element: Vertebra, Portion: Fragment		0	0
Element: Vertebra, Portion: Nearly Whole		0	0
Element: Vertebra, Portion: Whole		0	0
Element: Vertebra, Portion: Whole/Nearly Whole		0	0
Element: Verterbra		0	0
Element: Verterbra, Portion: Body Fragment		0	0
Element: Verterbra, Portion: Centrum Epiphysis		0	0
Element: Verterbra, Portion: Dorsal Fragment		0	0
Element: Verterbra, Portion: Fragment		0	0
Element: Verterbra, Portion: Fragment, Fused Notes: The centrum doesn’t look fused		0	0
Element: Verterbra, Portion: Nearly Whole		0	0
Element: Verterbra, Portion: Process/Tubercle		0	0
Element: Xiphiplastron		0	0
Element: Xiphiplastron , Portion: Anterior 1/4, Side: L		0	0
Element: Xiphiplastron , Portion: Whole, Side: L		0	0
Element: Xiphiplastron , Portion: Whole, Side: R		0	0
Element: Xiphiplastron, ElementURI: UBERON:0011661, Portion: Anterior 1/4, Side: L		0	0
Element: Xiphiplastron, ElementURI: UBERON:0011661, Portion: Anterior 1/8, Side: L		0	0
Element: Xiphiplastron, ElementURI: UBERON:0011661, Portion: Fragment		0	0
Element: Xiphiplastron, ElementURI: UBERON:0011661, Portion: Posterior 1/4, Side: L		0	0
Element: Xiphiplastron, ElementURI: UBERON:0011661, Portion: Whole, Side: L		0	0
Element: Xiphiplastron, ElementURI: UBERON:0011661, Portion: Whole, Side: R		0	0
Element: Xiphiplastron, Portion: Anterior 1/8, Side: L		0	0
Element: Xiphiplastron, Portion: Fragment		0	0
Element: Xiphiplastron, Portion: Posterior 1/4, Side: L		0	0
elements		0	0
elements dèrmics (sec)		0	0
ELEMENTS OF SKELETON		0	0
Elements, including 2 proximal ulna, proximal femur, 2 I1/, lower cheektooth, proximal scapula.		0	0
Elements, including innominata, cheekteeth, calcanea, tibiofibula, femur, maxilla, metapodial.		0	0
Elements, including tibiofibula, femur, upper cheektooth, humerus		0	0
ELEMENTS, LARGE, OBVERSE SIDE HAS ?MILLEPEDE SECTION, NC		0	0
ELEMENTS, NC		0	0
Elements.		0	0
eleven cheek teeth		0	0
eleven incisors		0	0
elongate vertebra		0	0
Elton Buchanon		0	0
Elwood Booth		0	0
EM	egg mass	0	1
emb		0	0
emb + eggshell		0	0
Embedded for sectioning		0	0
embryo		0	0
embryo (ethanol)		0	0
embryo | tissue		0	0
Embryo in foetal membranes (mounted in spirit)		0	0
embryo|embryo|embryo|embryo|liver|skin, skeleton		0	0
embryo|embryo|liver|heart, kidney|kidney|muscle|liver|skin, skeleton		0	0
embryo|heart, kidney|liver|alcoholic		0	0
embryo|heart, kidney|liver|skin, skull		0	0
embryo|kidney|skin, skeleton		0	0
embryo|liver|heart, kidney|skin, skull		0	0
embryo|skull		0	0
embryonic skeleton in egg		0	0
Empty		0	0
EN		0	0
en liquido	fluid	0	1
En Líquido	fluid	0	1
en líquido | ---		0	0
en líquido | KLH Lysis buffer		0	0
En Líquido | quim 10		0	0
En Líquido y Cráneo	fluid | skull	0	1
en líquido, ---	fluid	0	1
En Líquido, cráneo	fluid | skull	0	1
En Líquido, Cráneo y Esqueleto	fluid | skeleton | skull	0	1
en líquido, KLH Lysis buffer	fluid | KLH Lysis buffer	0	1
En Líquido, quim 10	fluid | quim 10	0	1
enamel		0	0
Enamel frag		0	0
enamel fragment		0	0
enamel frags		0	0
enamel shard		0	0
Enamel wall of cheektooth, probably ca. P4/.		0	0
Enamel wall of cheektooth.		0	0
end fibula.		0	0
End of Limb		0	0
END OF LONG BONE		0	0
End of radius		0	0
END OF RADIUS?		0	0
Endast huvud?		0	0
ENDENTULOUS JAW		0	0
ENDENTULOUS JAWS		0	0
ENDOCAST		0	0
endocast, skeleton		0	0
endocranial cast		0	0
ENDOCRANIUM		0	0
ENDOCRANIUM ANTERODORSAL; CAUDAL VERTEBRAE & FRAGS MAY BE ASSOCIATED		0	0
endoparasite|muscle|skull		0	0
endoparasite|skeleton|liver|heart, kidney		0	0
endoparasite|unknown|muscle|skull		0	0
endoparasite|unknown|skull		0	0
Endoparasites - 1; Ectoparasites - 1; Chromosomes; Tissue - 1; Skin & part. skel. - 1		0	0
Endoparasites - 1; Ectoparasites; Chromosomes; Tissue - 1; Skin & part. skel. - 1		0	0
Endoparasites - 1; Ectoparasites; Chromosomes; Tissue; Skin & skull - 1		0	0
Endoparasites; Ectoparasites - 1; Chromosomes - 1; Tissue - 1; Skin & part. skel. - 0		0	0
Endoparasites; Ectoparasites - 1; Chromosomes - 1; Tissue - 1; Skin & part. skel. - 1		0	0
Endoparasites; Ectoparasites - 1; Chromosomes; Tissue - 1; Skel. only - 1		0	0
Endoparasites; Ectoparasites - 1; Chromosomes; Tissue - 1; Skin & part. skel. - 0		0	0
Endoparasites; Ectoparasites - 1; Chromosomes; Tissue - 1; Skin & part. skel. - 1		0	0
Endoparasites; Ectoparasites - 1; Chromosomes; Tissue - 1; Skull only - 1		0	0
Endoparasites; Ectoparasites - 1; Chromosomes; Tissue; Skel. only - 1		0	0
Endoparasites; Ectoparasites - 1; Chromosomes; Tissue; Skin & part. skel. - 0		0	0
Endoparasites; Ectoparasites - 1; Chromosomes; Tissue; Skin & part. skel. - 1		0	0
Endoparasites; Ectoparasites - 1; Chromosomes; Tissue; Skin & skull - 1		0	0
Endoparasites; Ectoparasites - 1; Chromosomes; Tissue; Skull only - 1		0	0
