verbatimLifeStage	standardLifeStage	standard	checked
1 egg exactly 13 days, other approx. 10		0	0
1 egg failed		0	0
1 egg failed.  T35NR13ES27SWNE		0	0
1 egg far adv., 1 newly young		0	0
1 egg- fledged young		0	0
1 egg found below MV-42.  Egg ap		0	0
1 egg found below MV-42.  Egg appears fresh.		0	0
1 egg fresh, 2 eggs advanced		0	0
1 egg fresh, 2 eggs merest trace		0	0
1 egg fresh, 3 eggs far advanced		0	0
1 egg fresh, 4 adv		0	0
1 Egg Fresh, 4 Trace Of Blood		0	0
1 egg fresh, one slight		0	0
1 egg fresh. The others half inc		0	0
1 egg in nest on 16th		0	0
1 egg in nest on 23rd		0	0
1 egg inc 25 days, 1 cracked emb		0	0
1 egg infertile or fresh, 1 abou		0	0
1 egg infertile or fresh, 1 about 1/3, next less, 		0	0
1 egg infertile, 1 egg far advan		0	0
1 egg infertile, large embryos		0	0
1 egg missing		0	0
1 egg of 3 failed eggs.  Dried y		0	0
1 egg of 3 failed eggs.  Dried yolk		0	0
1 egg of Chipping Sparrow fresh;		0	0
1 egg of Chipping Sparrow fresh; 3 eggs of House F		0	0
1 egg only		0	0
1 egg only incubate		0	0
1 Egg Rotten		0	0
1 egg rotten, the other also col		0	0
1 egg rotten, the other also cold.  A few blood ve		0	0
1 egg showing blood		0	0
1 egg slight + fresh		0	0
1 egg slightly, the rest not set		0	0
1 egg slightly, the rest not set in		0	0
1 egg started, 1 egg addled		0	0
1 egg very slight; 1 egg fresh		0	0
1 egg w/ talon hole + 1-7 wk old		0	0
1 egg w/ talon hole + 1-7 wk old chick		0	0
1 egg with embryo		0	0
1 egg with embryo 3 or 4 days		0	0
1 egg(chick ready to hatch) & 3 		0	0
1 egg(chick ready to hatch) & 3 young 2-2.5 weeks 		0	0
1 egg, 1 chick, 6 weeks old		0	0
1 egg, 1 young 3.5 weeks old		0	0
1 egg, 1 young 5 weeks old		0	0
1 egg, 1 young fledged		0	0
1 egg, 2 young		0	0
1 egg, 2 young 3 1/2 weeks old		0	0
1 egg, 2 young 5 weeks old		0	0
1 egg, 3 young 1-2 weeks old.		0	0
1 egg, 4 young 2 weeks old		0	0
1 egg; 1 young predated		0	0
1 embryo about 5 days old, 1 bro		0	0
1 embryo about 5 days old, 1 broken		0	0
1 embryo forming, 2 bloody yolks		0	0
1 embryo forming, 2 bloody yolks, 4 fresh		0	0
1 extant		0	0
1 extant; fairly well set		0	0
1 far advanced 2 addled		0	0
1 Female And 2 Male Eyases		0	0
1 FEMALE, 3 MALES		0	0
1 five days, 1 three days, 1 one		0	0
1 five days, 1 three days, 1 one day		0	0
1 Five Days, Other Fresh		0	0
1 Fledging & 1 Dead & Dry Yng Bi		0	0
1 Fledging & 1 Dead & Dry Yng Bird		0	0
1 four days; 2 infert.		0	0
1 fragments (hatched), 2 addled		0	0
1 freak left		0	0
1 Fresh		0	0
1 fresh (on the ground), 2 sligh		0	0
1 fresh ; 2 just showing blood		0	0
1 fresh 1 incubation begun		0	0
1 fresh 1 old		0	0
1 Fresh 1 Showing Blood		0	0
1 fresh 1 trace		0	0
1 fresh 2 medium embryos		0	0
1 fresh 2 showing blood		0	0
1 fresh 2 small embryos		0	0
1 fresh 3 commenced		0	0
1 fresh 4 begun		0	0
1 fresh and 2 about 4 days incub		0	0
1 fresh and 2 about 4 days incubated.		0	0
1 fresh and 2 about a 5 days inc		0	0
1 fresh and 2 about a 5 days incubated.		0	0
1 fresh,  2 slight		0	0
1 fresh,  7-8 days, 10 days		0	0
1 fresh, 1 ?		0	0
1 fresh, 1 1/3 set		0	0
1 fresh, 1- 1/4, 1 - 1/3, 1 almo		0	0
1 fresh, 1- 1/4, 1 - 1/3, 1 almost complete		0	0
1 Fresh, 1 10%, 2 15-20%, 1 rott		0	0
1 Fresh, 1 10%, 2 15-20%, 1 rotten		0	0
1 fresh, 1 2 days, 2 soft embryo		0	0
1 fresh, 1 2 days, 2 soft embryos		0	0
1 Fresh, 1 2 Or 3 Days		0	0
1 fresh, 1 3 days		0	0
1 fresh, 1 addled		0	0
1 fresh, 1 addled, 1 advanced, 1		0	0
1 fresh, 1 begun		0	0
1 fresh, 1 broken		0	0
1 fresh, 1 considerable, 2 heavy		0	0
1 fresh, 1 craked		0	0
1 fresh, 1 embryo, 2 large embry		0	0
1 fresh, 1 embryo, 2 large embryos		0	0
1 fresh, 1 half incubated		0	0
1 fresh, 1 in oviduct		0	0
1 fresh, 1 incomplete		0	0
1 Fresh, 1 Infertile		0	0
1 fresh, 1 just begun.		0	0
1 fresh, 1 just showing blood		0	0
1 fresh, 1 rotten, 2 one-third		0	0
1 fresh, 1 set		0	0
1 Fresh, 1 Showing Blood		0	0
1 fresh, 1 showing blood and 2 s		0	0
1 fresh, 1 showing blood and 2 small embryo		0	0
1 fresh, 1 showing blood, 1 in o		0	0
1 fresh, 1 showing blood, 1 smal		0	0
1 fresh, 1 showing blood, 1 small embryo		0	0
1 fresh, 1 showing blood, 2 smal		0	0
1 fresh, 1 slight		0	0
1 Fresh, 1 Slight Trace Of Blood		0	0
1 Fresh, 1 Slight Trace, 2 Trace		0	0
1 fresh, 1 slightly fresh, 1 lig		0	0
1 fresh, 1 slightly incubated		0	0
1 fresh, 1 slightly incubated, 1		0	0
1 fresh, 1 small embryo		0	0
1 Fresh, 1 Small embryos, 2 Larg		0	0
1 Fresh, 1 Small embryos, 2 Large embryos		0	0
1 fresh, 1 started		0	0
1 Fresh, 1 Trace Of Bl., 2 Sm. E		0	0
1 Fresh, 1 Trace Of Bl., 2 Sm. Emb.		0	0
1 fresh, 1 v. small embryo		0	0
1 fresh, 1 very slight		0	0
1 fresh, 1 very slight trace of 		0	0
1 fresh, 1 well advanced		0	0
1 fresh, 1 well begun		0	0
1 fresh, 1 with blood		0	0
1 fresh, 2- 1/4		0	0
1 fresh, 2 15%		0	0
1 fresh, 2 begun		0	0
1 fresh, 2 begun, 1 advanced		0	0
1 fresh, 2 bloodshot		0	0
1 fresh, 2 far advanced		0	0
1 fresh, 2 half		0	0
1 fresh, 2 half, 6-2/3, 2 almost		0	0
1 fresh, 2 half, 6-2/3, 2 almost complete		0	0
1 fresh, 2 incubated		0	0
1 fresh, 2 just began		0	0
1 fresh, 2 just showing blood		0	0
1 fresh, 2 large embryo		0	0
1 Fresh, 2 Large Embryos		0	0
1 fresh, 2 showing blood		0	0
1 fresh, 2 showing blood, 1 1/4		0	0
1 fresh, 2 showing blood, 2 smal		0	0
1 fresh, 2 showing blood, 3 very		0	0
1 fresh, 2 showing blood, 3 very small embryo		0	0
1 fresh, 2 slight		0	0
1 fresh, 2 small embryo, 3 showi		0	0
1 fresh, 2 small embryo, 3 showing blood.		0	0
1 Fresh, 2 Small Embryos		0	0
1 fresh, 2 started		0	0
1 fresh, 2 to 4 small embryo		0	0
1 fresh, 2 trace of blood		0	0
1 Fresh, 2 Trace, 1 Very Sm. Emb		0	0
1 Fresh, 2 Trace, 1 Very Sm. Embryo		0	0
1 Fresh, 2 Trace, 2 Very Sm. Emb		0	0
1 Fresh, 2 Trace, 2 Very Sm. Embryo		0	0
1 fresh, 2 trace, 3 small embryo		0	0
1 fresh, 2 trace, 3 small embryos		0	0
1 fresh, 2 very slight		0	0
1 fresh, 2 very slight trace of 		0	0
1 fresh, 2 very small embryos		0	0
1 fresh, 2 well along		0	0
1 fresh, 2 were 2-3 days		0	0
1 Fresh, 2-4 Small Embryo		0	0
1 fresh, 3 advanced		0	0
1 fresh, 3 almost hatched		0	0
1 fresh, 3 began		0	0
1 fresh, 3 begun		0	0
1 fresh, 3 large embryos		0	0
1 fresh, 3 slight		0	0
1 Fresh, 3 Slight Trace Of Blood		0	0
1 Fresh, 3 Slight Trace, 1 Trace		0	0
1 fresh, 3 small embryos		0	0
1- fresh, 3- started		0	0
1 fresh, 3 started, 1 - 4 days		0	0
1 fresh, 3 trace		0	0
1 fresh, 3 trace of blood		0	0
1 fresh, 3 very slight		0	0
1 fresh, 3 very slight trace of 		0	0
1 fresh, 4 begun		0	0
1 fresh, 4 half hatched, 1 nearl		0	0
1 fresh, 4 half hatched, 1 nearly hatched		0	0
1 fresh, 4 showing blood		0	0
1 Fresh, 4 Slight Trace Of Blood		0	0
1 fresh, 4 slightly bloodshot		0	0
1 Fresh, 4 Small Embryos		0	0
1 fresh, 4 very slight		0	0
1 fresh, 5 slightly incubated		0	0
1 fresh, 6 adooneed		0	0
1 fresh, 6 well incubated		0	0
1 fresh, incubated, medium		0	0
1 fresh, others 4-5 days		0	0
1 fresh, others well set		0	0
1 fresh, others well set (advanc		0	0
1 fresh, showing blood, small em		0	0
1 fresh, showing blood, small embryo		0	0
1 fresh, well begun		0	0
1 fresh. 1 started. 3- 1/2. 3 - 		0	0
1 fresh. 1 started. 3- 1/2. 3 - 1/2		0	0
1 fresh. 2 started. 6 one quarte		0	0
1 fresh. 2 started. 6 one quarter		0	0
1 fresh; 1 - 1/2		0	0
1 fresh; 1 about 2 days		0	0
1 fresh; 1 advanced		0	0
1 fresh; 1 begun		0	0
1 fresh; 1 commenced		0	0
1 fresh; 1 infert.; 3 one-half		0	0
1 fresh; 1 set		0	0
1 fresh; 1 slight; 1 well starte		0	0
1 fresh; 1 slight; 1 well started		0	0
1 fresh; 1 small embryo		0	0
1 fresh; 1 started		0	0
1 fresh; 1 started; 2 one-third		0	0
1 fresh; 1 started; 3 one-third		0	0
1 fresh; 1 trace		0	0
1 fresh; 1 trace of blood		0	0
1 fresh; 1 two days		0	0
1 fresh; 1 two days; 1 four days		0	0
1 fresh; 1 very slight		0	0
1 fresh; 2 commenced		0	0
1 fresh; 2 slight; 1 infertile		0	0
1 fresh; 2 started		0	0
1 fresh; 2 two days begun		0	0
1 Fresh; 3 Started		0	0
1 Fresh; 4 Begun		0	0
1 fresh; 4 incubation begun		0	0
1 fresh; blood traces in 2		0	0
1 gone; 4 poor		0	0
1 half; 4 1/3		0	0
1 half-grown young, 2 addled		0	0
1 hatched in lab, 2 died with sm		0	0
1 hatched in lab, 2 died with small embryos		0	0
1 hatched in wild		0	0
1 hatched in wild; #1 fragments;		0	0
1 hatched in wild; #1 fragments; #2 fragments of s		0	0
1 hatched in wild; fragments		0	0
1 hatched, 1 broken		0	0
1 hatched, 1 infertile		0	0
1 hatched, 11 unknown		0	0
1 hatched, 2 addled		0	0
1 hatched, 2 broken		0	0
1 hatched, 2 died in incubator		0	0
1 hatched, 4 broken (2 of which 		0	0
1 hatched, 4 broken (2 of which showed development		0	0
1 hatched, 8 infertile		0	0
1 hatched/ 1 chipped & didn't ha		0	0
1 hatched/ 1 chipped & didn't hatch		0	0
1 hatched-w; 1 large embryo died		0	0
1 Hatching + 1 Addled		0	0
1 hatching, 1 ready to hatch, 1 		0	0
1 hatching, 1 ready to hatch, 1 addled		0	0
1 hatchling		0	0
1- heavy 1-partly		0	0
1 Heavy, 4 addled		0	0
1 host egg pecked and stuck to l		0	0
1 host slightly incubated, 1 hos		0	0
1 HOUR OLD		0	0
1 hr.		0	0
1 immature		0	0
1 inc; 4 rotten		0	0
1 incubated (2 young)		0	0
1 incubated 10-12 days, 1 infert		0	0
1 incubated 10-12 days, 1 infertile		0	0
1 incubated, 2 rotten, 3 apparen		0	0
1 incubated, begun		0	0
1 infert., others far advanced b		0	0
1 infert., others far advanced but to different de		0	0
1 infert.; 1 eight days		0	0
1 infert.; 1 slight; 2 soft embr		0	0
1 infert.; 1 slight; 2 soft embryos		0	0
1 infert.; 3 one-third inc.		0	0
1 infert.; 3 soft embryos		0	0
1 infert.; 4 about 4 days		0	0
1 Infert.; Others Slight To Half		0	0
1 Infert.; Others Soft Embryos		0	0
1 Infert.; Others With Large Chi		0	0
1 Infert.; Others With Large Chicks		0	0
1 infertile		0	0
1 infertile - 1 advanced		0	0
1 infertile- see data card		0	0
1 infertile with smaller holes t		0	0
1 infertile with smaller holes than 4 that were ne		0	0
1 infertile, 1 - 1/2 incubated		0	0
1 infertile, 1 - 2/3, 3 pipping		0	0
1 infertile, 1 a week		0	0
1 infertile, 1 far incubated		0	0
1 infertile, 1 feathered		0	0
1 infertile, 1 fresh, 2 slight		0	0
1 infertile, 1 slight		0	0
1 infertile, 1 well started, 1 f		0	0
1 infertile, 2 - two weeks		0	0
1 infertile, 2 1/2-advanced		0	0
1 infertile, 2 advanced		0	0
1 infertile, 2 eggs 1/3 incubate		0	0
1 infertile, 2 showing blood		0	0
1 infertile, 2 tiny embryos		0	0
1 infertile, 2 young with tufts 		0	0
1 infertile, 2 young with tufts of down		0	0
1 infertile, 3 about 5 days		0	0
1 infertile, 3 started		0	0
1 infertile, 3 very large embryo		0	0
1 infertile, 3 very large embryos		0	0
1 infertile, 3 young in nest		0	0
1 infertile, 4 about 2/3		0	0
1 infertile, 4 one week		0	0
1 infertile, 4 slightly incibate		0	0
1 infertile, 4 slightly incibated		0	0
1 infertile, 6 with embryos		0	0
1 infertile, embryos formed		0	0
1 Infertile, Most Far Advanced		0	0
1 infertile, other pipping		0	0
1 infertile, others 7-10 days		0	0
1 infertile; 1 pipping		0	0
1 infertile; 1 slight; 1 started		0	0
1 infertile; 2 about 1 week		0	0
1 infertile; 3 about three days		0	0
1 infertile; 3 with soft embryos		0	0
1 infertile; others hatched and 		0	0
1 just commenced, 2 ....more tha		0	0
1 just commenced, rest fresh		0	0
1 juv		0	0
1 juvenile		0	0
1 juvenile with eggs		0	0
1 JUVENILE, 1 EGG CAS		0	0
1 juvenile, 2 adult, 1 small		0	0
1 juvenile, 2 adults		0	0
1 JUVENILE; 1 ADULT		0	0
1 JUVENILE; 2 ADULT		0	0
1 JUVENILE; 4 ADULT		0	0
1 K		0	0
1 Large Embryo		0	0
1 large embryo (decomposed); 1 i		0	0
1 large embryo (decomposed); 1 infertile		0	0
1 large embryo ; abandoned		0	0
1 large embryo 1 infertile		0	0
1 large embryo, 1 fresh		0	0
1 large embryo, 1 infertile		0	0
1 large embryo, 1 runt egg		0	0
1 large embryo, 1 small embryo		0	0
1 large embryo, 2 infertile		0	0
1 large embryo, 2 medium embryos		0	0
1 large embryo, 2 medium embryos (definitely a ful		0	0
1 large embryo, 2 young		0	0
1 large embryo, 3 fresh		0	0
1 large embryo; 1 infertile		0	0
1 large embryos, 2 small embryos		0	0
1 large larva		0	0
1 larva		0	0
1 larva (1yr to transformation)		0	0
1 larva (metamorphosing. Gills m		0	0
1 LARVA, 3 JUVENILE		0	0
1 larval		0	0
1 Lrg Embryo, 1 Infertile, 1 Add		0	0
1 Lrg Embryo, 1 Infertile, 1 Addled		0	0
1 må		0	0
1 MALE		0	0
1 Male And I Female Eyas Produce		0	0
1 Male And I Female Eyas Produced		0	0
1 male chick, ca. 18 days old		0	0
1 male fledged		0	0
1 MALE, 1 FEMALE		0	0
1 med, 2 advanced		0	0
1 Med, 2 Small embryos		0	0
1 medium		0	0
1 medium host embryo, 4 large co		0	0
1 medium small embryo, 1 large e		0	0
1 mo		0	0
1 moderate, 3 infertile (frosted		0	0
1 moderate, 3 infertile (frosted?)		0	0
1 month		0	0
1 much advanced, 1 addled		0	0
1 near hatching, 3 slight		0	0
1 nearly fresh, 1 three and 1 fo		0	0
1 nearly fresh, 1 three and 1 four		0	0
1 nearly fresh; 3 seriously incu		0	0
1 nestling		0	0
1 no development, 1 showing bloo		0	0
1 no development, 1 showing blood		0	0
1 not fertile; the other ready t		0	0
1 not recorded; 3 young		0	0
1 of 2 Fresh		0	0
1 OF 2 JARS		0	0
1 of 3 failed eggs		0	0
1 of 4 eggs-clutch failed		0	0
1 old tadpole		0	0
1 one-half; 1 one-eighth		0	0
1 one-third; 1 highly inc.		0	0
1 one-third; 3 infert.		0	0
1 Or 2 Days		0	0
1 or 2 days incubated		0	0
1 perfectly fresh, 1 slight, 1, 		0	0
1 perfectly fresh, 1 slight, 1, much advanced, 1 h		0	0
1 Pipped, 2 Nearly So		0	0
1 rotten, 3 started		0	0
1 rotten, 6 begun		0	0
1 rotten; 2 half incubated		0	0
1 rotten; 3 soft embryos		0	0
1 rotton and 3 feathered embryos		0	0
1 Ruddy started, the rest fresh		0	0
1 runt egg, 5 half-grown young b		0	0
1 Show Bld, 2 Show Bld, 3 Tiny E		0	0
1 Show Bld, 2 Show Bld, 3 Tiny Emb		0	0
1 Showing Blood		0	0
1 showing blood, 1 infertile		0	0
1 Showing Blood, 1 Large Embryo		0	0
1 showing blood, 1 small embryo		0	0
1 showing blood, 1 small embryo,		0	0
1 showing blood, 1 small embryo, 2 large embryos		0	0
1 showing blood, 1 small embryos		0	0
1 showing blood, 1 small embryos, 1 infertile		0	0
1 showing blood, 1 small, 2 larg		0	0
1 showing blood, 1 small, 2 large embryos		0	0
1 showing blood, 1 v. small embr		0	0
1 showing blood, 1 v. small embryo		0	0
1 showing blood, 2 fresh		0	0
1 showing blood, 2 large embryos		0	0
1 Showing Blood, 2 Small Embryos		0	0
1 showing blood, 2 v. small embr		0	0
1 showing blood, 2 v. small embryos		0	0
1 showing blood, 2 with embryos,		0	0
1 showing blood, 2 with embryos, 3 with small embr		0	0
1 showing blood, 2-4 small embry		0	0
1 showing blood, 2-4 small embryos		0	0
1 showing blood, 3 fresh		0	0
1 showing blood, 3 small embryos		0	0
1 showing blood, 5 small embryos		0	0
1 showing blood, small & medium 		0	0
1 showing blood, small & medium embryo		0	0
1 showing blood; 1 small embryo		0	0
1- showing blood; 2- very small 		0	0
1- showing blood; 2- very small embyro		0	0
1 showing, 2 fresh		0	0
1 showing, 3 fresh		0	0
1 showing, others fresh		0	0
1 six days 2 infertile		0	0
1 slight 4 fresh		0	0
1 slight inc., 1 addled		0	0
1 slight trace of blood, 1 soft 		0	0
1 slight trace of blood, 1 soft embryos		0	0
1 slight trace of blood, 1 trace		0	0
1 slight trace, 2 fresh		0	0
1 slight, 1 advanced		0	0
1 slight, 1 fresh		0	0
1 slight, 1 infertile		0	0
1 slight, 1 medium		0	0
1 slight, 1 medium, 1 advanced		0	0
1 slight, 1 small embryo, 1 medi		0	0
1 slight, 1 small embryo, 1 medium embryo		0	0
1 slight, 2 fresh		0	0
1 slight, 3 advanced		0	0
1 slight, 3 fresh		0	0
1 slight, 4 fresh		0	0
1 slight, 5 fresh		0	0
1 slight; 1 infertile;  Cowbird'		0	0
1 slight; 1 infertile;  Cowbird's egg slight		0	0
1 slight; 1 infertile; Cowbird's		0	0
1 slight; 1 three-fourths		0	0
1 slight; 3 no development		0	0
1 slightly incubated but addled,		0	0
1 slightly incubated others fres		0	0
1 slightly incubated others fresh		0	0
1 slightly incubated, 1 infertil		0	0
1 slightly incubated, 1 infertile, Cowbirds starte		0	0
1 small		0	0
1 small adult		0	0
1 Small Embryo		0	0
1 Small embryo decomposed, 1 fle		0	0
1 Small Embryo, 1 Infertile		0	0
1 Small Embryo, 1 Large Embryo		0	0
1 small embryo, 2 infertile		0	0
1 small embryo, 2 large embryos		0	0
1 small embryo, 2 medium embryos		0	0
1 small embryo, 2 showing blood		0	0
1 small embryo, 2 slight, 1 fres		0	0
1 small embryo, 2 slight, 1 fresh		0	0
1 small embryo, and 3 medium emb		0	0
1 small embryo, and 3 medium embryos.		0	0
1 small embryo; 1 large embryo		0	0
1 small embryo; 1 large embryo; 		0	0
1 small embryo; 1 with blood		0	0
1 small embryo; 2 infertile		0	0
1 Small Embryos		0	0
1 small, 2 large embryos		0	0
1 small, 3 large embryos		0	0
1 soft		0	0
1 started, 1 infertile		0	0
1 started, 3 fresh		0	0
1 started; 2 fresh		0	0
1 started; 3 fresh		0	0
1 sterile, 1 advanced		0	0
1 sterile, 2 fresh, 2 very sligh		0	0
1 sterile, 2 fresh, 2 very slight		0	0
1 subad		0	0
1 tadpole		0	0
1 tadpole, 2 adult		0	0
1 tadpole, 2 tadpoles (old)		0	0
1 to 2 days		0	0
1 to 3 small embryos, 4 fresh, 5		0	0
1 to 3 small embryos, 4 fresh, 5 ?		0	0
1 To 4 Days		0	0
1 to 4 fresh, #5 trace of blood		0	0
1 to 4 fresh, 5 to 7 eyeballs, 8		0	0
1 to 4 fresh, 5 to 7 eyeballs, 8 small embryo		0	0
1 to 4 large embryos, 5 small em		0	0
1 to 4 large embryos, 5 small embryo, 6 medium emb		0	0
1 to 5 days		0	0
1 trace of blood, 2&3 small embr		0	0
1 trace of blood, 2&3 small embryo		0	0
1 trace, 1 embryo		0	0
1 Trace, 1 Very Sm. Emb., 2 Sm.emb.		0	0
1 trace, 1 very small embryo, 2 		0	0
1 trace, 2 slight, 3 small embry		0	0
1 trace, 2 slight, 3 small embryos		0	0
1 Trace, 2 Very Sm. Emb., 2 Sm.emb.		0	0
1 trace, 2 very small embryo, 2 		0	0
1 unfertile, 3 well formed embry		0	0
1 v. slight, 1 trace, 4 fresh		0	0
1 v. small embryo, 1 infertile		0	0
1 Very fresh, 2 small embryo		0	0
1 very large embryo (w/i 3-4 day		0	0
1 very large embryo (w/i 3-4 days of hatching); 1 		0	0
1 very slight trace of blood, 2 		0	0
1 Very Slight, 1 Fresh		0	0
1 very slight, 3 fresh		0	0
1 very slight, others fresh		0	0
1 Very Sm. Embryo, 2 Trace Of Blood		0	0
1 Very Sm. Embryo, 3 Small Embry		0	0
1 Very Sm. Embryo, 3 Small Embryos		0	0
1 very small embryo, 1infertile		0	0
1 very small embryo, 2 broken		0	0
1 very small embryo, 2 trace of 		0	0
1 Week		0	0
1 week - more and less		0	0
1 Week (nest held 3 eggs 8 days 		0	0
1 Week (nest held 3 eggs 8 days ago)		0	0
1 week advanced		0	0
1 week and fresh		0	0
1 week incubated		0	0
1 week or more		0	0
1 week plus		0	0
1 week to 10 days		0	0
1 week, addled		0	0
1 well along, 2 addled		0	0
1 well along, 2 infertile		0	0
1 Well Begun, 1 Fresh		0	0
1 well developed embryo		0	0
1 well set, 2 rotten		0	0
1 well started, 3 infertile		0	0
1 whole, 1 hatched, all broken		0	0
1 wk		0	0
1 wk advanced		0	0
1 y		0	0
1 y.		0	0
1 year		0	0
1 year 4-5 months		0	0
1 year 6 months		0	0
1 year 6 months - 2 years		0	0
1 year 7-5 months		0	0
1 year 7-8 months		0	0
1 year old; Adult		0	0
1 yg.	yearling	0	1
1 young & 1 egg		0	0
1 young (3-4 days old) and 1 cle		0	0
1 young + 1 addled egg in eucaly		0	0
1 young + 1 addled egg in eucalyptus		0	0
1 young 11 days (1 of 2)		0	0
1 young 2.5 weeks old + 1 egg		0	0
1 young and 1 nearly hatched egg		0	0
1 Young Fledged		0	0
1 young in nest, egg contained s		0	0
1 young in nest, egg contained small embryo		0	0
1 young in nest, egg rotten when		0	0
1 young in nest, egg rotten when prepared		0	0
1 young near fledging present		0	0
1 young, 1 egg broken		0	0
1 young, 2 eggs		0	0
1 young, 7 weeks + 1 egg		0	0
1 youngster 3 weeks old (in Vall		0	0
1 youngster 3 weeks old (in Valley Oak)		0	0
1 yr		0	0
1 yr  10 mo		0	0
1 yr  2 mo.		0	0
1 yr 5 mo		0	0
1 yr old		0	0
1 yr.		0	0
1& showing blood, 3 & 4 fresh		0	0
1&2 Fresh, 3-5 Showing Blood		0	0
1&3fresh,2&4slight Trace Of Bloo		0	0
1&3fresh,2&4slight Trace Of Blood		0	0
1(blue) some red 1(blue)f 1(brow		0	0
1(blue) some red 1(blue)fresh, 1		0	0
1)  2.95 g ; Medium embryo  2) 2		0	0
1)  2.95 g ; Medium embryo  2) 2.9 g ; Medium embr		0	0
1)  7.1g very large embryo  2) 6		0	0
1)  7.1g very large embryo  2) 6.1 g large embryo		0	0
1) 1.3g showing blood 2) 1.32g s		0	0
1) 1.75g fresh; 2) 1.70g fresh		0	0
1) 2.5g, fresh; 2) 2.45g, fresh;		0	0
1) 2.5g, fresh; 2) 2.45g, fresh; 3) 2.45g, fresh		0	0
1) 2.75g, showing blood; 2) 2.70		0	0
1) 2.75g, showing blood; 2) 2.70g, showing blood		0	0
1) 3.4 g Fresh  2) 3.25 g fresh		0	0
1) 4.662g Fresh  2) 4.532 Fresh 		0	0
1) 6.3 g, small embryo; 2) - , s		0	0
1) Addled, 2) Small Embryo		0	0
1) fresh 2&3 showing blood		0	0
1) infertile, 2&3) medium embryo		0	0
1) Medium embryo, 2) Large embry		0	0
1)showing Blood 2)fresh		0	0
1)showing Blood 2)small Embryo		0	0
1)small Embryo, 2)small Embryo		0	0
1, 2, & 3 embryo, 4 & 5 Small em		0	0
1, 2, & 3 embryo, 4 & 5 Small embryo		0	0
1, 4 showing blood, 2 small embr		0	0
1, 4 showing blood, 2 small embryo, 3 fresh		0	0
1,1,1,1		0	0
1,2 Fresh; 3,4 Trace Of Blood		0	0
1,2,4,5,6,7 fresh; 3 small embry		0	0
1,2,4,5,6,7 fresh; 3 small embryo		0	0
1,3,4 fresh, 2 small embryo		0	0
1,4 fresh, 2,3 showing blood		0	0
1.1.1		0	0
1.4 advanced		0	0
1.5		0	0
1.5 		0	0
1.5 .		0	0
1.5 days		0	0
1.5 months		0	0
1.5 years		0	0
1.5 yrs		0	0
1.5-2 yrs		0	0
1.75 years		0	0
1/10		0	0
1/18-2/22, 3 young hatched & fle		0	0
1/18-2/22, 3 young hatched & fledged		0	0
1/2		0	0
1/2 - 1/3		0	0
