"verbatimLifeStage","standardLifeStage","uri","checked","opinionBy","opinionDate"
"BURSA 15 X 17 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 15 X 17 MM, THIN WALLED",,,0,"John Wieczorek","2017-08-25"
"BURSA 15 X 20 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 15 X 3 MM; SKULL 100% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 15 X 4 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 15 X 4.5 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 15 X 5 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 15 X 6 MM;",,,0,"John Wieczorek","2017-08-25"
"BURSA 15 X 6 MM; SKULL 100% PNEU",,,0,"John Wieczorek","2017-08-25"
"BURSA 15 X 7  MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 15 X 7 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 15 X 8 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 15 X 8 MM;",,,0,"John Wieczorek","2017-08-25"
"BURSA 15 X 9 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 15 X 9 MM;",,,0,"John Wieczorek","2017-08-25"
"BURSA 16 X 13 M",,,0,"John Wieczorek","2017-08-25"
"BURSA 16 X 14 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 16 X 14 MM, FLESHY",,,0,"John Wieczorek","2017-08-25"
"BURSA 16 X 14 MM;",,,0,"John Wieczorek","2017-08-25"
"BURSA 16 X 15 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 16 X 24 MM;",,,0,"John Wieczorek","2017-08-25"
"BURSA 16 X 3 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 16 X 3 MM, VESTIGAL",,,0,"John Wieczorek","2017-08-25"
"BURSA 16 X 4 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 16 X 4 MM [NOT LIKELY - AW",,,0,"John Wieczorek","2017-08-25"
"BURSA 16 X 5 MM; SKULL 100% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 16 X 6 MM.",,,0,"John Wieczorek","2017-08-25"
"BURSA 16 X 7 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 16 X 7 MM.",,,0,"John Wieczorek","2017-08-25"
"BURSA 16 X 8 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 16 X 9 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 16 X 9 MM;",,,0,"John Wieczorek","2017-08-25"
"BURSA 17 X 12 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 17 X 14 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 17 X 15 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 17 X 4 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 17 X 5 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 17 X 7 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 17 X 8 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 17 X 9 MM; SKULL 25% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 17 X15 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 18 X 10 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 18 X 11  MM;",,,0,"John Wieczorek","2017-08-25"
"BURSA 18 X 11 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 18 X 12 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 18 X 13 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 18 X 14 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 18 X 15 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 18 X 16 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 18 X 17  MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 18 X 18 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 18 X 5 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 18 X 5 MM;",,,0,"John Wieczorek","2017-08-25"
"BURSA 18 X 6 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 18 X 8 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 18 X 9 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 19 X 10 MM; SKULL 100% PNE",,,0,"John Wieczorek","2017-08-25"
"BURSA 19 X 13 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 2  X  2 MM; SKULL 25% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 2  X 1 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 2 MM WIDE AT BASE, 2 MM LO",,,0,"John Wieczorek","2017-08-25"
"BURSA 2 MM WIDE AT BASE, 4 MM LO",,,0,"John Wieczorek","2017-08-25"
"BURSA 2 MM WIDE, 5 MM LONG; SKUL",,,0,"John Wieczorek","2017-08-25"
"BURSA 2 X 1 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 2 X 1 MM;",,,0,"John Wieczorek","2017-08-25"
"BURSA 2 X 1 MM; SKULL 0% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 2 X 1 MM; SKULL 10% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 2 X 1 MM; SKULL 25% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 2 X 1 MM; SKULL 50% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 2 X 1 MM; SKULL 70% PNEUM",,,0,"John Wieczorek","2017-08-25"
"BURSA 2 X 1 MM; SKULL 95% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 2 X 1.5 MM;",,,0,"John Wieczorek","2017-08-25"
"BURSA 2 X 2 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 2 X 2 MM;",,,0,"John Wieczorek","2017-08-25"
"BURSA 2 X 2 MM; SKULL 0% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 2 X 2 MM; SKULL 10% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 2 X 2 MM; SKULL 10% PNEUM",,,0,"John Wieczorek","2017-08-25"
"BURSA 2 X 2 MM; SKULL 100% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 2 X 2 MM; SKULL 20% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 2 X 2 MM; SKULL 25 % OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 2 X 2 MM; SKULL 25% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 2 X 2 MM; SKULL 25% PNEUM",,,0,"John Wieczorek","2017-08-25"
"BURSA 2 X 2 MM; SKULL 40% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 2 X 2 MM; SKULL 40% PNEUM",,,0,"John Wieczorek","2017-08-25"
"BURSA 2 X 2 MM; SKULL 50% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 2 X 2 MM; SKULL 75% PNEUM",,,0,"John Wieczorek","2017-08-25"
"BURSA 2 X 2 MM; SKULL 90% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 2 X 3 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 2 X 3 MM; SKULL 95% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 2 X 4 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 2 X 5 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 2.5 X 1.5 MM;",,,0,"John Wieczorek","2017-08-25"
"BURSA 2.5 X 2 MM; SKULL 95% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 20 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 20 X 1  MM;",,,0,"John Wieczorek","2017-08-25"
"BURSA 20 X 10 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 20 X 10 MM;",,,0,"John Wieczorek","2017-08-25"
"BURSA 20 X 12 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 20 X 13 MM ;",,,0,"John Wieczorek","2017-08-25"
"BURSA 20 X 15 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 20 X 15 MM;",,,0,"John Wieczorek","2017-08-25"
"BURSA 20 X 17 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 20 X 18 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 20 X 20 MM, THIN-WALLED;",,,0,"John Wieczorek","2017-08-25"
"BURSA 20 X 21 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 20 X 4 MM.",,,0,"John Wieczorek","2017-08-25"
"BURSA 20 X 5 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 20 X 6 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 20 X 8 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 20 X 8 MM;",,,0,"John Wieczorek","2017-08-25"
"BURSA 20 X 9 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 20 X 9 MM.",,,0,"John Wieczorek","2017-08-25"
"BURSA 20 X 9 MM;",,,0,"John Wieczorek","2017-08-25"
"BURSA 21 X 10 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 21 X 11, FLESHY",,,0,"John Wieczorek","2017-08-25"
"BURSA 21 X 13 MM;",,,0,"John Wieczorek","2017-08-25"
"BURSA 21 X 16 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 21 X 18 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 21 X 8 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 22 X 10 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 22 X 11 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 22 X 12 MM; HEN PLUMAGE",,,0,"John Wieczorek","2017-08-25"
"BURSA 22 X 14 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 22 X 5 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 22 X 8 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 22 X 9 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 23 X 12 MM (FLAT) ;",,,0,"John Wieczorek","2017-08-25"
"BURSA 23 X 12 MM, FLESHY",,,0,"John Wieczorek","2017-08-25"
"BURSA 23 X 17 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 24 X 13 X 6 MM;",,,0,"John Wieczorek","2017-08-25"
"BURSA 25 X 10 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 25 X 11 MM;",,,0,"John Wieczorek","2017-08-25"
"BURSA 25 X 14 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 25 X 15 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 25 X 17 MM;",,,0,"John Wieczorek","2017-08-25"
"BURSA 25 X 20 MM;",,,0,"John Wieczorek","2017-08-25"
"BURSA 25 X 6 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 25 X 7 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 25 X 9 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 26 X 15 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 26 X 24 MM; HY PLUMAGE",,,0,"John Wieczorek","2017-08-25"
"BURSA 28 X 6 MM;",,,0,"John Wieczorek","2017-08-25"
"BURSA 28 X 9 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 29 X 27 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 29 X 30 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 3 MM DIAM AT BASE, 3 MM LO",,,0,"John Wieczorek","2017-08-25"
"BURSA 3 MM DIAM, 6 MM LONG",,,0,"John Wieczorek","2017-08-25"
"BURSA 3 MM DIAM, 9 MM LONG; SKUL",,,0,"John Wieczorek","2017-08-25"
"BURSA 3 MM LONG, 3 MM WIDE; SKUL",,,0,"John Wieczorek","2017-08-25"
"BURSA 3 X 1 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 3 X 1 MM; SKULL 25% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 3 X 1 MM; SKULL 35% PNEUM",,,0,"John Wieczorek","2017-08-25"
"BURSA 3 X 1 MM; SKULL 60% PNEUM",,,0,"John Wieczorek","2017-08-25"
"BURSA 3 X 1 MM; SKULL 75% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 3 X 1.5 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 3 X 1.5 MM;",,,0,"John Wieczorek","2017-08-25"
"BURSA 3 X 1.5 MM; SKULL 0% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 3 X 2 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 3 X 2 MM [OBV, INCORRECT-A",,,0,"John Wieczorek","2017-08-25"
"BURSA 3 X 2 MM;",,,0,"John Wieczorek","2017-08-25"
"BURSA 3 X 2 MM; SKULL 0% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 3 X 2 MM; SKULL 10% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 3 X 2 MM; SKULL 100% OSS",,,0,"John Wieczorek","2017-08-25"
"BURSA 3 X 2 MM; SKULL 25% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 3 X 2 MM; SKULL 30% PNEUM",,,0,"John Wieczorek","2017-08-25"
"BURSA 3 X 2 MM; SKULL 40% PNEUM",,,0,"John Wieczorek","2017-08-25"
"BURSA 3 X 2 MM; SKULL 75% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 3 X 2 MM; SKULL 80% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 3 X 2 MM; SKULL 95% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 3 X 2 MM; SKULL SHOT",,,0,"John Wieczorek","2017-08-25"
"BURSA 3 X 3 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 3 X 3 MM [PROBABLY NOT-AWK",,,0,"John Wieczorek","2017-08-25"
"BURSA 3 X 3 MM, SKULL 25% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 3 X 3 MM;",,,0,"John Wieczorek","2017-08-25"
"BURSA 3 X 3 MM; SKULL 0% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 3 X 3 MM; SKULL 0%OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 3 X 3 MM; SKULL 10% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 3 X 3 MM; SKULL 100% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 3 X 3 MM; SKULL 25% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 3 X 3 MM; SKULL 30% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 3 X 3 MM; SKULL 5% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 3 X 3 MM; SKULL 50% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 3 X 3 MM; SKULL 75% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 3 X 3 MM; SKULL 95% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 3 X 4 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 3 X 4 MM, FLESHY",,,0,"John Wieczorek","2017-08-25"
"BURSA 3 X 5 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 3 X 7 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 3 X 8 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 3 X3 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 3.5 X 1.5 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 3.5 X 3.5 MM; SKULL 0% OSS",,,0,"John Wieczorek","2017-08-25"
"BURSA 30 X 1 5MM;",,,0,"John Wieczorek","2017-08-25"
"BURSA 30 X 10 MM;",,,0,"John Wieczorek","2017-08-25"
"BURSA 30 X 11 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 30 X 12 MM;",,,0,"John Wieczorek","2017-08-25"
"BURSA 30 X 14 MM, FLESHY;",,,0,"John Wieczorek","2017-08-25"
"BURSA 30 X 15 MM;",,,0,"John Wieczorek","2017-08-25"
"BURSA 30 X 30 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 30 X 6 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 32 X 13 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 32 X 14 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 35 x 15 MM;",,,0,"John Wieczorek","2017-08-25"
"BURSA 35 X 8 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 4 MM DIAM, 5 MM LONG; SKUL",,,0,"John Wieczorek","2017-08-25"
"BURSA 4 MM LONG, 4 MM WIDE @ BAS",,,0,"John Wieczorek","2017-08-25"
"BURSA 4 MM LONG, SKULL 80% PNEUM",,,0,"John Wieczorek","2017-08-25"
"BURSA 4 MM WIDE AT BASE, 8 MM LO",,,0,"John Wieczorek","2017-08-25"
"BURSA 4 MM WIDE AT BASE, CA 3 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 4 MM WIDE, 3 MM LONG, SLIG",,,0,"John Wieczorek","2017-08-25"
"BURSA 4 X 15 MMM.",,,0,"John Wieczorek","2017-08-25"
"BURSA 4 X 2 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 4 X 2 MM, SKULL 20% PNEUM",,,0,"John Wieczorek","2017-08-25"
"BURSA 4 X 2 MM; SKULL 10% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 4 X 2 MM; SKULL 100% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 4 X 2 MM; SKULL 15% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 4 X 2 MM; SKULL 25% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 4 X 2 MM; SKULL 75% OSS.",,,0,"John Wieczorek","2017-08-25"
"bursa 4 x 2.5 mm",,,0,"John Wieczorek","2017-08-25"
"BURSA 4 X 20 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 4 X 20 MM.",,,0,"John Wieczorek","2017-08-25"
"BURSA 4 X 3 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 4 X 3 MM, THIN WALLED",,,0,"John Wieczorek","2017-08-25"
"BURSA 4 X 3 MM;",,,0,"John Wieczorek","2017-08-25"
"BURSA 4 X 3 MM; SKULL 10% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 4 X 3 MM; SKULL 100% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 4 X 3 MM; SKULL 20% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 4 X 3 MM; SKULL 25% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 4 X 3 MM; SKULL 40% PNEUM",,,0,"John Wieczorek","2017-08-25"
"BURSA 4 X 3 MM; SKULL 50% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 4 X 3 MM; SKULL 65% PNEUM",,,0,"John Wieczorek","2017-08-25"
"BURSA 4 X 3 MM; SKULL 75% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 4 X 4 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 4 X 4 MM;",,,0,"John Wieczorek","2017-08-25"
"BURSA 4 X 4 MM; FEMALE/IMMATURE ",,,0,"John Wieczorek","2017-08-25"
"BURSA 4 X 4 MM; SKULL 100% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 4 X 4 MM; SKULL 25% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 4 X 4 MM; SKULL 25% PNEUM.",,,0,"John Wieczorek","2017-08-25"
"BURSA 4 X 4 MM; SKULL 50% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 4 X 5 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 4 X 5 MM; SKULL 75% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 4 X 6 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 4 X 6 MM; SKULL 100% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 4 X 7 MM;",,,0,"John Wieczorek","2017-08-25"
"BURSA 4 X2  MM.;",,,0,"John Wieczorek","2017-08-25"
"BURSA 40 X 20 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 5 MM DIAM AT BASE, 10 MM L",,,0,"John Wieczorek","2017-08-25"
"BURSA 5 MM DIAM, 6 MM LONG",,,0,"John Wieczorek","2017-08-25"
"BURSA 5 X 10 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 5 X 12 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 5 X 18 MM.",,,0,"John Wieczorek","2017-08-25"
"BURSA 5 X 2 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 5 X 2 MM, SKULL 80% PNEUM",,,0,"John Wieczorek","2017-08-25"
"BURSA 5 X 2 MM;",,,0,"John Wieczorek","2017-08-25"
"BURSA 5 X 2 MM; SKULL 10% OSS",,,0,"John Wieczorek","2017-08-25"
"BURSA 5 X 2 MM; SKULL 5% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 5 X 2.5 MM; SKULL 100 % OS",,,0,"John Wieczorek","2017-08-25"
"BURSA 5 X 3 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 5 X 3 MM;",,,0,"John Wieczorek","2017-08-25"
"BURSA 5 X 3 MM; SKULL 0% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 5 X 3 MM; SKULL 100% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 5 X 3 MM; SKULL 100% PNEUM",,,0,"John Wieczorek","2017-08-25"
"BURSA 5 X 3 MM; SKULL 20% OSS.; ",,,0,"John Wieczorek","2017-08-25"
"BURSA 5 X 3 MM; SKULL 5% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 5 X 3 MM; SKULL 95% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 5 X 4 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 5 X 4 MM [?]; SKULL 25 % O",,,0,"John Wieczorek","2017-08-25"
"BURSA 5 X 4 MM;",,,0,"John Wieczorek","2017-08-25"
"BURSA 5 X 4 MM; SKULL 0% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 5 X 4 MM; SKULL 10% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 5 X 4 MM; SKULL 25% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 5 X 4 MM; SKULL 75% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 5 X 4 MM; SKULL 90% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 5 X 4 MM; SKULL UNOSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 5 X 5 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 5 X 5 MM [?-AWK]",,,0,"John Wieczorek","2017-08-25"
"BURSA 5 X 5 MM, SKULL 15% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 5 X 5 MM, SKULL 20% PNEUM",,,0,"John Wieczorek","2017-08-25"
"BURSA 5 X 5 MM; SKULL 100% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 5 X 5 MM; SKULL 100% PNEUM",,,0,"John Wieczorek","2017-08-25"
"BURSA 5 X 5 MM; SKULL 95% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 5 X 5 X 3.5 MM; SKULL 10% ",,,0,"John Wieczorek","2017-08-25"
"BURSA 5 X 6 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 5 X 6 MM, SKULL 70% PNEUM",,,0,"John Wieczorek","2017-08-25"
"BURSA 5 X 6 MM, SKULL 85% PNEUM",,,0,"John Wieczorek","2017-08-25"
"BURSA 5 X 7 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 5 X 7 MM;",,,0,"John Wieczorek","2017-08-25"
"BURSA 5 X 7 MM; SKULL 100% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 5 X 9 MM;",,,0,"John Wieczorek","2017-08-25"
"BURSA 54 X 3 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 6 MM DIAM, 5 MM LONG, SKUL",,,0,"John Wieczorek","2017-08-25"
"BURSA 6 MM WIDE AT BASE, 10 MM L",,,0,"John Wieczorek","2017-08-25"
"BURSA 6 MM WIDE AT BASE, 12 MM L",,,0,"John Wieczorek","2017-08-25"
"BURSA 6 MM WIDE AT BASE, 6 MM LO",,,0,"John Wieczorek","2017-08-25"
"BURSA 6 MM WIDE AT BASE, 9 MM LO",,,0,"John Wieczorek","2017-08-25"
"BURSA 6 X 2 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 6 X 2 MM;",,,0,"John Wieczorek","2017-08-25"
"BURSA 6 X 2 MM; SKULL 2% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 6 X 3 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 6 X 3 MM;",,,0,"John Wieczorek","2017-08-25"
"BURSA 6 X 3 MM; SKULL 0% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 6 X 3 MM; SKULL 100% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 6 X 3 MM; SKULL 5 % PNEUM",,,0,"John Wieczorek","2017-08-25"
"BURSA 6 X 4 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 6 X 4 MM;",,,0,"John Wieczorek","2017-08-25"
"BURSA 6 X 4 MM; SKULL 10% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 6 X 4 MM; SKULL 25% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 6 X 4 MM; SKULL 5% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 6 X 4 MM; SKULL 75 % OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 6 X 4 MM; SKULL 90% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 6 X 5 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 6 X 5 MM;",,,0,"John Wieczorek","2017-08-25"
"BURSA 6 X 5 MM; SKULL 60% PNEUM",,,0,"John Wieczorek","2017-08-25"
"BURSA 6 X 5 MM; SKULL 75% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 6 X 6 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 6 X 6 MM.;",,,0,"John Wieczorek","2017-08-25"
"BURSA 6 X 6 MM;",,,0,"John Wieczorek","2017-08-25"
"BURSA 6 X 6 MM; SKULL 5% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 6 X 7 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 6 X 7 MM, SKULL 100% PNEUM",,,0,"John Wieczorek","2017-08-25"
"BURSA 6 X 8 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 6 X 8 MM; SKULL 80% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 6 X 9 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 7 MM DIAM, 8 MM LONG",,,0,"John Wieczorek","2017-08-25"
"BURSA 7 X 13 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 7 X 2 MM; SKULL 0% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 7 X 3 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 7 X 3 MM;",,,0,"John Wieczorek","2017-08-25"
"BURSA 7 X 3 MM; SKULL 100% OSS.",,,0,"John Wieczorek","2017-08-25"
"BURSA 7 X 3 MM; SKULL 60% PNEUM",,,0,"John Wieczorek","2017-08-25"
"BURSA 7 X 4 MM",,,0,"John Wieczorek","2017-08-25"
"BURSA 7 X 4 MM, SKULL 5% PNEUM; ",,,0,"John Wieczorek","2017-08-25"
"BURSA 7 X 4 MM;",,,0,"John Wieczorek","2017-08-25"
