"verbatimReproductiveCondition","standardReproductiveCondition","uri","checked","opinionBy","opinionDate"
"1L emb",,,0,"John Wieczorek","2017-08-25"
"1L, 3R, embryos",,,0,"John Wieczorek","2017-08-25"
"1L+1R=2 fetus, CR=17mm",,,0,"John Wieczorek","2017-08-25"
"1L+1R=2, CR=2.5mm",,,0,"John Wieczorek","2017-08-25"
"1L+3R",,,0,"John Wieczorek","2017-08-25"
"1L+3R embryos, 10mm SW",,,0,"John Wieczorek","2017-08-25"
"1L+3R embryos, 14mm SW, 12mm CR",,,0,"John Wieczorek","2017-08-25"
"1L+3R embryos, 3+mm SW",,,0,"John Wieczorek","2017-08-25"
"1L+3R embryos, 33mm SW, 35mm CR",,,0,"John Wieczorek","2017-08-25"
"1L+4R embryos, 21mm SW, 18mm CR",,,0,"John Wieczorek","2017-08-25"
"1R necrotic embryo = 0mm, 1L embryo = 12mm",,,0,"John Wieczorek","2017-08-25"
"1R plac scar, 1L emb",,,0,"John Wieczorek","2017-08-25"
"1R, 0L placental scars",,,0,"John Wieczorek","2017-08-25"
"1R, 1L emb.   1: 2 = 6 mammae.",,,0,"John Wieczorek","2017-08-25"
"1R, 2L embryos",,,0,"John Wieczorek","2017-08-25"
"1R, 2L placental scars",,,0,"John Wieczorek","2017-08-25"
"1R, 2L, CR (crown-rump length) =7",,,0,"John Wieczorek","2017-08-25"
"1R, 3L Embryos",,,0,"John Wieczorek","2017-08-25"
"1R, 3L, CR (crown-rump length) =5",,,0,"John Wieczorek","2017-08-25"
"1R,0L emb",,,0,"John Wieczorek","2017-08-25"
"1R,0L plac scar",,,0,"John Wieczorek","2017-08-25"
"1R,1L emb",,,0,"John Wieczorek","2017-08-25"
"1R,1L plac scar",,,0,"John Wieczorek","2017-08-25"
"1R+2L=3 uterine scars",,,0,"John Wieczorek","2017-08-25"
"1x1mm, mostly scrotal",,,0,"John Wieczorek","2017-08-25"
"2 eggs",,,0,"John Wieczorek","2017-08-25"
"2 eggs (12.0mm)",,,0,"John Wieczorek","2017-08-25"
"2 emb",,,0,"John Wieczorek","2017-08-25"
"2 emb 1der 1 izq 6mm","pregnant",,1,"John Wieczorek","2017-08-25"
"2 emb,  1 X 1; small",,,0,"John Wieczorek","2017-08-25"
"2 emb, 13mm",,,0,"John Wieczorek","2017-08-25"
"2 emb, cr ~ 18 mm",,,0,"John Wieczorek","2017-08-25"
"2 emb.",,,0,"John Wieczorek","2017-08-25"
"2 emb. (10 mm) 1 L, 1 R",,,0,"John Wieczorek","2017-08-25"
"2 emb. (20 mm.)",,,0,"John Wieczorek","2017-08-25"
"2 emb. (8 mm.)",,,0,"John Wieczorek","2017-08-25"
"2 emb.; CR<1 mm",,,0,"John Wieczorek","2017-08-25"
"2 emb.; CR=1 mm",,,0,"John Wieczorek","2017-08-25"
"2 emb.; CR=23 mm",,,0,"John Wieczorek","2017-08-25"
"2 emb.; CR=33 mm",,,0,"John Wieczorek","2017-08-25"
"2 emb; CR-12; CR-6",,,0,"John Wieczorek","2017-08-25"
"2 emb; CR-13",,,0,"John Wieczorek","2017-08-25"
"2 emb; CR-20",,,0,"John Wieczorek","2017-08-25"
"2 emb; CR-4",,,0,"John Wieczorek","2017-08-25"
"2 emb; CR-5",,,0,"John Wieczorek","2017-08-25"
"2 embryos",,,0,"John Wieczorek","2017-08-25"
"2 embryos (JEB 1232a & b)",,,0,"John Wieczorek","2017-08-25"
"2 embryos 37mm;",,,0,"John Wieczorek","2017-08-25"
"2 embryos 6mm long;",,,0,"John Wieczorek","2017-08-25"
"2 Embryos 6x4mm",,,0,"John Wieczorek","2017-08-25"
"2 embryos right uterus, 1 embryo left uterus;",,,0,"John Wieczorek","2017-08-25"
"2 embryos, 10mm",,,0,"John Wieczorek","2017-08-25"
"2 embryos, 12mm",,,0,"John Wieczorek","2017-08-25"
"2 embryos, 13mm",,,0,"John Wieczorek","2017-08-25"
"2 embryos, 15mm",,,0,"John Wieczorek","2017-08-25"
"2 embryos, 18mm",,,0,"John Wieczorek","2017-08-25"
"2 embryos, 20mm",,,0,"John Wieczorek","2017-08-25"
"2 embryos, 22mm",,,0,"John Wieczorek","2017-08-25"
"2 embryos, 28mm",,,0,"John Wieczorek","2017-08-25"
"2 embryos, 28mm, long white nipples",,,0,"John Wieczorek","2017-08-25"
"2 embryos, 2mm",,,0,"John Wieczorek","2017-08-25"
"2 embryos, 3 mm",,,0,"John Wieczorek","2017-08-25"
"2 embryos, 30 mm",,,0,"John Wieczorek","2017-08-25"
"2 embryos, 30mm",,,0,"John Wieczorek","2017-08-25"
"2 embryos, 40 mm",,,0,"John Wieczorek","2017-08-25"
"2 embryos, 4mm",,,0,"John Wieczorek","2017-08-25"
"2 embryos, 5 mm",,,0,"John Wieczorek","2017-08-25"
"2 embryos, 5mm",,,0,"John Wieczorek","2017-08-25"
"2 embryos, 6mm",,,0,"John Wieczorek","2017-08-25"
"2 embryos, 8mm",,,0,"John Wieczorek","2017-08-25"
"2 embryos, 8mm (others possibly crushed)",,,0,"John Wieczorek","2017-08-25"
"2 embryos, L:38x19, R:9",,,0,"John Wieczorek","2017-08-25"
"2 embryos, mammae P1/1",,,0,"John Wieczorek","2017-08-25"
"2 embryos, uterus very small",,,0,"John Wieczorek","2017-08-25"
"2 embryos: 10mm",,,0,"John Wieczorek","2017-08-25"
"2 embryos: 12mm",,,0,"John Wieczorek","2017-08-25"
"2 embryos: 15 mm",,,0,"John Wieczorek","2017-08-25"
"2 embryos: 15mm",,,0,"John Wieczorek","2017-08-25"
"2 embryos: 16mm",,,0,"John Wieczorek","2017-08-25"
"2 embryos: 18mm",,,0,"John Wieczorek","2017-08-25"
"2 embryos: L-1, R-1",,,0,"John Wieczorek","2017-08-25"
"2 embryos;11mm",,,0,"John Wieczorek","2017-08-25"
"2 embs",,,0,"John Wieczorek","2017-08-25"
"2 embs X 10, no lact.",,,0,"John Wieczorek","2017-08-25"
"2 embs, 1 R: 15 mm, 1 L",,,0,"John Wieczorek","2017-08-25"
"2 embs, 1 X 1; cr = 3",,,0,"John Wieczorek","2017-08-25"
"2 embs, 16 mm",,,0,"John Wieczorek","2017-08-25"
"2 embs, cr X 25",,,0,"John Wieczorek","2017-08-25"
"2 embs.",,,0,"John Wieczorek","2017-08-25"
"2 embs., 0 X 2, CR = 12",,,0,"John Wieczorek","2017-08-25"
"2 embs., 1 L, 1 R, 13 mm",,,0,"John Wieczorek","2017-08-25"
"2 embs., 2  R, 6 mm",,,0,"John Wieczorek","2017-08-25"
"2 embs., 2 R, 5 mm; lact.",,,0,"John Wieczorek","2017-08-25"
"2 embs., 2 R, 9 mm",,,0,"John Wieczorek","2017-08-25"
"2 embs., 26 scars",,,0,"John Wieczorek","2017-08-25"
"2 embs., cr = 110 mm",,,0,"John Wieczorek","2017-08-25"
"2 embs., cr = 12 mm",,,0,"John Wieczorek","2017-08-25"
"2 embs., cr = 35 mm",,,0,"John Wieczorek","2017-08-25"
"2 embs., cr = 9 mm",,,0,"John Wieczorek","2017-08-25"
"2 embs., CR=7",,,0,"John Wieczorek","2017-08-25"
"2 embs/ 2L",,,0,"John Wieczorek","2017-08-25"
"2 embs/0 X 2/cr = 12 mm",,,0,"John Wieczorek","2017-08-25"
"2 embs/1 R/1 L/cr = 1 mm",,,0,"John Wieczorek","2017-08-25"
"2 embs/1 R/1 L/cr = 12 mm",,,0,"John Wieczorek","2017-08-25"
"2 embs/1 R/1 L/cr = 17 mm",,,0,"John Wieczorek","2017-08-25"
"2 embs/1 R/1 L/cr = 21 mm",,,0,"John Wieczorek","2017-08-25"
"2 embs/1 R/1 L/cr = 22 mm",,,0,"John Wieczorek","2017-08-25"
"2 embs/1 R/1 L/cr = 25 mm",,,0,"John Wieczorek","2017-08-25"
"2 embs/1 R/1 L/cr 7 mm",,,0,"John Wieczorek","2017-08-25"
"2 embs/1L+1R/cr=X30.5mm",,,0,"John Wieczorek","2017-08-25"
"2 embs/1R + 1L",,,0,"John Wieczorek","2017-08-25"
"2 Embs/1R/1L",,,0,"John Wieczorek","2017-08-25"
"2 embs/1R/1L/cr=22mm",,,0,"John Wieczorek","2017-08-25"
"2 embs/2 R/cr = 15 mm",,,0,"John Wieczorek","2017-08-25"
"2 embs/2 R/cr = 24 mm",,,0,"John Wieczorek","2017-08-25"
"2 embs/2L+3R/cr = X 11 mm",,,0,"John Wieczorek","2017-08-25"
"2 embs/2R + 0L/cr=X24mm",,,0,"John Wieczorek","2017-08-25"
"2 embs/2R/cr = 24 mm",,,0,"John Wieczorek","2017-08-25"
"2 embs/2R+0L/cr = 14mm",,,0,"John Wieczorek","2017-08-25"
"2 embs/3 L/cr = 6 mm",,,0,"John Wieczorek","2017-08-25"
"2 embs/cr = 16 mm",,,0,"John Wieczorek","2017-08-25"
"2 embs/cr = 22 mm",,,0,"John Wieczorek","2017-08-25"
"2 embs/cr = X 11 mm",,,0,"John Wieczorek","2017-08-25"
"2 embs/cr = X 9 mm",,,0,"John Wieczorek","2017-08-25"
"2 embs/cr X 20 mm",,,0,"John Wieczorek","2017-08-25"
"2 embs: 1 L, 1 R, 5 mm",,,0,"John Wieczorek","2017-08-25"
"2 embs: 1 R, 1 L (cr=2)",,,0,"John Wieczorek","2017-08-25"
"2 embs: 1(L)&1(R)=20mm",,,0,"John Wieczorek","2017-08-25"
"2 embs: 1(L)&1(R)=26mm",,,0,"John Wieczorek","2017-08-25"
"2 embs: 1(L)&1(R)=30mm",,,0,"John Wieczorek","2017-08-25"
"2 embs: 1(L)&1(R)=3mm",,,0,"John Wieczorek","2017-08-25"
"2 embs: 1(L)&1(R)=6mm",,,0,"John Wieczorek","2017-08-25"
"2 embs: 1(R)&1(L); cr=1mm",,,0,"John Wieczorek","2017-08-25"
"2 embs: 1(R)&1(L)=5mm",,,0,"John Wieczorek","2017-08-25"
"2 embs: 1(R), 1(L)= 5mm",,,0,"John Wieczorek","2017-08-25"
"2 embs: 10mm",,,0,"John Wieczorek","2017-08-25"
"2 embs: 11mm",,,0,"John Wieczorek","2017-08-25"
"2 embs: 16mm",,,0,"John Wieczorek","2017-08-25"
"2 embs: 1L&1R=25mm",,,0,"John Wieczorek","2017-08-25"
"2 embs: 1lf & 1rt = 30mm",,,0,"John Wieczorek","2017-08-25"
"2 embs: 1lf&1rt, cr=10mm",,,0,"John Wieczorek","2017-08-25"
"2 embs: 1lf&1rt, cr=19mm",,,0,"John Wieczorek","2017-08-25"
"2 embs: 1lf,1rt 20x7",,,0,"John Wieczorek","2017-08-25"
"2 embs: 1lf,1rt 40mm",,,0,"John Wieczorek","2017-08-25"
"2 embs: 1R, 1L (CR=10)",,,0,"John Wieczorek","2017-08-25"
"2 embs: 1R, 1L, 18 mm",,,0,"John Wieczorek","2017-08-25"
"2 embs: 1R, 1L; CR= 14 mm",,,0,"John Wieczorek","2017-08-25"
"2 embs: 1rt & 1lf",,,0,"John Wieczorek","2017-08-25"
"2 embs: 1rt&1lf (not dev)",,,0,"John Wieczorek","2017-08-25"
"2 embs: 1rt&1lf >5mm",,,0,"John Wieczorek","2017-08-25"
"2 embs: 1rt, 1lf, 18 mm",,,0,"John Wieczorek","2017-08-25"
"2 embs: 1rt+1lf",,,0,"John Wieczorek","2017-08-25"
"2 embs: 2L, 0R; CR=3mm",,,0,"John Wieczorek","2017-08-25"
"2 embs: 4mm",,,0,"John Wieczorek","2017-08-25"
"2 embs: 5mm",,,0,"John Wieczorek","2017-08-25"
"2 embs: 8mm",,,0,"John Wieczorek","2017-08-25"
"2 embs: CR=16mm",,,0,"John Wieczorek","2017-08-25"
"2 embs: CR=22mm",,,0,"John Wieczorek","2017-08-25"
"2 embs: CR=30mm",,,0,"John Wieczorek","2017-08-25"
"2 embs: CR=40mm",,,0,"John Wieczorek","2017-08-25"
"2 embs:1(R)&1(L)",,,0,"John Wieczorek","2017-08-25"
"2 embs:1(R)&1(L); CR=18mm",,,0,"John Wieczorek","2017-08-25"
"2 embs:1(R)&1(L)=11mm",,,0,"John Wieczorek","2017-08-25"
"2 embs:1(R)&1(L)=20mm",,,0,"John Wieczorek","2017-08-25"
"2 embs:1(R),1(L);CR<1mm",,,0,"John Wieczorek","2017-08-25"
"2 embs:1x1: CR=3",,,0,"John Wieczorek","2017-08-25"
"2 embs:CR=1mm",,,0,"John Wieczorek","2017-08-25"
"2 embs; CR=11mm",,,0,"John Wieczorek","2017-08-25"
"2 embs; CR=1mm",,,0,"John Wieczorek","2017-08-25"
"2 embs; CR=22mm",,,0,"John Wieczorek","2017-08-25"
"2 embs; CR=23mm",,,0,"John Wieczorek","2017-08-25"
"2 embs; CR=31mm",,,0,"John Wieczorek","2017-08-25"
"2 embs; CR=3mm",,,0,"John Wieczorek","2017-08-25"
"2 embs; CR=45mm",,,0,"John Wieczorek","2017-08-25"
"2 embs; CR=4mm",,,0,"John Wieczorek","2017-08-25"
"2 embs=23mm",,,0,"John Wieczorek","2017-08-25"
"2 fetus L horn",,,0,"John Wieczorek","2017-08-25"
"2 fetus L horn, 0 fetus R horn",,,0,"John Wieczorek","2017-08-25"
"2 fetus L horn, 1 fetus R horn",,,0,"John Wieczorek","2017-08-25"
"2 fetus L horn, 1 fetus R horn, CR=8mm",,,0,"John Wieczorek","2017-08-25"
"2 fetus L horn, 2 fetus R horn",,,0,"John Wieczorek","2017-08-25"
"2 fetus L-horn",,,0,"John Wieczorek","2017-08-25"
"2 fetus R horn",,,0,"John Wieczorek","2017-08-25"
"2 fetus R horn, 1 fetus L horn",,,0,"John Wieczorek","2017-08-25"
"2 fetus R horn, 1 fetus L horn, CR=8mm",,,0,"John Wieczorek","2017-08-25"
"2 fetus R horn, 2 fetus L horn",,,0,"John Wieczorek","2017-08-25"
"2 fetus R-horn",,,0,"John Wieczorek","2017-08-25"
"2 fetus: L-1, R-1, CR= 13mm",,,0,"John Wieczorek","2017-08-25"
"2 fetuses recovered from abdomen",,,0,"John Wieczorek","2017-08-25"
"2 fetuses, L horn",,,0,"John Wieczorek","2017-08-25"
"2 fetuses: L-1, R-1; CR= 8mm",,,0,"John Wieczorek","2017-08-25"
"2 foetuses",,,0,"John Wieczorek","2017-08-25"
"2 immature, 1 adult",,,0,"John Wieczorek","2017-08-25"
"2 joeys in pouch",,,0,"John Wieczorek","2017-08-25"
"2 joeys in pouch [91-31-8-x=8.0 g]",,,0,"John Wieczorek","2017-08-25"
"2 juveniles and 1 adult",,,0,"John Wieczorek","2017-08-25"
"2 juveniles and 1 adult (received in flesh)",,,0,"John Wieczorek","2017-08-25"
"2 large em;",,,0,"John Wieczorek","2017-08-25"
"2 large embryos;",,,0,"John Wieczorek","2017-08-25"
"2 lg. eggs",,,0,"John Wieczorek","2017-08-25"
"2 mm",,,0,"John Wieczorek","2017-08-25"
"2 pac scars: 1(L)&1(R)",,,0,"John Wieczorek","2017-08-25"
"2 pac scars:1(L),1(R)",,,0,"John Wieczorek","2017-08-25"
"2 partly developed foetuses;",,,0,"John Wieczorek","2017-08-25"
"2 plac scar",,,0,"John Wieczorek","2017-08-25"
"2 plac scar ?",,,0,"John Wieczorek","2017-08-25"
"2 plac scar 1L 1R",,,0,"John Wieczorek","2017-08-25"
"2 plac scar 2L",,,0,"John Wieczorek","2017-08-25"
"2 plac scar 2L 0R",,,0,"John Wieczorek","2017-08-25"
"2 placental scars",,,0,"John Wieczorek","2017-08-25"
"2 placental scars, right",,,0,"John Wieczorek","2017-08-25"
"2 pouch young",,,0,"John Wieczorek","2017-08-25"
"2 prs. mammae",,,0,"John Wieczorek","2017-08-25"
"2 Rt , 0 Lt plac scars",,,0,"John Wieczorek","2017-08-25"
"2 rt 1 lf, fresh scars",,,0,"John Wieczorek","2017-08-25"
"2 scars",,,0,"John Wieczorek","2017-08-25"
"2 scars, 2 R; lact.",,,0,"John Wieczorek","2017-08-25"
"2 scars, 2R",,,0,"John Wieczorek","2017-08-25"
"2 scars: 1 rt, lf",,,0,"John Wieczorek","2017-08-25"
"2 scars: 1(R), 1(L)",,,0,"John Wieczorek","2017-08-25"
"2 shelled eggs in oviduct",,,0,"John Wieczorek","2017-08-25"
"2 sm. embryo",,,0,"John Wieczorek","2017-08-25"
"2 sm. embs; not lact.",,,0,"John Wieczorek","2017-08-25"
"2 small embs.",,,0,"John Wieczorek","2017-08-25"
"2 teats in pouch",,,0,"John Wieczorek","2017-08-25"
"2 uterine scars",,,0,"John Wieczorek","2017-08-25"
"2 X 11",,,0,"John Wieczorek","2017-08-25"
"2 young",,,0,"John Wieczorek","2017-08-25"
"2 yrs old",,,0,"John Wieczorek","2017-08-25"
"20 x 6 mm",,,0,"John Wieczorek","2017-08-25"
"20-25 kg",,,0,"John Wieczorek","2017-08-25"
"21",,,0,"John Wieczorek","2017-08-25"
"2-20mm embryos",,,0,"John Wieczorek","2017-08-25"
"222-64-32-0",,,0,"John Wieczorek","2017-08-25"
"24 developing young",,,0,"John Wieczorek","2017-08-25"
"2-4? scars",,,0,"John Wieczorek","2017-08-25"
"246 mm",,,0,"John Wieczorek","2017-08-25"
"2-4mm",,,0,"John Wieczorek","2017-08-25"
"2-5 mm embryos",,,0,"John Wieczorek","2017-08-25"
"2-5mm embyros",,,0,"John Wieczorek","2017-08-25"
"25x12mm, abdominal",,,0,"John Wieczorek","2017-08-25"
"2-6mm embyros",,,0,"John Wieczorek","2017-08-25"
"28 kg",,,0,"John Wieczorek","2017-08-25"
"29.5 kg",,,0,"John Wieczorek","2017-08-25"
"2embs/1R+1L/R=15mm/L=14mm",,,0,"John Wieczorek","2017-08-25"
"2L emb, 1R,1L plac scar",,,0,"John Wieczorek","2017-08-25"
"2L, 0R, CR (crown-rump length) =21",,,0,"John Wieczorek","2017-08-25"
"2L, 1R embs",,,0,"John Wieczorek","2017-08-25"
"2L, 3R embryos",,,0,"John Wieczorek","2017-08-25"
"2L,0R emb",,,0,"John Wieczorek","2017-08-25"
"2L+2R embryos, 10mm SW",,,0,"John Wieczorek","2017-08-25"
"2L+2R embryos, 6.5mm SW",,,0,"John Wieczorek","2017-08-25"
"2L+3R embryos, 17mm SW, 14mm CR",,,0,"John Wieczorek","2017-08-25"
"2L+3R embryos, 18mm SW, 17mm CR",,,0,"John Wieczorek","2017-08-25"
"2L+3R embryos, 23mm SW, 21mm CR",,,0,"John Wieczorek","2017-08-25"
"2L+3R=5",,,0,"John Wieczorek","2017-08-25"
"2L+4R embryos, 3mm SW",,,0,"John Wieczorek","2017-08-25"
"2mm uterus",,,0,"John Wieczorek","2017-08-25"
"2R + 3L",,,0,"John Wieczorek","2017-08-25"
"2R, 1L, CR (crown-rump length) = 11",,,0,"John Wieczorek","2017-08-25"
"2R, 1L, CR (crown-rump length) =?",,,0,"John Wieczorek","2017-08-25"
"2R, 2L",,,0,"John Wieczorek","2017-08-25"
"2R, 2L, CR (crown-rump length) =10",,,0,"John Wieczorek","2017-08-25"
"2R, 2L, CR (crown-rump length) =11",,,0,"John Wieczorek","2017-08-25"
"2R, 3L embryos",,,0,"John Wieczorek","2017-08-25"
"2R, 3L embryos; CR (crown-rump length) = 3",,,0,"John Wieczorek","2017-08-25"
"2R, 3L embryos? or scars, lactating",,,0,"John Wieczorek","2017-08-25"
"2R, 4L; CR (crown-rump length) = 8",,,0,"John Wieczorek","2017-08-25"
"2R, 7L placental scars",,,0,"John Wieczorek","2017-08-25"
"2R,0L emb",,,0,"John Wieczorek","2017-08-25"
"2R,0L plac scar",,,0,"John Wieczorek","2017-08-25"
"2R,2L emb",,,0,"John Wieczorek","2017-08-25"
"2R,5L plac scar",,,0,"John Wieczorek","2017-08-25"
"2rt, 2lt embs",,,0,"John Wieczorek","2017-08-25"
"2x1 R",,,0,"John Wieczorek","2017-08-25"
"2x1mm testes",,,0,"John Wieczorek","2017-08-25"
"3  fetus R horn, CR=7mm",,,0,"John Wieczorek","2017-08-25"
"3 E",,,0,"John Wieczorek","2017-08-25"
"3 Emb",,,0,"John Wieczorek","2017-08-25"
"3 emb 0L 3R; resorbed emb 1L 1R; CR-7; mammary tissue present",,,0,"John Wieczorek","2017-08-25"
"3 emb 1L 2 R; CR-13; lactating",,,0,"John Wieczorek","2017-08-25"
"3 emb 1L 2R; CR-1",,,0,"John Wieczorek","2017-08-25"
"3 emb 1L 2R; CR-13",,,0,"John Wieczorek","2017-08-25"
"3 emb 1L 2R; CR-15",,,0,"John Wieczorek","2017-08-25"
"3 emb 1L 2R; CR-20",,,0,"John Wieczorek","2017-08-25"
"3 emb 2L 1R",,,0,"John Wieczorek","2017-08-25"
"3 emb 2L 1R; CR-13",,,0,"John Wieczorek","2017-08-25"
"3 emb 3L 0R; CR-3",,,0,"John Wieczorek","2017-08-25"
"3 emb 3L 0R; CR-9",,,0,"John Wieczorek","2017-08-25"
"3 emb. (10 mm.) 2 L, 1 R",,,0,"John Wieczorek","2017-08-25"
"3 emb. (12 mm.)",,,0,"John Wieczorek","2017-08-25"
"3 emb. (15 mm)",,,0,"John Wieczorek","2017-08-25"
"3 emb. (17 mm) 1 L, 2 R",,,0,"John Wieczorek","2017-08-25"
"3 emb. (25 mm)",,,0,"John Wieczorek","2017-08-25"
"3 emb., cr = 17 mm",,,0,"John Wieczorek","2017-08-25"
"3 emb., CR = 25mm",,,0,"John Wieczorek","2017-08-25"
"3 emb/cr = X 8 mm",,,0,"John Wieczorek","2017-08-25"
"3 emb; CR-13",,,0,"John Wieczorek","2017-08-25"
"3 emb; CR-18",,,0,"John Wieczorek","2017-08-25"
"3 emb; CR-40",,,0,"John Wieczorek","2017-08-25"
"3 emb; CR-5",,,0,"John Wieczorek","2017-08-25"
"3 Embryo",,,0,"John Wieczorek","2017-08-25"
"3 embryo L, 2 embryo R, 3 mm;",,,0,"John Wieczorek","2017-08-25"
"3 embryos",,,0,"John Wieczorek","2017-08-25"
"3 embryos (10mmSW)",,,0,"John Wieczorek","2017-08-25"
"3 embryos 20mm",,,0,"John Wieczorek","2017-08-25"
"3 embryos present 16x9mm",,,0,"John Wieczorek","2017-08-25"
"3 embryos present;",,,0,"John Wieczorek","2017-08-25"
"3 embryos R, 2L; embryos = 22 each;",,,0,"John Wieczorek","2017-08-25"
"3 embryos X 15",,,0,"John Wieczorek","2017-08-25"
"3 embryos, (12, 12, 6)mm",,,0,"John Wieczorek","2017-08-25"
"3 embryos, ~12mm",,,0,"John Wieczorek","2017-08-25"
"3 embryos, 10mm",,,0,"John Wieczorek","2017-08-25"
"3 embryos, 15mm",,,0,"John Wieczorek","2017-08-25"
"3 embryos, 17 mm in left horn",,,0,"John Wieczorek","2017-08-25"
"3 embryos, 18 mm",,,0,"John Wieczorek","2017-08-25"
"3 embryos, 20mm",,,0,"John Wieczorek","2017-08-25"
"3 embryos, 22 mm",,,0,"John Wieczorek","2017-08-25"
"3 embryos, 27mm",,,0,"John Wieczorek","2017-08-25"
"3 embryos, 3x5mm",,,0,"John Wieczorek","2017-08-25"
"3 embryos, 4mm",,,0,"John Wieczorek","2017-08-25"
"3 embryos, 5mm",,,0,"John Wieczorek","2017-08-25"
"3 embryos, 6mm",,,0,"John Wieczorek","2017-08-25"
"3 embryos, 8mm",,,0,"John Wieczorek","2017-08-25"
"3 embryos, 9mm",,,0,"John Wieczorek","2017-08-25"
"3 embryos: 10mm",,,0,"John Wieczorek","2017-08-25"
"3 embryos: 15mm",,,0,"John Wieczorek","2017-08-25"
"3 embryos: 1x1mm",,,0,"John Wieczorek","2017-08-25"
"3 embryos: 2R-10mm,1L-8mm",,,0,"John Wieczorek","2017-08-25"
"3 embryos: L- 5x4mm, R- 5x3mm",,,0,"John Wieczorek","2017-08-25"
"3 embryos: L-2, R-1",,,0,"John Wieczorek","2017-08-25"
"3 embryos: R(11), L(14)",,,0,"John Wieczorek","2017-08-25"
"3 embryos: R-2, L-1",,,0,"John Wieczorek","2017-08-25"
"3 embryos;",,,0,"John Wieczorek","2017-08-25"
"3 embryos; 20mm",,,0,"John Wieczorek","2017-08-25"
"3 embryos; 40mm",,,0,"John Wieczorek","2017-08-25"
"3 embryos; R-2, L-1",,,0,"John Wieczorek","2017-08-25"
"3 embs",,,0,"John Wieczorek","2017-08-25"
"3 embs, 12mm",,,0,"John Wieczorek","2017-08-25"
"3 embs, 3mm",,,0,"John Wieczorek","2017-08-25"
"3 embs, 8X8, 20X11, 20X11",,,0,"John Wieczorek","2017-08-25"
"3 embs, CR=5mm",,,0,"John Wieczorek","2017-08-25"
"3 embs.",,,0,"John Wieczorek","2017-08-25"
"3 embs. small",,,0,"John Wieczorek","2017-08-25"
"3 embs., 11X10 mm ca.",,,0,"John Wieczorek","2017-08-25"
"3 embs., 2 L, 1 R, 10 mm",,,0,"John Wieczorek","2017-08-25"
"3 embs., 2 R, 1 L, 4 mm",,,0,"John Wieczorek","2017-08-25"
"3 embs., 2 R, 1 L, 9mm",,,0,"John Wieczorek","2017-08-25"
"3 embs., 3 R, 10 mm",,,0,"John Wieczorek","2017-08-25"
"3 embs., 3 R, 8 mm",,,0,"John Wieczorek","2017-08-25"
"3 embs., CR=49",,,0,"John Wieczorek","2017-08-25"
"3 embs/1 L/2 R/cr = X 2mm",,,0,"John Wieczorek","2017-08-25"
"3 embs/1 R/2 L/cr = 14 mm",,,0,"John Wieczorek","2017-08-25"
"3 embs/1R + 2L/cr=X5mm",,,0,"John Wieczorek","2017-08-25"
"3 embs/1R/2L",,,0,"John Wieczorek","2017-08-25"
"3 embs/1R+2L/cr = X 12 mm",,,0,"John Wieczorek","2017-08-25"
"3 embs/1R+2L/cr=11mm",,,0,"John Wieczorek","2017-08-25"
"3 embs/1R+2L/cr=X10.5mm",,,0,"John Wieczorek","2017-08-25"
"3 embs/2 R/1 L/cr = 1 mm",,,0,"John Wieczorek","2017-08-25"
"3 embs/2 R/1 L/cr = 11 mm",,,0,"John Wieczorek","2017-08-25"
"3 embs/2 R/1 L/cr = 12 mm",,,0,"John Wieczorek","2017-08-25"
"3 embs/2 R/1 L/cr = 14 mm",,,0,"John Wieczorek","2017-08-25"
"3 embs/2 R/1 L/cr = 19 mm",,,0,"John Wieczorek","2017-08-25"
"3 embs/2 R/2 L/cr < 1 mm",,,0,"John Wieczorek","2017-08-25"
"3 embs/2 R/2 L/cr = 11 mm",,,0,"John Wieczorek","2017-08-25"
"3 embs/2 R/2 L/cr = 14 mm",,,0,"John Wieczorek","2017-08-25"
"3 embs/2L+2R/cr=X34mm",,,0,"John Wieczorek","2017-08-25"
"3 embs/2R+1L/cr = X 19 mm",,,0,"John Wieczorek","2017-08-25"
"3 embs/2R+2L",,,0,"John Wieczorek","2017-08-25"
"3 embs/3 L/cr > 2 mm",,,0,"John Wieczorek","2017-08-25"
"3 embs/3 R/cr = 22 mm",,,0,"John Wieczorek","2017-08-25"
"3 embs/3L/cr = 17 mm",,,0,"John Wieczorek","2017-08-25"
"3 embs/3R/cr = X 5 mm",,,0,"John Wieczorek","2017-08-25"
"3 embs/3R+1L/cr=X12mm",,,0,"John Wieczorek","2017-08-25"
"3 embs/cr - X 1 mm",,,0,"John Wieczorek","2017-08-25"
"3 embs/cr = 26 mm",,,0,"John Wieczorek","2017-08-25"
"3 embs/cr = 28 mm",,,0,"John Wieczorek","2017-08-25"
"3 embs/cr = 33 mm",,,0,"John Wieczorek","2017-08-25"
"3 embs/cr = 7 mm",,,0,"John Wieczorek","2017-08-25"
"3 embs/cr = X 11 mm",,,0,"John Wieczorek","2017-08-25"
"3 embs/cr X 15 mm",,,0,"John Wieczorek","2017-08-25"
"3 embs: 1(L)&2(R)",,,0,"John Wieczorek","2017-08-25"
"3 embs: 1(R) & 2(L)",,,0,"John Wieczorek","2017-08-25"
"3 embs: 1(R)&2(L)=5mm",,,0,"John Wieczorek","2017-08-25"
"3 embs: 15mm",,,0,"John Wieczorek","2017-08-25"
