"verbatimSex","standardSex","uri","checked","opinionBy","opinionDate"
"unknowable","indeterminable",,1,"John Wieczorek","2017-08-25"
"Unknowm","unknown",,1,"John Wieczorek","2017-08-25"
"unknown","unknown",,1,"John Wieczorek","2017-08-25"
"unknown (downy young 1-3 days ol","unknown",,1,"John Wieczorek","2017-08-25"
"unknown (juvenile)","unknown",,1,"John Wieczorek","2017-08-25"
"unknown (shot in abdomen)",,,1,"John Wieczorek","2017-08-25"
"unknown , female ?","in question",,1,"John Wieczorek","2017-08-25"
"unknown , male","male",,1,"John Wieczorek","2017-08-25"
"unknown , unknown","unknown",,1,"John Wieczorek","2017-08-25"
"unknown adult","unknown",,1,"John Wieczorek","2017-08-25"
"unknown downy young","unknown",,1,"John Wieczorek","2017-08-25"
"unknown female","female",,1,"John Wieczorek","2017-08-25"
"unknown fledgling","unknown",,1,"John Wieczorek","2017-08-25"
"unknown juvenile","unknown",,1,"John Wieczorek","2017-08-25"
"unknown sex","unknown",,1,"John Wieczorek","2017-08-25"
"unknown(imm.)","unknown",,1,"John Wieczorek","2017-08-25"
"unknown/adult","unknown",,1,"John Wieczorek","2017-08-25"
"unknown; SEE ER","unknown",,1,"John Wieczorek","2017-08-25"
"Unknwon","unknown",,1,"John Wieczorek","2017-08-25"
"Unkown","unknown",,1,"John Wieczorek","2017-08-25"
"Unsexable","indeterminable",,1,"John Wieczorek","2017-08-25"
"Unsexed","unknown",,1,"John Wieczorek","2017-08-25"
"venter immaculate; throat interm",,,1,"John Wieczorek","2017-08-25"
"venter immaculate; throat white ",,,1,"John Wieczorek","2017-08-25"
"Ventral scales black with powder",,,1,"John Wieczorek","2017-08-25"
"Ventral scales powder blue; whit",,,1,"John Wieczorek","2017-08-25"
"ventral scales yellowish-cream w",,,1,"John Wieczorek","2017-08-25"
"Ventrals white & powder blue on ",,,1,"John Wieczorek","2017-08-25"
"winter phase",,,1,"John Wieczorek","2017-08-25"
"with light turquoise dorsal spec",,,1,"John Wieczorek","2017-08-25"
"X",,,1,"John Wieczorek","2017-08-25"
"xxx","unknown",,1,"John Wieczorek","2017-08-25"
"Y.O.Y. female","female",,1,"John Wieczorek","2017-08-25"
"Yankee Pond","unknown",,1,"John Wieczorek","2017-08-25"
"Yearling female","female",,1,"John Wieczorek","2017-08-25"
"yearling?",,,1,"John Wieczorek","2017-08-25"
"Yg","unknown",,1,"John Wieczorek","2017-08-25"
"young",,,1,"John Wieczorek","2017-08-25"
"Young [Female ?]","in question",,1,"John Wieczorek","2017-08-25"
"Young [Sex ?]","in question",,1,"John Wieczorek","2017-08-25"
"Young adult",,,1,"John Wieczorek","2017-08-25"
"Young Adult Male","male",,1,"John Wieczorek","2017-08-25"
"Young Female","female",,1,"John Wieczorek","2017-08-25"
"Young Male","male",,1,"John Wieczorek","2017-08-25"
"yy male","male",,1,"John Wieczorek","2017-08-25"
