"u_datumstr","epsg"
"38488",
"38489",
"38490",
"38491",
"38492",
"38493",
"38494",
"38495",
"38496",
"38497",
"38498",
"38499",
"38500",
"38501",
"38502",
"38503",
"38504",
"38505",
"38506",
"38507",
"38508",
"38509",
"38510",
"38511",
"38512",
"38513",
"38514",
"38515",
"38516",
"38517",
"38518",
"38519",
"38520",
"38521",
"38522",
"38523",
"38524",
"38525",
"38526",
"38527",
"38528",
"38529",
"38530",
"38531",
"38532",
"38533",
"38534",
"38535",
"38536",
"38537",
"38538",
"38539",
"38540",
"38541",
"38542",
"38543",
"38544",
"38545",
"38546",
"38547",
"38548",
"38549",
"38550",
"38551",
"38552",
"38553",
"38554",
"38555",
"38556",
"38557",
"38558",
"38559",
"38560",
"38561",
"38562",
"38563",
"38564",
"38565",
"38566",
"38567",
"38568",
"38569",
"38570",
"38571",
"38572",
"38573",
"38574",
"38575",
"38576",
"38577",
"38578",
"38579",
"38580",
"38581",
"38582",
"38583",
"38584",
"38585",
"38586",
"38587",
"38588",
"38589",
"38590",
"38591",
"38592",
"38593",
"38594",
"38595",
"38596",
"38597",
"38598",
"38599",
"38600",
"38601",
"38602",
"38603",
"38604",
"38605",
"38606",
"38607",
"38608",
"38609",
"38610",
"38611",
"38612",
"38613",
"38614",
"38615",
"38616",
"38617",
"38618",
"3861820",
"38619",
"38620",
"38621",
"38622",
"38623",
"38624",
"38625",
"38626",
"38627",
"38628",
"38629",
"38630",
"38631",
"38632",
"38633",
"38634",
"38635",
"38636",
"38637",
"38638",
"38639",
"38641",
"38642",
"38643",
"38644",
"38645",
"38646",
"38647",
"38648",
"38649",
"38651",
"38652",
"38653",
"38654",
"38655",
"38656",
"38657",
"38658",
"38659",
"38660",
"38661",
"38662",
"38663",
"38664",
"38665",
"38666",
"38667",
"38668",
"38669",
"38670",
"38671",
"38672",
"38673",
"38675",
"38676",
"38677",
"38678",
"38679",
"38680",
"38681",
"38682",
"38683",
"38684",
"38685",
"38686",
"38687",
"38688",
"38689",
"38690",
"38691",
"38692",
"38693",
"38694",
"38695",
"38696",
"38697",
"38698",
"38699",
"38700",
"38701",
"38702",
"38703",
"38704",
"38705",
"38706",
"38707",
"38709",
"38710",
"38711",
"38712",
"38713",
"38714",
"38715",
"38716",
"38717",
"38718",
"38719",
"38720",
"38721",
"38722",
"38723",
"38724",
"38725",
"38726",
"38727",
"38728",
"38729",
"38730",
"38731",
"38732",
"38733",
"38734",
"38735",
"38736",
"38737",
"38738",
"38739",
"38740",
"38741",
"38742",
"38743",
"38744",
"38745",
"38746",
"38747",
"38748",
"38749",
"38750",
"38751",
"38752",
"38753",
"38754",
"38755",
"38756",
"38757",
"38758",
"38759",
"38760",
"38761",
"38762",
"38763",
"38764",
"38765",
"38766",
"38767",
"38768",
"38769",
"38770",
"38771",
"38772",
"38773",
"38774",
"38775",
"38776",
"38777",
"38778",
"38779",
"38780",
"38781",
"38782",
"38783",
"38784",
"38785",
"38786",
"38787",
"38788",
"38789",
"38790",
"38791",
"38792",
"38793",
"38794",
"38795",
"38796",
"38797",
"38798",
"38799",
"38801",
"38802",
"38803",
"38804",
"38805",
"38806",
"38807",
"38808",
"38809",
"38810",
"38811",
"38812",
"38813",
"38814",
"38815",
"38816",
"38817",
"3881783",
"38818",
"38819",
"38820",
"38821",
"38822",
"38823",
"38824",
"38825",
"38826",
"38827",
"38828",
"38829",
"38830",
"38831",
"38832",
"38833",
"38834",
"38835",
"38836",
"38837",
"38839",
"38840",
"38841",
"38842",
"38843",
"38844",
"38845",
"38846",
"38847",
"38848",
"38849",
"38850",
"38851",
"38852",
"38853",
"38854",
"38855",
"38856",
"38857",
"38858",
"38859",
"38860",
"38861",
"38862",
"38863",
"38864",
"38865",
"38866",
"38867",
"38868",
"38869",
"38870",
"38871",
"38873",
"38874",
"38875",
"38876",
"38877",
"38878",
"38879",
"38880",
"38881",
"38882",
"38883",
"38884",
"38885",
"38886",
"38887",
"38888",
"38889",
"38890",
"38891",
"38892",
"38893",
"38894",
"38895",
"38896",
"38897",
"38898",
"38899",
"38900",
"38901",
"38902",
"38903",
"38904",
"38905",
"38906",
"38907",
"38908",
"38909",
"38910",
"38911",
"38912",
"38913",
"38914",
"38915",
"38916",
"38917",
"38918",
"38919",
"38920",
"38921",
"38922",
"38923",
"38924",
"38925",
"38926",
"38927",
"38928",
"38929",
"38930",
"38931",
"38932",
"38933",
"38934",
"38935",
"38936",
"38937",
"38938",
"38939",
"38940",
"38941",
"38942",
"38943",
"38944",
"38945",
"38946",
"38947",
"38948",
"38949",
"38950",
"38951",
"38952",
"38953",
"38954",
"38955",
"38956",
"38957",
"38958",
"38959",
"38960",
"38961",
"38962",
"38963",
"38964",
"38965",
"38966",
"38967",
"38968",
"38969",
"38970",
"38971",
"38972",
"38973",
"38974",
"38975",
"38976",
"38977",
"38978",
"38979",
"38980",
"38981",
"38982",
"38983",
"38984",
"38985",
"38986",
"38987",
"38988",
"38989",
"38990",
"38991",
"38992",
"38993",
"38994",
"38995",
"38996",
"38997",
"38998",
"38999",
"39000",
"39001",
"39002",
"39003",
"39004",
"39005",
"39006",
"39007",
"39008",
"39009",
"39010",
"39011",
"39012",
"39013",
"39014",
"39015",
"39016",
"39017",
"39019",
"39020",
"39021",
"39022",
"39023",
"39024",
"39025",
"39026",
"39027",
"39028",
"39029",
"39030",
"39031",
"39032",
"39033",
"39034",
"39035",
"39036",
"39037",
"39038",
"39039",
"39040",
"39041",
"39042",
"39043",
"39044",
"39045",
"39046",
"39047",
"39048",
"39049",
"39050",
"39051",
"39052",
"39053",
"39054",
"39055",
"39056",
"39057",
"39058",
"39059",
"39060",
"39061",
"39062",
"39063",
"39064",
"39065",
"39066",
"39067",
"39068",
"39069",
"39070",
"39071",
"39072",
"39073",
"39074",
"39075",
"39076",
"39077",
"39078",
"39079",
"39080",
"39081",
"39082",
"39083",
"39084",
"39085",
"39086",
"39087",
"39088",
"39089",
"39090",
"39091",
"39092",
"39093",
"39094",
"39095",
"39096",
"39097",
"39098",
"39099",
"39100",
"39101",
"39102",
"39103",
"39104",
"39105",
"39106",
"39107",
"39108",
"39109",
"39110",
"39111",
"39112",
"39113",
"39114",
"39115",
"39116",
"39117",
"39118",
"39119",
"39120",
"39121",
"39122",
"39123",
"39124",
"39125",
"39126",
"39127",
"39128",
"39129",
"39130",
"39131",
"39132",
"39133",
"39134",
"39135",
"39136",
"39137",
"39138",
"39139",
"39140",
"39141",
"39142",
"39143",
"39144",
"39145",
"39146",
"39147",
"39148",
"39149",
"39150",
"39151",
"39152",
"39153",
"39154",
"39155",
"39156",
"39157",
"39158",
"39159",
"39160",
"39161",
"39162",
"39163",
"39164",
"39165",
"39166",
"39167",
"39168",
"39169",
"39170",
"39171",
"39172",
"39173",
"39175",
"39176",
"39177",
"39178",
"39179",
"39180",
"39181",
"39182",
"39183",
"39184",
"39185",
"39186",
"39187",
"39188",
"39189",
"39190",
"39191",
"39192",
"39193",
"39194",
"39195",
"39196",
"39197",
"39198",
"39199",
"39200",
"39201",
"39202",
"39203",
"39204",
"39205",
"39206",
"39207",
"39208",
"39209",
"39210",
"39211",
"39212",
"39213",
"39214",
"39215",
"39216",
"39217",
"39218",
"39219",
"39220",
"39221",
"39222",
"39223",
"39224",
"39225",
"39226",
"39228",
"39229",
"39230",
"39231",
"39232",
"39233",
"39234",
"39235",
"39236",
"39237",
"39238",
"39239",
"39240",
"39241",
"39242",
"39243",
"39244",
"39245",
"39246",
"39247",
"39248",
"39249",
"39250",
"39251",
"39252",
"39253",
"39254",
"39255",
"39256",
"39257",
"39258",
"39259",
"39260",
"39261",
"39262",
"39263",
"39264",
"39265",
"39266",
"39267",
"39268",
"39269",
"39270",
"39271",
"39272",
"39273",
"39274",
"39275",
"39276",
"39277",
"39278",
"39279",
"39280",
"39281",
"39282",
"39283",
"39284",
"39285",
"39286",
"39287",
"39288",
"39289",
"39290",
"39291",
"39292",
"39293",
"39294",
"39295",
"39296",
"39297",
"39298",
"39299",
"39300",
"39302",
"39303",
"39304",
"39305",
"39306",
"39307",
"39308",
"39309",
"39310",
"39311",
"39312",
"39313",
"39314",
"39315",
"39316",
"39317",
"39318",
"39319",
"39320",
"39321",
"39322",
"39323",
"39324",
"39325",
"39326",
"39327",
"39328",
"39329",
"39330",
"39331",
"39332",
"39333",
"39334",
"39335",
"39336",
"39337",
"39338",
"39339",
"39340",
"39341",
"39342",
"39343",
"39344",
"39345",
"39346",
"39347",
"39348",
"39349",
"39350",
"39351",
"39352",
"39353",
"39354",
"39355",
"39356",
"39357",
"39358",
"39359",
"39360",
"39361",
"39362",
"39363",
"39364",
"39365",
"39366",
"39367",
"39368",
"39369",
"39370",
"39371",
"39372",
"39373",
"39374",
"39375",
"39376",
"39377",
"39378",
"39379",
"39380",
"39381",
"39382",
"39383",
"39384",
"39385",
"39386",
"39387",
"39388",
"39389",
"39390",
"39391",
"39392",
"39393",
"39394",
"39395",
"39396",
"39397",
"39398",
"39399",
"39400",
"39401",
"39402",
"39403",
"39404",
"39405",
"39406",
"39407",
"39408",
"39409",
"39410",
"39411",
"39412",
"39413",
"39414",
"39415",
"39416",
"39417",
"39418",
"39419",
"39420",
"39421",
"39422",
"39423",
"39424",
"39425",
"39426",
"39427",
"39429",
"39430",
"39431",
"39432",
"39433",
"39434",
"39435",
"39436",
"39437",
"39438",
"39439",
"39440",
"39441",
"39442",
"39443",
"39444",
"39445",
"39446",
"39447",
"39448",
"39449",
"39450",
"39451",
"39452",
"39453",
"39454",
"39455",
"39456",
"39457",
"39458",
"39459",
"39460",
"39461",
"39462",
"39463",
"39464",
"39465",
"39466",
"39467",
"39468",
"39469",
"39470",
"39471",
"39472",
"39473",
"39474",
"39475",
"39476",
"39477",
"39478",
"39479",
"39480",
"39481",
"39482",
"39483",
"39484",
"39485",
"39486",
"39487",
"39488",
"39489",
"39490",
"39491",
"39492",
"39493",
"39494",
"39495",
"39496",
"39497",
"39498",
"39499",
"39501",
"39502",
"39503",
"39504",
"39505",
"39506",
"39507",
"39508",
"39509",
"39510",
"39511",
"39512",
"39513",
"39514",
"39515",
"39516",
"39517",
"39518",
"39519",
"39520",
"39521",
"39522",
"39523",
"39524",
"39525",
"39526",
"39527",
"39528",
"39529",
"39530",
"39531",
"39532",
"39533",
"39534",
"39535",
"39536",
"39537",
"39538",
"39539",
"39540",
"39541",
"39542",
"39543",
"39544",
"39545",
"39546",
"39547",
"39548",
"39549",
"39550",
"39551",
"39552",
"39553",
"39554",
"39555",
"39556",
"39557",
"39558",
"39559",
"39560",
"39561",
"39562",
"39563",
"39564",
"39565",
"39566",
"39567",
"39568",
"39569",
"39570",
"39571",
"39572",
"39573",
"39574",
"39575",
"39576",
"39577",
"39578",
"39579",
"39580",
"39581",
"39582",
"39583",
"39584",
"39585",
"39586",
"39587",
"39588",
"39589",
"39590",
"39591",
"39592",
"39593",
"39594",
"39595",
"39596",
"39597",
"39598",
"39599",
"39600",
"39601",
"39602",
"39603",
"39604",
"39605",
"39606",
"39607",
"39608",
"39609",
"39610",
"39611",
"39612",
"39613",
"39614",
"39615",
"39616",
"39617",
"39618",
"39619",
"39620",
"39621",
"39622",
"39623",
"39624",
"39625",
"39626",
"39627",
"39628",
"39629",
"39630",
"39631",
"39632",
"39633",
"39634",
"39635",
"39636",
"39637",
"39638",
"39639",
"39640",
"39641",
"39642",
"39643",
"39644",
"39645",
"39646",
"39647",
"39648",
"39649",
"39650",
"39651",
"39652",
"39653",
"39654",
"39655",
"39656",
"39657",
"39658",
"39659",
"39660",
"39661",
"39662",
"39663",
"39664",
"39665",
"39666",
"39667",
"39668",
"39669",
"39670",
"39671",
"39672",
"39673",
"39674",
"39675",
"39676",
"39677",
"39678",
"39679",
"39680",
"39681",
"39682",
"39683",
"39684",
"39685",
"39686",
"39687",
"39688",
"39689",
"39690",
"39691",
"39692",
"39693",
"39694",
"39695",
"39696",
"39697",
"39698",
"39699",
"3970",
"39700",
"39701",
"39702",
"39703",
"39704",
"39705",
"39706",
"39707",
"39708",
"39709",
"39710",
"39711",
"39712",
"39713",
"39714",
"39715",
"39716",
"39717",
"39718",
"39719",
"39720",
"39721",
"39722",
"39723",
"39724",
"39725",
"39726",
"39727",
"39728",
"39729",
"39730",
"39731",
"39732",
"39733",
"39734",
"39735",
"39736",
"39737",
"39738",
"39739",
"39740",
"39741",
"39742",
"39743",
"39744",
"39745",
"39746",
"39747",
"39748",
"39749",
"39750",
"39751",
"39752",
"39753",
"39754",
"39755",
"39756",
"39757",
"39758",
"39759",
"39760",
"39761",
"39762",
"39763",
"39764",
"39765",
"39766",
"39767",
"39768",
"39769",
"39770",
"39771",
"39772",
"39773",
"39774",
"39775",
"39776",
"39777",
"39778",
"39779",
"39781",
"39782",
"39783",
"39784",
"39785",
"39786",
"39787",
"39788",
"39789",
"39790",
"39791",
"39792",
"39793",
"39794",
"39796",
"39797",
"39798",
"39799",
"39800",
"39801",
"39802",
"39803",
"39804",
"39805",
"39806",
"39807",
"39808",
"39809",
"39810",
"39811",
"39812",
"39813",
"39814",
"39815",
"39816",
"39817",
"39818",
"39819",
"39820",
"39821",
"39822",
"39823",
"39824",
"39825",
"39826",
"39827",
"39828",
"39829",
"39830",
"39831",
"39832",
"39833",
"39834",
"39835",
"39836",
"39837",
"39838",
"39839",
"39840",
"39841",
"39842",
"39843",
"39844",
"39845",
"39846",
"39847",
"39848",
"39849",
"39850",
"39851",
"39852",
"39853",
"39854",
"39855",
"39856",
"39857",
"39858",
"39859",
"39860",
"39861",
"39862",
"39863",
"39864",
"39865",
"39866",
"39867",
"39868",
"39869",
"39870",
"39871",
"39872",
"39873",
"39874",
"39875",
"39876",
"39877",
"39878",
"39879",
"39880",
"39881",
"39882",
"39883",
"39884",
"39885",
"39886",
"39887",
"39888",
"39889",
"39890",
"39891",
"39892",
"39893",
"39894",
"39895",
"39896",
"39897",
"39898",
"39899",
"39900",
"39901",
"39902",
"39903",
"39904",
"39905",
"39906",
"39907",
"39908",
"39909",
"39910",
"39911",
"39912",
"39913",
"39914",
"39915",
"39916",
"39917",
"39918",
"39919",
"39920",
"39921",
"39922",
"39923",
"39924",
"39925",
"39926",
"39927",
"39928",
"39929",
"39930",
"39931",
"39932",
"39933",
"39934",
"39935",
"39936",
"39937",
"39938",
"39939",
"39940",
"39941",
"39942",
"39943",
"39944",
"39945",
"39946",
"39948",
"39949",
"39950",
"39951",
"39952",
"39953",
"39954",
"39955",
"39956",
"39957",
"39958",
"39959",
"39960",
"39961",
"39962",
"39963",
"39964",
"39965",
"39966",
"39967",
"39968",
"39969",
"39970",
"39971",
"39972",
"39973",
"39974",
"39975",
"39976",
"39977",
"39978",
"39979",
"39980",
"39981",
"39982",
"39983",
"39984",
"39985",
"39986",
"39987",
"39988",
"39989",
"39990",
"39991",
"39992",
"39993",
"39994",
"39995",
"39996",
"39997",
"39998",
"39999",
"3M",
"4",
"4,326",
"-4.003514",
"-4.09889",
"4.148745",
"-4.48333",
"-4.71667",
"-4.75",
"-4.7963",
"-4.8007",
"-4.8025",
"-4.81467",
"4.83167",
"4.865308",
"-4.8713",
"-4.8823",
"-4.8888",
"4.89667",
"-4.9262",
"4.931753",
"4.93333",
"4.933333",
"40",
"-40.1997222",
"400",
"4000",
"40000",
"40001",
"40002",
"40003",
"40004",
"40005",
"40006",
"40007",
"40008",
"40009",
"40010",
"40011",
"40012",
"40013",
"40014",
"40015",
"40016",
"40017",
"40018",
"40019",
"40020",
"40021",
"40022",
"40023",
"40024",
"40025",
"40026",
"40027",
"40028",
"40029",
"40030",
"40031",
"40032",
"40033",
"40034",
"40035",
"40036",
"40037",
"40038",
"40039",
"40040",
"40041",
"40042",
"40043",
"40044",
"40045",
"40046",
"40047",
"40048",
"40050",
"40051",
"40052",
"40053",
"40054",
"40055",
"40056",
"40057",
"40058",
"40059",
"40060",
"40061",
"40062",
"40063",
"40064",
"40065",
"40066",
"40067",
"40068",
"40069",
"40070",
"40071",
"40072",
"40073",
"40074",
"40075",
"40076",
"40077",
"40078",
"40079",
"40080",
"40081",
"40082",
"40083",
"40084",
"40085",
"40086",
"40087",
"40088",
"40089",
"40090",
"40092",
"40093",
"40094",
"40095",
"40096",
"40097",
"40098",
"40099",
"401",
"40100",
"40101",
"40102",
"40103",
"40104",
"40105",
"40106",
"40107",
"40108",
"40109",
"40110",
"40111",
"40112",
"40113",
"40114",
"40115",
"40116",
"40117",
"40118",
"40119",
"40120",
"40121",
"40122",
"40123",
"40124",
"40125",
"40126",
"40127",
"40128",
"40129",
"40130",
"40131",
"40132",
"40133",
"40134",
"40135",
"40136",
"40137",
"40138",
"40139",
"40140",
"40141",
"40142",
"40143",
"40144",
"40145",
"40146",
"40147",
"40148",
"40149",
"40150",
"40151",
"40152",
"40153",
"40154",
"40155",
"40156",
"40157",
"40158",
"40159",
"40160",
"40161",
"40162",
"40163",
"40164",
"40165",
"40166",
"40167",
"40168",
"40169",
"40170",
"40171",
"40172",
"40173",
"40174",
"40175",
